"","realtime","M1","M2","M3","M4","M5","M6","M7","M8","M9","M10","M11","M12","Light"
"630",729,"","e","","","","","","","","","e","",""
"631",730,"","e","","","","","","","","","d","",""
"632",731,"","e","","e,d","","","","","","","","",""
"633",732,"","e,d","","","","","","","","","","",""
"634",733,"","","","","","","","","d","","","",""
"635",734,"","","","","","","","d","","","","",""
"636",735,"","","","","","","e,d","","","","","",""
"637",736,"e,d","","","","e","","","","","","","",""
"638",737,"","","","","e","","","","","","","",""
"639",738,"","","","","e","","","","","","","",""
"640",739,"","","","","e","","","","","","e,d","",""
"641",740,"","","","","e,d","","","","","","e","",""
"642",741,"","","","","","","","","","","e","",""
"643",742,"","","","","","","e,d","e","","","e","",""
"644",743,"","","","","","","d","e","","e,d","e","",""
"645",744,"","","","","","","","","","e,d","e,d","",""
"646",745,"","","","","","","","","","e","e","",""
"647",746,"","","","","","","","","","e","e,d","",""
"648",747,"","","","","","","","","","e","e","",""
"649",748,"","","","","","","","","","e","e","",""
"650",749,"","","","","","","","","","e","e,d","",""
"651",750,"","","","","","","","","","e","e","",""
"652",751,"","","","","","","","","","e,d","e","",""
"653",752,"","","","","","","","","","d","e","",""
"654",753,"","","","","","","","","","","e","",""
"655",754,"","","","","","","","","","","e","",""
"656",755,"","","","","","","","","","","e","",""
"657",756,"","","","","","","","","","","","",""
"658",757,"","","","","","","","","","","","",""
"659",758,"","","","","","","","","","","","",""
"660",759,"","","","","","","","","","","","",""
"661",760,"","","","","","","","","","","","",""
"662",761,"","","","","","","","","","","","",""
"663",762,"","","","","","","","","","","","",""
"664",763,"","","","","","","","","","","","",""
"665",764,"","","","","","","","","","","","",""
"666",765,"","","","","","","","","","","","",""
"667",766,"","","","","","","","d","","","","",""
"668",767,"","","","","","","","e","d","","","",""
"669",768,"","","","","","","","","","e","","",""
"670",769,"","","","","","","","e","","e","","",""
"671",770,"","","","","","","","e","","e","","",""
"672",771,"","","","","","","","e","","","","e",""
"673",772,"","","e","","","","","","","","","e",""
"674",773,"","","","","","","","","","","","",""
"675",774,"","","","","","","","","","","","",""
"676",775,"","","","","","","","","","","","",""
"677",776,"","","","","","","","","e,d","","","",""
"678",777,"","","","","","","","","","","","",""
"679",778,"","","","","","","","d","","","","",""
"680",779,"","","","","","","","","","","","",""
"681",780,"","","","","","","","e","","","","d",""
"682",781,"","","","","","","","e","d","","","e,d",""
"683",782,"","","","","","","d","","","","","",""
"684",783,"","","","","","","","","","","","",""
"685",784,"","","","","","","","","","","","",""
"686",785,"","","","","","","","","","","","",""
"687",786,"","","","","","","","","","d","","",""
"688",787,"","","","","","","","","","","","",""
"689",788,"","","","","","","","","","","","",""
"690",789,"","","","","","","","","","","","",""
"691",790,"","","","","","","","","","","","",""
"692",791,"","","","","","","","","","","","",""
"693",792,"","","","","","","","","","","","",""
"694",793,"","","","","","","","","","","","",""
"695",794,"","","","","","","","d","","","","",""
"696",795,"","","","","","","","e","","","","",""
"697",796,"","","","","","","","","","","","",""
"698",797,"","","","","","","","","","","","",""
"699",798,"","","","","","","","d","","","","",""
"700",799,"","","","","","","","","","","","",""
"701",800,"","","","","","","","","","","","",""
"702",801,"","","","","","","","","","","","",""
"703",802,"","","","","","","","","","","","",""
"704",803,"","","","","","","","","","","","",""
"705",804,"","","","","","","","","","","","",""
"706",805,"","","","","","","","","","","","",""
"707",806,"","","","","","","","","","","","",""
"708",807,"","","","","","","","","","","","",""
"709",808,"","","","","","","","","","","","",""
"710",809,"","","","","","","","","","","","",""
"711",810,"","","","","","","","","","","","",""
"712",811,"","","","","","","","","","","","",""
"713",812,"","","","","","","","d","","","","",""
"714",813,"","","","","","","","e","","","","",""
"715",814,"","","","","","","","","","","","",""
"716",815,"","","","","","","","","","","","",""
"717",816,"","","","","","","","","","","","",""
"718",817,"","","","","","","","","","","","",""
"719",818,"","","","","","","","","","","","",""
"720",819,"","","","","","","","","","","","",""
"721",820,"","","","","","","","","","","","",""
"722",821,"","","","","","","","","","","","",""
"723",822,"","","","","","","","","","","","",""
"724",823,"","","","","","","","","","","","",""
"725",824,"","","","","","","","","","","","",""
"726",825,"","","","","","","","","","","","",""
"727",826,"","","","","","","","","","","","",""
"728",827,"","","","","","","","","","","","",""
"729",828,"","","e,d","","","","","","","","","",""
"730",829,"","","e","","","","","","","","","",""
"731",830,"","","e","","","","","","","","","",""
"732",831,"","","e,d","","","","","","","","","",""
"733",832,"","","","","","","","","","","","",""
"734",833,"","","","","","","","","","","","",""
"735",834,"","","","","","","","","","","","",""
"736",835,"","","","","","","","","","","","",""
"737",836,"","","","","","","","","","","","",""
"738",837,"","","","","","","","","","","","",""
"739",838,"","","","","","","","","","","","",""
"740",839,"","","","","","","","","","","","",""
"741",840,"","","","","","","","","","","","",""
"742",841,"","","","","","","","e,d","","","","",""
"743",842,"","","","","","","","","","","","",""
"744",843,"","","","","","","","","","","","",""
"745",844,"","","","","","","","","","","","",""
"746",845,"","","","","","","","","","","","",""
"747",846,"","","","","","","","","","","","",""
"748",847,"","","","","","","","","","","","",""
"749",848,"","","","","","","","","","","","",""
"750",849,"","","","","","","","","","","","",""
"751",850,"","","","","","","","","","","","",""
"752",851,"","","","","","","","","","","","",""
"753",852,"","","","","","","","","","","","",""
"754",853,"","","e","","","","","","","","","",""
"755",854,"","","e","","","","","","","","","",""
"756",855,"","","e","","","","","","","","","",""
"757",856,"","","e","","","","","","","","","",""
"758",857,"","","e","","","","","","","","","",""
"759",858,"","","e","","","","","","","","","",""
"760",859,"","","e,d","","","","","","","","","",""
"761",860,"","","","","","","","","","","","",""
"762",861,"","","","","","","","","","","","",""
"763",862,"","","","","","","","","","","","",""
"764",863,"","d","","","","","","","","","","",""
"765",864,"","e,d","","","","","","","","","","",""
"766",865,"","e,d","","","","","","","","","","",""
"767",866,"","","","","","","","","","","","",""
"768",867,"","","","","","","","","","","","",""
"769",868,"","","","","","","","","","","","",""
"770",869,"","","","","","","","","","","","",""
"771",870,"","","","","","","","","","","","",""
"772",871,"","","","","","","","","","","","",""
"773",872,"","","","","","","","","","","","",""
"774",873,"","","","","","","","","","","","",""
"775",874,"","","","","","","","","","","","",""
"776",875,"","","","","","","","","","","","",""
"777",876,"","","","","","","","","","","","",""
"778",877,"","","","","","","","","","","","",""
"779",878,"","","","","","","","","","","","",""
"780",879,"","","","","","","","","","","","",""
"781",880,"","","","","","","","","","","","",""
"782",881,"","","","","","","","","","","","",""
"783",882,"","","","","","","","","","","","",""
"784",883,"e","","","","","","","","","","","",""
"785",884,"","","","","","","","","","","","",""
"786",885,"","","","","","","","","","","","",""
"787",886,"","","e","","","","","","","","","",""
"788",887,"","","","","","","","","","","","",""
"789",888,"","","","","","","","","","","","",""
"790",889,"","","","e","","","","","","","","",""
"791",890,"","","","e","","","","","","","","",""
"792",891,"","","","e","","","","","","","","",""
"793",892,"","","","","","","","","","","","",""
"794",893,"","e,d","","","","","","","","","","",""
"795",894,"","e","","","","","","","","","","",""
"796",895,"","e","","","","","","","","","","",""
"797",896,"","e","","","","","","","","","","",""
"798",897,"","e,d","","","","","","","","","","",""
"799",898,"","","","","","","","","","","","",""
"800",899,"","","","","","","","","","","","",""
"801",900,"","","","","","","","","","","","",""
"802",901,"","","","","","e,d","","","","","","",""
"803",902,"","","","","","","","","","","","",""
"804",903,"","","","","","","","","","","","",""
"805",904,"","","","","","","","","","","","",""
"806",905,"","","","","","","","","","","","",""
"807",906,"","","","e","","","","","","","","",""
"808",907,"","","","e","","","","","","","","",""
"809",908,"","","","","","","","","","","","",""
"810",909,"","","","","","","","","","","","",""
"811",910,"","","","","","e","","","","","","",""
"812",911,"","","","","","e","","","","","","",""
"813",912,"","","","","","e","","","","","","",""
"814",913,"","","","","","e","","","","","","",""
"815",914,"","","","","","e,d","","","","","","",""
"816",915,"","e","","","","e","","","","","","",""
"817",916,"","e","","","","","","","","","","",""
"818",917,"","e","","","","","","","","","","",""
"819",918,"","e","","","","","","","","","","",""
"820",919,"","e","","","","","","","","","","",""
"821",920,"","","","","","","","","","","","",""
"822",921,"","","","","","","","","","","","",""
"823",922,"","","","","","","","","","","","",""
"824",923,"","","","","","","","","","","","",""
"825",924,"","","","","","","","","","","","",""
"826",925,"","","","","","","","","","","","",""
"827",926,"","","","","","","","","","","","",""
"828",927,"","","","","","","","","","","","",""
"829",928,"","","","","","","","","","","","",""
"830",929,"","","","","","","","","","","","",""
"831",930,"","","","","","","","","","","","",""
"832",931,"","","","","","","","","","","","",""
"833",932,"","","","","","","","","","","","",""
"834",933,"","","","","","","","","","","","",""
"835",934,"","","","","","","","","","","","",""
"836",935,"","","","","","e","","","","","","",""
"837",936,"","","","","","","","","","","","",""
"838",937,"","","","","","","","","","","","",""
"839",938,"","","","","","e","","","","","","",""
"840",939,"","","","","","","","","","","","",""
"841",940,"","","","","","","","","e","","","",""
"842",941,"","","","","","","","","","","","",""
"843",942,"","","","","","e","","","","","","",""
"844",943,"","","","","","e","","","","","","",""
"845",944,"","","","","","e","","","","","","",""
"846",945,"","","","","","e","","","","","","",""
"847",946,"","","","","","e","","","","","","",""
"848",947,"","","","","","e,d","","","","","","",""
"849",948,"","","","","","","","","","","","",""
"850",949,"","","","","","","","","","","","",""
"851",950,"","","","","","","","","","","","",""
"852",951,"","","","","","","","","","","","",""
"853",952,"","","","","","","","","","","","",""
"854",953,"","","","","","","","","","","","",""
"855",954,"","","","","","","","","","","","",""
"856",955,"","","","","","","","","","","","",""
"857",956,"","","","","","","","","","","","",""
"858",957,"","","","","","","","","","","","",""
"859",958,"","","","","","","","","","","e,d","",""
"860",959,"","","","","","","","","","","e","",""
"861",960,"","","","","","","","","","","","",""
"862",961,"","","","","","","","","","","","",""
"863",962,"","","","","","","","","","","","",""
"864",963,"","","","","","","","","","","d","",""
"865",964,"","","","","","","","","","","","",""
"866",965,"","","","","","","","","","","","",""
"867",966,"","","","","","","","","","","","",""
"868",967,"","","","","","","","","","","","",""
"869",968,"","","","","","","","","","","","",""
"870",969,"","","","","","","","","","","","",""
"871",970,"","","","","","","","","","","","",""
"872",971,"","","","","","","","","","","","",""
"873",972,"","","","","","","","","","","","",""
"874",973,"","","","","","","","","","","","",""
"875",974,"","","","","","","","","","","","",""
"876",975,"","","","","","","","","","","","",""
"877",976,"","","","","","","","","","","","",""
"878",977,"","","","","","","","","","","","",""
"879",978,"","","","","","","","","","","","",""
"880",979,"","","","","","","","","","","","",""
"881",980,"","","","","","","","","","","","",""
"882",981,"","","","","","","","","","","","",""
"883",982,"","","","","","","","","","","","",""
"884",983,"","","","","","","","","","","","",""
"885",984,"","","","","","","","","","","","",""
"886",985,"","","","","","","","","","","","",""
"887",986,"","","","","","","","","","","","",""
"888",987,"","","","","","","","","","","","",""
"889",988,"","","","","","","","","","","","",""
"890",989,"","","","","","","","","","","","",""
"891",990,"","","","","","","","","","","","",""
"892",991,"","","","","","","","","","","","",""
"893",992,"","","","","","","","","","","","",""
"894",993,"","","","","","","","","","","","",""
"895",994,"","","","","","","","","","","","",""
"896",995,"","","","","","","","","","","","",""
"897",996,"","","","","","","","","","","","",""
"898",997,"","","","","","","","","","","","",""
"899",998,"","","","","","","","","","","","",""
"900",999,"","","","","","","","","","","","",""
"901",1000,"","","","","","","","","","","","",""
"902",1001,"","","","","","","","","","","","",""
"903",1002,"","","","","","","","","","","","",""
"904",1003,"","","","","","","","","","","","",""
"905",1004,"","","","","","","","","","","","",""
"906",1005,"","","","","","","","","","","","",""
"907",1006,"","","","","","","","","","","","",""
"908",1007,"","","","","","","","","","","","",""
"909",1008,"","","","","","","","","","","","",""
"910",1009,"","","","","","","","","","","","",""
"911",1010,"","","","","","","","","","","","",""
"912",1011,"","","","","","","","","","","","",""
"913",1012,"","","","","","","","","","","","",""
"914",1013,"","","","","","","","","","","","",""
"915",1014,"","","","","","","","","","","","",""
"916",1015,"","","","","","","","","","","","",""
"917",1016,"","","","","","","","","","","","",""
"918",1017,"","","","","","","","","","","","",""
"919",1018,"","","","","","","","","","","","",""
"920",1019,"","","","","","","","","","","","",""
"921",1020,"","","","","","","","","","","","",""
"922",1021,"","","","","","","","","","","","",""
"923",1022,"","","","","","","","","","","","",""
"924",1023,"","","","","","","","","","","","",""
"925",1024,"","","","","","","","","","","","",""
"926",1025,"","","","","","","","","","","","",""
"927",1026,"","","","","","","","","","","","",""
"928",1027,"","","","","","","","","","","","",""
"929",1028,"","","","","","","","","","","","",""
"930",1029,"","","","","","","","","","","","",""
"931",1030,"","","","","","","","","","","","",""
"932",1031,"","","","","","","","","","","","",""
"933",1032,"","","","","","","","","","","","",""
"934",1033,"","","","","","","","","","","","",""
"935",1034,"","","","","","","","","","","","",""
"936",1035,"","","","","","","","","","","","",""
"937",1036,"","","","","","","","","","","","",""
"938",1037,"","","","","","","","","","","","",""
"939",1038,"","","","","","","","","","","","",""
"940",1039,"","","","","","","","","","","","",""
"941",1040,"","","","","","","","","","","","",""
"942",1041,"","","","","","","","","","","","",""
"943",1042,"","","","","","","","","","","","",""
"944",1043,"","","","","","","","","","","","",""
"945",1044,"","","","","","","","","","","","",""
"946",1045,"","","","","","","","","","","","",""
"947",1046,"","","","","","","","","","","","",""
"948",1047,"","","","","","","","","","","","",""
"949",1048,"","","","","","","","","","","","",""
"950",1049,"","","","","","","","","","","","",""
"951",1050,"","","","","","","","","","","","",""
"952",1051,"","","","","","","","","","","","",""
"953",1052,"","","","","","","","","","","","",""
"954",1053,"","","","","","","","","","","","",""
"955",1054,"","","","","","","","","","","","",""
"956",1055,"","","","","","","","","","","","",""
"957",1056,"","","","","","","","","","","","",""
"958",1057,"","","","","","","","","","","","",""
"959",1058,"","","","","","","","","","","","",""
"960",1059,"","","","","","","","","","","","",""
"961",1060,"","","","","","","","","","","","",""
"962",1061,"","","","","","","","","","","","",""
"963",1062,"","","","","","","","","","","","",""
"964",1063,"e","","","","","","","","","d","","",""
"965",1064,"","","","","","","","","","","","",""
"966",1065,"","","","","","","","","","e","","",""
"967",1066,"","","","","","","","","","e","","",""
"968",1067,"","","","","","","","","","e","","",""
"969",1068,"e","","","","","","","","","e","","",""
"970",1069,"e,d","","","","","","","","","e","","",""
"971",1070,"","","","","","","","","","e","","",""
"972",1071,"e,d","","","","","","","","","e","","",""
"973",1072,"","","","","","","","","","e,d","","",""
"974",1073,"","","","","","","","","","e","","",""
"975",1074,"","","","","","","","","","","","",""
"976",1075,"","","","","","","","","","","","",""
"977",1076,"","","","","","","","","","","","",""
"978",1077,"","","","","","","","","","","","",""
"979",1078,"","","","","","","","","","","","",""
"980",1079,"","","","","","","","","","e","","",""
"981",1080,"","","","","","","","","","e","","",""
"982",1081,"","","","","","","","","","e","","",""
"983",1082,"","","","","","","","","","e","","",""
"984",1083,"","","","","","","","","","e","","",""
"985",1084,"","","","","","","","","","e,d","","",""
"986",1085,"","","","","","","","","","e","","",""
"987",1086,"","","","","","","","","","e","","",""
"988",1087,"","","","","","","","","","e","","",""
"989",1088,"","","","","","","","","","","","",""
"990",1089,"","","","","","","","","","","","",""
"991",1090,"","","","","","","","","","","","",""
"992",1091,"","","","","","","","","","","","",""
"993",1092,"","","","","","","","","","","","",""
"994",1093,"","","","","","","","","","","","",""
"995",1094,"","","","","","","","","","","","",""
"996",1095,"","","","","","","","","","","","",""
"997",1096,"","","","","","","","","","","","",""
"998",1097,"","","","","","","","","","","","",""
"999",1098,"","","","","","","","","","","","",""
"1000",1099,"","","","","","","","","","","","",""
"1001",1100,"","","","","","","","","","","","",""
"1002",1101,"","","","","","","","","","","","",""
"1003",1102,"","","","","","","","","","","","",""
"1004",1103,"","","","","","","","","","","","",""
"1005",1104,"","","","","","","","","","","","",""
"1006",1105,"","","","","","","","","","","","",""
"1007",1106,"","","","","","","","e","","","","",""
"1008",1107,"","","","","","","","e","","","","",""
"1009",1108,"","","","","","","","e","","","","",""
"1010",1109,"","","","","","","","e","","","","",""
"1011",1110,"","","","","","","","e","","","","",""
"1012",1111,"","","","","","","","e","","","","",""
"1013",1112,"","","","","","","","d","","","","",""
"1014",1113,"","","","","","","","","","","","",""
"1015",1114,"","","","","","","","","","","","",""
"1016",1115,"","","","","","","","","","","","",""
"1017",1116,"","","","","","","","","","","","",""
"1018",1117,"","","","","","","","","","","","",""
"1019",1118,"","","","","","","","","","","","",""
"1020",1119,"","","","","","","","","","","","",""
"1021",1120,"","","","","","","","","","","","",""
"1022",1121,"","","","","","","","","","","","",""
"1023",1122,"","","","","","","","","","","","",""
"1024",1123,"","","","","","","","","","","","",""
"1025",1124,"","","","","","","","","","","","",""
"1026",1125,"","","","","","","","","","","","",""
"1027",1126,"","","e","","","","","","","","","",""
"1028",1127,"","","e","","","","","","","","","",""
"1029",1128,"","","e","","","","","","","","","",""
"1030",1129,"","","e,d","","","","","","","","","",""
"1031",1130,"","","e","","","","","","","","","",""
"1032",1131,"","","e","","","","","","","","","",""
"1033",1132,"","","e","","","","","","","","","",""
"1034",1133,"","","","","","","","","","","","",""
"1035",1134,"","","","","","","","","","","","",""
"1036",1135,"","","","","","","","","","","","",""
"1037",1136,"","","","","","","","","","","","",""
"1038",1137,"","","","","","","","","","","","",""
"1039",1138,"","","","","","","","","","","","",""
"1040",1139,"","","","","","","","","","","","",""
"1041",1140,"","","","","","","","","","","","",""
"1042",1141,"","","","","","","","","","","","",""
"1043",1142,"","","","","","","","","","","","",""
"1044",1143,"","","","","","","","","","","","",""
"1045",1144,"","","","","","","","","","","","",""
"1046",1145,"","","","","","","","","","","","",""
"1047",1146,"","","","","","","","","","","","",""
"1048",1147,"","","","","","","","","","","","",""
"1049",1148,"","","","","","","","","","","","",""
"1050",1149,"","","","","","","","","","","","",""
"1051",1150,"","","","","","","","","","","","",""
"1052",1151,"","","","","","","","","","","","",""
"1053",1152,"","","","","","","","","","","","",""
"1054",1153,"","","","","","","","","","","","",""
"1055",1154,"","","","","","","","","","","","",""
"1056",1155,"","","","","","","","","","","","",""
"1057",1156,"","","","","","","","","","","","",""
"1058",1157,"","","","","","","","","","","","",""
"1059",1158,"","","","","","","","","","","","",""
"1060",1159,"","","","","","","","","","","","",""
"1061",1160,"","","","","","","","","","","","",""
"1062",1161,"","","","","","","","","","","","",""
"1063",1162,"","","","","","","","","","","","",""
"1064",1163,"","","","","","","","","","","","",""
"1065",1164,"","","","","","","e","","","","","",""
"1066",1165,"","","","","","","","","","","","",""
"1067",1166,"","","","","","","","","","","","",""
"1068",1167,"","","","","","","","","","","","",""
"1069",1168,"","","","","","","","","","","","",""
"1070",1169,"","","","","","","","","","","","",""
"1071",1170,"","","","","","","","","","","","",""
"1072",1171,"","","","","","","e,d","","","","","",""
"1073",1172,"","","","","","","e","","","","","",""
"1074",1173,"","","","","","","","","","","","",""
"1075",1174,"","","","","","","","","","","","",""
"1076",1175,"","","","","","","","","","","","",""
"1077",1176,"","","","","","","","","","","","",""
"1078",1177,"","","","","","","","","","","","",""
"1079",1178,"","","","","","","","","","","","",""
"1080",1179,"","","","","","","","","","","","",""
"1081",1180,"","","","","","","","","","","","",""
"1082",1181,"","","","","","","","","","","","",""
"1083",1182,"","","","","","","","","","","","",""
"1084",1183,"","","","","","","","","","","","",""
"1085",1184,"","","","","","","","","","","","",""
"1086",1185,"","","","","","","e,d","","","","","",""
"1087",1186,"","","","","","","","","","","","",""
"1088",1187,"","","","","","","","","","","e","",""
"1089",1188,"","","","","","","","","","","e","",""
"1090",1189,"","","","","","","","","","","e","",""
"1091",1190,"","","","","","","","","","","e,d","",""
"1092",1191,"","","","","","","","","","","","",""
"1093",1192,"","","","","","","","","","","","",""
"1094",1193,"","","","","","","","","","","","",""
"1095",1194,"","","","","","","","","","","","",""
"1096",1195,"","","","","","","","","","","","",""
"1097",1196,"","","","","","","","","","","","",""
"1098",1197,"","","","","","","","","","","","",""
"1099",1198,"","","","","","e,d","","","","","","",""
"1100",1199,"","","","","","e","","","","","","",""
"1101",1200,"","","","","","","","","","","","",""
"1102",1201,"","","","","","e","","","","","","",""
"1103",1202,"","","","","","","","","","","","",""
"1104",1203,"","","","","","d","","","","","","",""
"1105",1204,"","","","","","","","","","","","",""
"1106",1205,"","","","","","e","","","","","","",""
"1107",1206,"","","","","","","","","","","","",""
"1108",1207,"","","","","","","","","","","","",""
"1109",1208,"","","","","","","","","","","","",""
"1110",1209,"","","","","","","","","","","","",""
"1111",1210,"","","","","","","","","","","","",""
"1112",1211,"","","","","","","","","","","","",""
"1113",1212,"","","","","","","","","","","","",""
"1114",1213,"","e,d","","","","","","","e","","","",""
"1115",1214,"","e","","","","","","","e","","","",""
"1116",1215,"","","","","","","","","e","","","",""
"1117",1216,"","e","","","","","","","e","","","",""
"1118",1217,"","e","","","","","","","e","","","",""
"1119",1218,"","e","","","","","","","e","","","",""
"1120",1219,"","e","","","","","","","e,d","","","",""
"1121",1220,"","e,d","","","","","","","e","","","",""
"1122",1221,"","e","","","","","","","e","","","",""
"1123",1222,"","e","","","","","","","e","","","",""
"1124",1223,"","e,d","","","","","","","e,d","","","",""
"1125",1224,"","","","","","","","","","","","",""
"1126",1225,"","","","","","","","","","","","",""
"1127",1226,"","","","","","","","","e","","","",""
"1128",1227,"","","","","","","","","e,d","","","",""
"1129",1228,"","","","","","","","","e","","","",""
"1130",1229,"","","","","","","","","","","","",""
"1131",1230,"","e","","","","","","","e","","","",""
"1132",1231,"","","","","","","","","e,d","","","",""
"1133",1232,"","e,d","","","","","","","","","","",""
"1134",1233,"","","","","","","","","","","","",""
"1135",1234,"","","","","","","","","","","","",""
"1136",1235,"","","","","","","","","","","","",""
"1137",1236,"","","","","","","","","","","","",""
"1138",1237,"","","","","","","","","","","","",""
"1139",1238,"","","","","","","","","","","","",""
"1140",1239,"","","","","","","","","","","","",""
"1141",1240,"","","","","","","","","","","","",""
"1142",1241,"","e,d","","","","","","","","","","",""
"1143",1242,"","e","","","","","","","","","","",""
"1144",1243,"","e","","","","","","","","","","",""
"1145",1244,"","e","","","e","","","","","","","",""
"1146",1245,"","e,d","","","","","","","","","","",""
"1147",1246,"","e","","","","","","","","","","",""
"1148",1247,"","e","","","e","","","","","","","",""
"1149",1248,"","","","","e","","","","","","","",""
"1150",1249,"","","","","e","","","","","","","",""
"1151",1250,"","e,d","","","e","","","","","","","",""
"1152",1251,"","e","","","e","","","","","","","",""
"1153",1252,"","","","","e","","","","","","","",""
"1154",1253,"","","","","e,d","","","","","","","",""
"1155",1254,"","","","","e","","","","","","","",""
"1156",1255,"","","","","e","","","","","","","",""
"1157",1256,"","","","","e,d","","","","","","","",""
"1158",1257,"","","","","e","","","","","","","",""
"1159",1258,"","","","","e","","","","","","","",""
"1160",1259,"","","","","e","","","","","","","",""
"1161",1260,"","","","","e","","","","","","","",""
"1162",1261,"","","","","e,d","","","","","","","",""
"1163",1262,"","","","","","","","","","","","",""
"1164",1263,"","","","","","","","","","","","",""
"1165",1264,"","","","","","","","","","","","",""
"1166",1265,"","","","","","","","","","","","",""
"1167",1266,"","","","","","","","","","","","",""
"1168",1267,"","","","","","","","","","","","",""
"1169",1268,"","","","","","","","","","","","",""
"1170",1269,"","","","","","","","","","","","",""
"1171",1270,"","","","","","","","","","","","",""
"1172",1271,"e","","","","","","","","","","","",""
"1173",1272,"e","","","","","","","","","","","",""
"1174",1273,"e","","","e","","","","","","","","",""
"1175",1274,"","","","e","e,d","","","","","","","",""
"1176",1275,"","","","e","e","","","","","","","",""
"1177",1276,"","","","","e","","","","","","","",""
"1178",1277,"e,d","","","e","e,d","","","","","","","",""
"1179",1278,"e","","","e","e,d","","","","","","","",""
"1180",1279,"e","","","e","e","","","","","","","",""
"1181",1280,"","","","e","e","","","","","","","",""
"1182",1281,"","","","e","e","","","","","","","",""
"1183",1282,"d","","","e","e","","","","","","","",""
"1184",1283,"","","","e","e","","","","","","","",""
"1185",1284,"e","","","","e","","","","","","","",""
"1186",1285,"e","","","","e","","","","","","","",""
"1187",1286,"","","","","e,d","","","","","","","",""
"1188",1287,"","","","e","","","","","","","","",""
"1189",1288,"","","","e","","","","","","","","e",""
"1190",1289,"","","","e","","","","","","","","e",""
"1191",1290,"e,d","","","e,d","","","","","","","","e",""
"1192",1291,"","","","e,d","","","","","","","","e",""
"1193",1292,"","","","","","","","","","","","e",""
"1194",1293,"","","","","","","","","","","","e",""
"1195",1294,"","","","","","","","","","","","",""
"1196",1295,"e","","","","","","","","","","","",""
"1197",1296,"e","","","","","","","","","","","e,d",""
"1198",1297,"e","","","","","","","","","","","e",""
"1199",1298,"e,d","","","","","","","","","","","e",""
"1200",1299,"","","","","","","","","","","","e",""
"1201",1300,"","","","","","","","","","","","e",""
"1202",1301,"","","","","","","","","","","","e,d",""
"1203",1302,"","","","","","","","","","","","",""
"1204",1303,"","","","","","","","","","","","",""
"1205",1304,"","","","","","","","","","","","",""
"1206",1305,"","","","","","","","","","","","",""
"1207",1306,"","","","","","","","","","","","",""
"1208",1307,"","","","","","","","","","","","",""
"1209",1308,"","","","","","","","","","","","",""
"1210",1309,"","","","","","","","","","","","",""
"1211",1310,"","","","","","","","","","","","",""
"1212",1311,"","","","","","","","","","","","",""
"1213",1312,"","","","","","","","","","","","",""
"1214",1313,"","","","","","","","","","","","",""
"1215",1314,"","","","","","","","","","","","",""
"1216",1315,"","","","","","","","","","","","",""
"1217",1316,"","","","","","","","","","","","",""
"1218",1317,"","","","","","","","","","","","",""
"1219",1318,"","","","","","","","","","","","",""
"1220",1319,"","","","","","","","","","","","",""
"1221",1320,"","","","","","","","","","","","",""
"1222",1321,"","","","","","","e","","","","","",""
"1223",1322,"","","","","","","","","","","","",""
"1224",1323,"","","","","","","","","","","","",""
"1225",1324,"","","","","","","","e","","","","",""
"1226",1325,"","","","","","","","","","","","",""
"1227",1326,"","","","","","","","e","","e","","",""
"1228",1327,"","","","","","","","","","","","",""
"1229",1328,"","","","","","","","e","","","","",""
"1230",1329,"","","","","","","","e","","","","",""
"1231",1330,"","","","","","","","e","","","","",""
"1232",1331,"","","","","","","","d","","e","","",""
"1233",1332,"","","","","","","","","","e","","",""
"1234",1333,"","","","","","","","","","e","","",""
"1235",1334,"","","","","","","","e,d","","e","","",""
"1236",1335,"","","","","","","","e","","e","e","",""
"1237",1336,"","","","","","","","","","e","e","",""
"1238",1337,"","","","","","","","","","","e","",""
"1239",1338,"","","","","","","","","","","e","",""
"1240",1339,"","","","","","","","","","","e","",""
"1241",1340,"","","","","","","","","","","e","",""
"1242",1341,"","","","","","","","e","","","e","",""
"1243",1342,"","","","","","","","","","","e","",""
"1244",1343,"","","","","","","","","","","e,d","",""
"1245",1344,"","","","","","","","","","","e,d","",""
"1246",1345,"d","","","","","","","","","","","",""
"1247",1346,"","","e","","","","","","","","","",""
"1248",1347,"d","","e","","","","","","","","","",""
"1249",1348,"","","e","","","","","","","","","",""
"1250",1349,"","","e,d","","","","","","","","","",""
"1251",1350,"e","","","","","e","","","","","","",""
"1252",1351,"e","","e","","","","","","","","","",""
"1253",1352,"e","","e","","","","","","","","","",""
"1254",1353,"","","","","","","","e","","","","",""
"1255",1354,"","","","","","","","e","","","","",""
"1256",1355,"","","","","","","","","","","","",""
"1257",1356,"","","","","","","","","","","","",""
"1258",1357,"e","","","","","","","","","","","",""
"1259",1358,"e","e","","","","d","","","","","","",""
"1260",1359,"","e","","","","d","","","","","e","",""
"1261",1360,"","e","","","","","","","","","e","",""
"1262",1361,"","e","","","","","","","","","e,d","",""
"1263",1362,"","","","","","","","","","","e","",""
"1264",1363,"e","","","","","","","","","","e,d","",""
"1265",1364,"e","","","","","","","","","","","",""
"1266",1365,"e","","","","","","","","","","","",""
"1267",1366,"","","","","","","","","","","","",""
"1268",1367,"","e,d","","","","","","","","","","",""
"1269",1368,"","e,d","","","","","","","","","","",""
"1270",1369,"","e","","","","","","","","","","",""
