"","realtime","M1","M2","M3","M4","M5","M6","M7","M8","M9","M10","M11","M12","Light"
"643",617,"","","","","","","","","","","","",""
"644",618,"","","","","","","","e","","","","",""
"645",619,"","","","","","","","e","","","","",""
"646",620,"","","","","","","","e","","","","",""
"647",621,"","","","","","","","","","","","",""
"648",622,"","","","","","","","","","","","",""
"649",623,"","","","","","","","","","","","",""
"650",624,"","","","","","","","","","","","",""
"651",625,"","e","","","","e","","","","","","",""
"652",626,"","","","","","","","","","","","",""
"653",627,"","","","","","","","","","","","",""
"654",628,"","","","","","","","d","","","","",""
"655",629,"","","","","","","","","","","","",""
"656",630,"","","","","","","","","","","","",""
"657",631,"","","","","","","","","","","","",""
"658",632,"","e,d","","","","","","","","","","",""
"659",633,"","e","","","e","","","e","","","","",""
"660",634,"","e","","","e","","","e","","","","",""
"661",635,"","e","","","e","","","","","","","",""
"662",636,"","e","","","e","","","","","","","",""
"663",637,"","e","","","e,d","","","","","","","",""
"664",638,"","e","","","","","","","","","","",""
"665",639,"","e","","","","","","","","","","",""
"666",640,"","e,d","","","","","","","","","","",""
"667",641,"","d","","","","","","","","","","",""
"668",642,"","","","","","","","","","","","",""
"669",643,"","","","","","","","","","","","",""
"670",644,"","","","","","","","","","","","",""
"671",645,"","","","","","","","","","","","",""
"672",646,"","","","","","","","d","","","","",""
"673",647,"","","","","","","","e","e","","","",""
"674",648,"","","","","","d","","","e","","","",""
"675",649,"","","","","e","","","","","","","",""
"676",650,"","","","","e","","","e","","","","",""
"677",651,"","","","","e","","","e","","","","",""
"678",652,"","","","","e","","","","","","","",""
"679",653,"","","","","","","","e","","","","",""
"680",654,"","","","","","","","e","","","","",""
"681",655,"","","","","","","","","","","","",""
"682",656,"","","","","","","","e,d","","","","",""
"683",657,"","","","","","","","e","","","","",""
"684",658,"","","","","","","","","","","","",""
"685",659,"","d","","","","","","","","","","",""
"686",660,"","","","","","","","","","","","",""
"687",661,"","","","","","","","","","","","",""
"688",662,"","","","","","","","","","","","",""
"689",663,"","e,d","","","","","","","","","","",""
"690",664,"","e","","","","","","e","","","","",""
"691",665,"","","","","","","","e","","","","",""
"692",666,"","","","","","","","e","","","","",""
"693",667,"","","","","","","","e","","","","",""
"694",668,"","","","","","","","","","","","",""
"695",669,"","","","","","","","","","d","","",""
"696",670,"","","","","","","","","","","","",""
"697",671,"","","","","","","","","","","","",""
"698",672,"","","","","","","","","","","","",""
"699",673,"","","","","","","","","","","","",""
"700",674,"","","","","","","","","","","","",""
"701",675,"","","","","","","","","","","","",""
"702",676,"","","","","","","","","","","","",""
"703",677,"","","","","","","","","","","","",""
"704",678,"","","","","","","","","e,d","","","",""
"705",679,"","","","","","","","e,d","e","","","",""
"706",680,"","","","","","","","e,d","e","","","",""
"707",681,"","","","e","","","","e","e","","","",""
"708",682,"","","","","","","","e,d","","","","",""
"709",683,"","","","e","","","","e","","","","",""
"710",684,"","","","e","e","","","","","","","",""
"711",685,"","","","e","e","","","","","","","",""
"712",686,"","","","e","e","","","","","","","",""
"713",687,"","","","e","e","","","","","","","",""
"714",688,"","","","","e","","","","","","","",""
"715",689,"","","","","","","","","","","","",""
"716",690,"","","","","","","","","","","","",""
"717",691,"","","","","","","","","","","","",""
"718",692,"","","","","","","","","","","","",""
"719",693,"","","","","d","","","","","","","",""
"720",694,"","","","","","","","","","","","",""
"721",695,"","","","","","","","","","","","",""
"722",696,"","d","","","e","","","","","","","",""
"723",697,"","","","","e","","","","","","","",""
"724",698,"","","","","e","","","","","","","",""
"725",699,"","","","","e","","","d","","","","",""
"726",700,"","","","","d","","","","","","","",""
"727",701,"","","","","","","","","","","","",""
"728",702,"","","","","","","","","","","","",""
"729",703,"","","","","","","","","","","","",""
"730",704,"","","","e","","d","","","","e","","",""
"731",705,"","","","d","","","","e","","","","",""
"732",706,"","","","e","","","","e","","","","",""
"733",707,"","","","e","","","","e","","","","",""
"734",708,"","","","e","","","","e","","","","",""
"735",709,"","","","e","","","","e","","","","",""
"736",710,"","","","e","","","","","","","","",""
"737",711,"","","","e","","","","","","","","",""
"738",712,"","","","e","","","","","","","","",""
"739",713,"","","","e","","","d","","","","","",""
"740",714,"","","","","","","","","","","","",""
"741",715,"","","","","","","","","","","","",""
"742",716,"","","","","","","","","","","","",""
"743",717,"","","","","","","","","","","","",""
"744",718,"","","","","","","","","","","","",""
"745",719,"","","","","","","","","","","","",""
"746",720,"","","","","","d","","","","","","","on"
"747",721,"","","","","","","","","","","","",""
"748",722,"","","","","","","","e,d","","","","",""
"749",723,"","","","","","","","e","","","","",""
"750",724,"","","","","","","","e","","","","",""
"751",725,"","","","","","","","e","","","","",""
"752",726,"","","","","","","","","","","","",""
"753",727,"","","","","","","","","","","","",""
"754",728,"","","","","","","","","","","","",""
"755",729,"","","","","","","","e","","","","",""
"756",730,"","","","","","","","","","","","",""
"757",731,"","","","","","","","","","","","",""
"758",732,"","","","","","","","","","","","",""
"759",733,"","","","","","","","","","","","",""
"760",734,"","","","","","","","","","","","",""
"761",735,"","","","","","","","","","","","",""
"762",736,"","","","","","","","","","","","",""
"763",737,"","","","","","","","","","","","",""
"764",738,"","","","","","","","","","","","",""
"765",739,"","","","","","","","","","","","",""
"766",740,"","","","","","","","","","","","",""
"767",741,"","","","","","","","","","","","",""
"768",742,"","","","","","","","","","","","",""
"769",743,"","","","","","","","","","","","",""
"770",744,"","","","","","","","","","","","",""
"771",745,"","","","","","","","","","","","",""
"772",746,"","","","","","","","","","","","",""
"773",747,"","","","","","","","","","","","",""
"774",748,"","","","","","","","","","","","",""
"775",749,"","","","","","","","","","","","",""
"776",750,"e","","","","","","","","","","","",""
"777",751,"","","","","","","","","","","","",""
"778",752,"","","","","","","","","","","","",""
"779",753,"","","","","","","","","","","","",""
"780",754,"","","","","","","","","","","","",""
"781",755,"","","","","","","","","","","","",""
"782",756,"","","","","","","","","","","","",""
"783",757,"","","","","","","","","","","","",""
"784",758,"","","","","","","","","","","","",""
"785",759,"","","","","","","","","","","","",""
"786",760,"","","","","","","","","","","","",""
"787",761,"","","","","","","","","","","","",""
"788",762,"","","","","","","","","","","","",""
"789",763,"","","","","","","","","","","","",""
"790",764,"","","","","","","","","","","","",""
"791",765,"","","","","","","","","","","","",""
"792",766,"","","","","","","","","","","","",""
"793",767,"","","","","","","","","","","e","",""
"794",768,"","","","","","","","","","","","",""
"795",769,"","","","","","","","","","","","",""
"796",770,"","","","","","","","","","","","",""
"797",771,"","","","","","","","","","","","",""
"798",772,"","","","","","","","","","","","",""
"799",773,"","","","","","","","","","","","",""
"800",774,"","","","","","","","","","","","",""
"801",775,"","","","","","","","","","","","",""
"802",776,"","","","","","","","","","","","",""
"803",777,"","","","","","","","","","","","",""
"804",778,"","","","","","","","","","","","",""
"805",779,"","","","","","","","","","","","",""
"806",780,"","","","","","","","","","","","",""
"807",781,"","","","","","","","","","","","",""
"808",782,"","","","","","","","","","","","",""
"809",783,"","","","","","","","","","","","",""
"810",784,"","","","","e","","","","","","","",""
"811",785,"","","","","e","","","","","","","",""
"812",786,"","","","","","","","","","","","",""
"813",787,"","","","","","","","","","","","",""
"814",788,"","","","","","","","","","","","",""
"815",789,"","","","","","","","","","","","",""
"816",790,"","","","","","","","","","","","",""
"817",791,"","","","","","","","","","","","",""
"818",792,"","","","","","","","","","","","",""
"819",793,"","","","","","","","","","","","",""
"820",794,"","","","","","","","","","","","",""
"821",795,"","","","","","","","","","","","",""
"822",796,"","","","","","","","","","","","",""
"823",797,"","","","","","","","","","","","",""
"824",798,"","","","","","","","","","","","",""
"825",799,"","","","","","","","","","","","",""
"826",800,"","","","","","","","","","","","",""
"827",801,"","","","","","","","","","","","",""
"828",802,"","","","","","","","","","","","",""
"829",803,"","","","","","","","","","","","",""
"830",804,"","","","","","","","","","","","",""
"831",805,"","","","","","","","","","","","",""
"832",806,"","","","","","","","","","","","",""
"833",807,"","e,d","","","","","","","","","","",""
"834",808,"","e","","","","","","","","","","",""
"835",809,"","e","","","","","","","","","","",""
"836",810,"","e","","","","","","","","","","",""
"837",811,"","e","","","","","","","","","","",""
"838",812,"","e","","","","","","","","","","",""
"839",813,"","e","","","","","","","","","","",""
"840",814,"","","","","","","","","","","","",""
"841",815,"","","","","","","","","","","","",""
"842",816,"","","","","","","","","","","","",""
"843",817,"","","","","","d","","","","","","",""
"844",818,"","","","","","","","","","d","","d",""
"845",819,"","","","","","","","","","d","","",""
"846",820,"","","","","","","","","","","","",""
"847",821,"","","","e","","","","","","","","",""
"848",822,"","","","e","","","","","","","","",""
"849",823,"","e","","e","","","","","","","","",""
"850",824,"","e","","e","","","","","","","","",""
"851",825,"","e","","","","","","","","","","",""
"852",826,"","e","","","","","","","","","","",""
"853",827,"","e","","","","","","","","","","",""
"854",828,"","e,d","","","","","","","","","","",""
"855",829,"","","","","","","","","","","","",""
"856",830,"","","","","","","","","","","","",""
"857",831,"","","","","","","","","","","","",""
"858",832,"","","","e","","","","","","","","",""
"859",833,"","","","e","","","","","","","","",""
"860",834,"","e","","e","","","","","","","","",""
"861",835,"","e","","e","","","","","","","","",""
"862",836,"","e","","","","","","","","","","",""
"863",837,"","d","","","","","","","","","","",""
"864",838,"","","","","","","","","","","","",""
"865",839,"","","","","","","","","","","","",""
"866",840,"","","","","","","","","","","","",""
"867",841,"","","","","","","","","","","","",""
"868",842,"","","","","","","","e","","","","",""
"869",843,"","","","","","","","","","","","",""
"870",844,"","","","","","","","","","","","",""
"871",845,"","","","","","","","","","","","",""
"872",846,"","","","","","","","","","","","",""
"873",847,"","","","","","","","","","","","",""
"874",848,"","","","","","","","","","","","",""
"875",849,"","","","","","","","","","","","",""
"876",850,"","","","","","","","","","","","",""
"877",851,"","","","","","","","","","","","",""
"878",852,"e","","","","","","","e","","","","",""
"879",853,"","","","","","","","e","","","","",""
"880",854,"","","","","","","","e","","","","",""
"881",855,"","","","","","","","","","","","",""
"882",856,"","","","","","","","","","","","",""
"883",857,"","","","","","","","","","","","",""
"884",858,"","","","","","","","","","","","",""
"885",859,"","","","","","","","","","","","",""
"886",860,"","","","","","","","","","","","",""
"887",861,"","","","","","","","","","","","",""
"888",862,"","","","","","","","","e","","","",""
"889",863,"","","","","","","","","","","","",""
"890",864,"","","","","","","","","","","","",""
"891",865,"","","","","","","","","","","","",""
"892",866,"","","","","","","","","","","","",""
"893",867,"","","","","","","","","","","","",""
"894",868,"","","","","","","","","","","","",""
"895",869,"","","","","","","","","","","","",""
"896",870,"","","","","","","","","","","","",""
"897",871,"","","","","","","","","","","","",""
"898",872,"","","","","","","","","","","","",""
"899",873,"","","","","","","","","","d","","",""
"900",874,"","","","","","","","","","","","",""
"901",875,"","","","","","","","","","","","",""
"902",876,"","","","","","","","","","","","",""
"903",877,"","","","","","","","","","","","",""
"904",878,"","","","","","","","","","","","",""
"905",879,"","","","","","","","","","","","",""
"906",880,"","","","","","","","","","","","",""
"907",881,"","","","","","","","","","","","",""
"908",882,"","","","","","","","","","","","",""
"909",883,"","","","","","","","","","","","",""
"910",884,"","","","","","","","","","","","",""
"911",885,"","","","","","","","","","","","",""
"912",886,"","","","","","","","","","","","",""
"913",887,"","","","","","","","","","","","",""
"914",888,"","","","","","","","","","","","",""
"915",889,"","","","","","","","","","","","",""
"916",890,"","","","","","","","","","","","",""
"917",891,"","","","","","","","","","","","",""
"918",892,"","","","","","","","","","","","",""
"919",893,"","","","","","","","","","","","",""
"920",894,"","","","","","","","","","","","",""
"921",895,"","","","","","","","","","","","",""
"922",896,"","","","","","","","","","","","",""
"923",897,"","","","","","","","","","","","",""
"924",898,"","","","","","","","","","","","",""
"925",899,"","","","","","","","","","","","",""
"926",900,"","","","","","","","","","","","",""
"927",901,"","","","","","","","","","","","",""
"928",902,"","","","","","","","","","","","",""
"929",903,"","","","","","","","","","","","",""
"930",904,"","","","","","","","","","","","",""
"931",905,"","","","","","","","","","","","",""
"932",906,"","","","","","","","","","","","",""
"933",907,"","","","","","","","","","","","",""
"934",908,"","","","","","","","","","","","",""
"935",909,"","","","","","","","","","","","",""
"936",910,"","","","","","","","","","","","",""
"937",911,"","","","","","","","","","","","",""
"938",912,"","","e","","","","","","","","","",""
"939",913,"","","e","","","","","","","","","",""
"940",914,"","","e","","","","","","","","","",""
"941",915,"","","e","","","","","","","","","",""
"942",916,"","","e","","","","","","","","","",""
"943",917,"","","e","","","","","","","","","",""
"944",918,"","","","","","","","","","","","",""
"945",919,"","","","","","","","","","","","",""
"946",920,"","","","","","","","","","","","",""
"947",921,"","","","","","","","","","","","",""
"948",922,"","","","","","","","","","","","",""
"949",923,"","","","","","","","","","","","",""
"950",924,"","","","","","","","","","","","",""
"951",925,"","","","","","","","","","","","",""
"952",926,"","","","","","","","","","","","",""
"953",927,"","","","","","","","","","","","",""
"954",928,"","","","","","","","","","","","",""
"955",929,"","","","","","","","","","","","",""
"956",930,"","","","","","","","","","","","",""
"957",931,"","","","","","","","","","","","",""
"958",932,"","","","","","","","","","","","",""
"959",933,"","","","","","","","","","","","",""
"960",934,"","","","","","","","","","","","",""
"961",935,"","","","","","","","","","","","",""
"962",936,"","","","","","","","","","","","",""
"963",937,"","","","","","","","","","","","",""
"964",938,"","","","","","","","","","","","",""
"965",939,"","","","","","","","","","","","",""
"966",940,"","","","","","","","","","","","",""
"967",941,"","","","","","","","","","","","",""
"968",942,"","","","","","","","","","","","",""
"969",943,"","","","","","","","","","","","",""
"970",944,"","","","","","","","","","","","",""
"971",945,"","","","","","","","","","","","",""
"972",946,"","","","","","","","","","","","",""
"973",947,"","","","","","","","","","","","",""
"974",948,"","","","","","","","","","","","",""
"975",949,"","","","","","","","","","","","",""
"976",950,"","","","","","","","","","","","",""
"977",951,"","","","","","","","","","","","",""
"978",952,"","","","","","","","","","","","",""
"979",953,"","","","","","","","","","","","",""
"980",954,"","","","","","","","","","","","",""
"981",955,"","","","","","","","","","","","",""
"982",956,"","","","","","","","","","","","",""
"983",957,"","","","","","","","","","","","",""
"984",958,"","","","","","","","","","","","",""
"985",959,"","","","","","","","","","","","",""
"986",960,"","","","","","","","","","","","",""
"987",961,"","","","","","","","","","","","",""
"988",962,"","","","","","","","","","","","",""
"989",963,"","","","","","","","","","","","",""
"990",964,"","","","","","","","","","","","",""
"991",965,"","","","","","","","","","","","",""
"992",966,"","","","","","","","","","","","",""
"993",967,"","","","","","","","","","","","",""
"994",968,"","","","","","","","","","","","",""
"995",969,"","","","","","","","","","","","",""
"996",970,"","","","","","","","","","","","",""
"997",971,"","","","","","","","","","","","",""
"998",972,"","","","","","","","","","","","",""
"999",973,"","","","","","","","","","","","",""
"1000",974,"","","","","","","","","","","","",""
"1001",975,"","","","","","","","","","","","",""
"1002",976,"","","","","","","","","","","","",""
"1003",977,"","","","","","","","","","","","",""
"1004",978,"","","","","","","","","","","","",""
"1005",979,"","","","","","","","","","","","",""
"1006",980,"","","","","","","","","","","","",""
"1007",981,"","","","","","","","","","","","",""
"1008",982,"","","","","","","","","","","","",""
"1009",983,"","","","","","","","","","","","",""
"1010",984,"","","","","","","","","","","","",""
"1011",985,"","","","","","","","","","","","",""
"1012",986,"","","","","","","","","","","","",""
"1013",987,"","","","","","","","","","","","",""
"1014",988,"","","","","","","","","","","","",""
"1015",989,"","","","","","","","","","","","",""
"1016",990,"","","","","","","","","","","","",""
"1017",991,"","","","","","","","","","","","",""
"1018",992,"","","","","","","","","","","","",""
"1019",993,"","","","","","","","","","","","",""
"1020",994,"","","","","","","","","","","","",""
"1021",995,"","","","","","","","","","","","",""
"1022",996,"","","","","","","","","","","","",""
"1023",997,"","","","","","","","","","","","",""
"1024",998,"","","","","","","","","","","","",""
"1025",999,"","","","","","","","","","","","",""
"1026",1000,"","","","","","","","","","","","",""
"1027",1001,"","","","","","","","","","","","",""
"1028",1002,"","","","","","","","","","","","",""
"1029",1003,"","","","","","","","","","","","",""
"1030",1004,"","","","","","","","","","","","",""
"1031",1005,"","","","","","","","","","","","",""
"1032",1006,"","","","","","","","","","","","",""
"1033",1007,"","","","","","","","","","","","",""
"1034",1008,"","","","","","","","","","","","",""
"1035",1009,"","","","","","","","","","","","",""
"1036",1010,"","","","","","","","","","","","",""
"1037",1011,"","","","","","","","","","","","",""
"1038",1012,"","","","","","","","","","","","",""
"1039",1013,"","","","","","","","","","","","",""
"1040",1014,"","","","","","","","","","","","",""
"1041",1015,"","","","","","","","","","","","",""
"1042",1016,"","","","","","","","","","","","",""
"1043",1017,"","","","","","","","","","","","",""
"1044",1018,"","","","","","","","","","","","",""
"1045",1019,"","","","","","","","","","","","",""
"1046",1020,"","","","","","","","","","","","",""
"1047",1021,"","","","","","","","","","","","",""
"1048",1022,"","","","","","","","","","","","",""
"1049",1023,"","","","","","","","","","","","",""
"1050",1024,"","","","","","","","","","","","",""
"1051",1025,"","","","","","","","","","","","",""
"1052",1026,"","","","","","","","","","","","",""
"1053",1027,"","","","","","","","","","","","",""
"1054",1028,"","","","","","","","","","","","",""
"1055",1029,"","","","","","","","","","","","",""
"1056",1030,"","","","","","","","","","","","",""
"1057",1031,"","","","","","","","","","","","",""
"1058",1032,"","","","","","","","","","","","",""
"1059",1033,"","","","","","","","","","","","",""
"1060",1034,"","","","","","","","","","","","",""
"1061",1035,"","","","","","","","","","","","",""
"1062",1036,"","","","","","","","","","","","",""
"1063",1037,"","","","","","","","","","","","",""
"1064",1038,"","","","","","","","","","","","",""
"1065",1039,"","","","","","","","","","","","",""
"1066",1040,"","","","","","","","","","","","",""
"1067",1041,"","","","","","","","","","","","",""
"1068",1042,"","","","","","","","","","","","",""
"1069",1043,"","","","","","","","","","","","",""
"1070",1044,"","","","","","","","","","","","",""
"1071",1045,"","","","","","","","","","","","",""
"1072",1046,"","","","","","","","","","","","",""
"1073",1047,"","","","","","","","","","","","",""
"1074",1048,"","","","","","","","","","","","",""
"1075",1049,"","","","","","","","","","","","",""
"1076",1050,"","","","","","","","","","","","",""
"1077",1051,"","","","","","","","","","","","",""
"1078",1052,"","","","","","","","","","","","",""
"1079",1053,"","","","","","","","","","","","",""
"1080",1054,"","","","","","","","","","","","",""
"1081",1055,"","","","","","","","","","","","",""
"1082",1056,"","","","e","","","","","","","","",""
"1083",1057,"","","","e","","","","","","","","",""
"1084",1058,"","","","","","","","","","","","",""
"1085",1059,"","","","e","","","","","","","","",""
"1086",1060,"","","","e","","","","","","","","",""
"1087",1061,"","","","e","","","","","","","","",""
"1088",1062,"e","","","","","","","","","","","",""
"1089",1063,"","","","","","","","","","","","",""
"1090",1064,"","","","","","","","","","","","",""
"1091",1065,"","","","","","","","","","","","",""
"1092",1066,"","","","","","","","","","","","",""
"1093",1067,"","","","","","","","","","","","",""
"1094",1068,"","","","","","","","","","","","",""
"1095",1069,"","","","","","","","","","","","",""
"1096",1070,"","","","","","","","","","","","",""
"1097",1071,"","","","e","","","","","","","","",""
"1098",1072,"","","","","","","","","","","","",""
"1099",1073,"","","","","","","","","","","","",""
"1100",1074,"","","","","","","","","","","","",""
"1101",1075,"","","","","","","","","","","","",""
"1102",1076,"","","","","","","","","","","","",""
"1103",1077,"","","","","","","","","","","","",""
"1104",1078,"","","","","","","","","","","","",""
"1105",1079,"","","","","","","","","","","","",""
"1106",1080,"","","","","","","","","","","","",""
"1107",1081,"","","","","","","","","","","","",""
"1108",1082,"","","","","","","","","","","","",""
"1109",1083,"","","","","","","","","","","","",""
"1110",1084,"","","","","","","","","","","","",""
"1111",1085,"","","","","","","","","","","","",""
"1112",1086,"","","","","","","","","","","","",""
"1113",1087,"","","","","","","","","","","","",""
"1114",1088,"","","","","","","","","","","","",""
"1115",1089,"","","","","","","","","","","","",""
"1116",1090,"","","","","","","","","","","","",""
"1117",1091,"","e","","","","e","","","","","","",""
"1118",1092,"","e","","","","e","","","","","","",""
"1119",1093,"","","","","","","","","","","","",""
"1120",1094,"","","","","","","","","","","","",""
"1121",1095,"","","","","","","","","","","","",""
"1122",1096,"","","","","","","","","","","","",""
"1123",1097,"","","","","","","","","","","","",""
"1124",1098,"","e","","","","","","","e","","","",""
"1125",1099,"","","","","","","","","","","","",""
"1126",1100,"","","","","","","","","","","","",""
"1127",1101,"","","","","","","","","","","","",""
"1128",1102,"","","","","","","","","","","","",""
"1129",1103,"","","","","","","","","","","","",""
"1130",1104,"","","","","","","","","","","","",""
"1131",1105,"","","","","","","","","","","","",""
"1132",1106,"","","","","","","","","","","","",""
"1133",1107,"","","","","","","","","","","","",""
"1134",1108,"","","","","","","","","","","","",""
"1135",1109,"","","","","","","","","","","","",""
"1136",1110,"","","","","","","","","","","","",""
"1137",1111,"","","","","","","","","","","","",""
"1138",1112,"","","","","","e,d","","","","","","",""
"1139",1113,"","","","","","","","","","","","",""
"1140",1114,"","","","","","","","","","","","",""
"1141",1115,"","","","","","","","","","","","",""
"1142",1116,"","","","","","","","","","","","",""
"1143",1117,"","","","","","","","","","","","",""
"1144",1118,"","","","","","","","","","","","",""
"1145",1119,"","","","","","","","","","","","",""
"1146",1120,"","","","","","","","","","","","",""
"1147",1121,"","","","","","","","","","","","",""
"1148",1122,"","","","","","","","","","","","",""
"1149",1123,"","","","","","","","","","","","",""
"1150",1124,"","","","","","","","","","","","",""
"1151",1125,"","","","","","","","","","","","",""
"1152",1126,"","","","","","","","","","","","",""
"1153",1127,"","","","","","","","","","","","",""
"1154",1128,"","","","","","","","","","","","",""
"1155",1129,"","","","","","","","","","","","",""
"1156",1130,"","","","","","","","","","","","",""
"1157",1131,"","","","","","","","","","","","",""
"1158",1132,"","","","","","","","","","","","",""
"1159",1133,"","","","","","","","","","","","",""
"1160",1134,"","","","","","","","","","","","",""
"1161",1135,"","","","","","","","","","","","",""
"1162",1136,"","","","","","","","","","","","",""
"1163",1137,"","","","","","","","","","","","",""
"1164",1138,"","","","","","","","","","","","",""
"1165",1139,"","","","","","","","","","","","",""
"1166",1140,"","","","","","","","","","","","",""
"1167",1141,"","","","","","","","","","","","",""
"1168",1142,"","","","","","","","","","","","",""
"1169",1143,"","","","","","","","","","","","",""
"1170",1144,"","","","","","","","","","","","",""
"1171",1145,"","","","","","","","","","","","",""
"1172",1146,"","","","","","","","","","","","",""
"1173",1147,"","","","","","","","","","","","",""
"1174",1148,"","","","","","","","","","","","",""
"1175",1149,"","","","","","","","","","","","",""
"1176",1150,"","","","","","","","","","","","",""
"1177",1151,"","","","","","","","","","","","",""
"1178",1152,"","","","","","","","","","","","",""
"1179",1153,"","","","","","","","","","","","",""
"1180",1154,"","","","","","","","","","","","",""
"1181",1155,"","","","","","","","","","","","",""
"1182",1156,"","","","","","","","","","","","",""
"1183",1157,"","","","","","","","","","","","",""
"1184",1158,"","","","","","","","","","","","",""
"1185",1159,"","","","","","","","","","","","",""
"1186",1160,"","","","","","","","","","","","",""
"1187",1161,"","","","","","","","","","","","",""
"1188",1162,"","","","","","","","","","","","",""
"1189",1163,"","","","","","","","","","","","",""
"1190",1164,"","","","","","","","","","","","",""
"1191",1165,"","","","","","","","","","","","",""
"1192",1166,"","","","","","","","","","","","",""
"1193",1167,"","","","","","","e","","","","","",""
"1194",1168,"","","","","","","e","","","","","",""
"1195",1169,"","","","","","","e","","","","","",""
"1196",1170,"","","","","","","e","","","","","",""
"1197",1171,"","","","","","","e","","","","","",""
"1198",1172,"","","","","","","","","","","","",""
"1199",1173,"","","","","e","","","","","","","",""
"1200",1174,"","","","","","","","e","","","","",""
"1201",1175,"","","","","","","e","","","","","",""
"1202",1176,"","","","","","","","","","","","",""
"1203",1177,"","","","","","","","","","","","",""
"1204",1178,"","","","","","","e,d","","","","","",""
"1205",1179,"","","","","","","e","","","","","",""
"1206",1180,"","","","","","","e","e","","","","",""
"1207",1181,"","","","","","","e","e","","","","",""
"1208",1182,"","","","","","","","e","","","","",""
"1209",1183,"","","","","","","","e,d","","","","",""
"1210",1184,"","","","","","","","","","","","",""
"1211",1185,"","","","","","","","","","","","",""
"1212",1186,"","","","","","","","e","","","","",""
"1213",1187,"","","","","","","","e","","","","",""
"1214",1188,"","","","","","","","e","","","","",""
"1215",1189,"","","","","","","","","","","","",""
"1216",1190,"","","","","","","","","","","","",""
"1217",1191,"","","","","","","e,d","","","","","",""
"1218",1192,"","","","","","","e,d","","","","","",""
"1219",1193,"","","","","","","e","","","","","",""
"1220",1194,"","","","","","","e","","","","","",""
"1221",1195,"","","","","","","e","","","","","",""
"1222",1196,"","","","","","","e","","","","","",""
"1223",1197,"","","","","","","","","","","","",""
"1224",1198,"","","","","","","e","","","","","",""
"1225",1199,"","","","","","","","","","","","",""
"1226",1200,"","","","","","","","","","","","",""
"1227",1201,"","","","","","","","","","","","",""
"1228",1202,"","","","","","","","","","","","",""
"1229",1203,"","","","","","","","","","","","",""
"1230",1204,"","","","","","","","","","","","",""
"1231",1205,"","","","","","","","","","","","",""
"1232",1206,"","","","","","","","","","","","",""
"1233",1207,"","","","","","","","","","","","",""
"1234",1208,"","","","","","","","","","","","",""
"1235",1209,"","","","","","","","","","","","",""
"1236",1210,"","","","","","","","","","","","",""
"1237",1211,"","","","","","","","","","","","",""
"1238",1212,"","","","","","","","","","","","",""
"1239",1213,"","","","","","","","","","","","",""
"1240",1214,"","","","","","","","","","","","",""
"1241",1215,"","","","","","","","","","","","",""
"1242",1216,"","","","","","","","","","","","",""
"1243",1217,"","","","","","","","","","","","",""
"1244",1218,"","","","","","","","","","","","",""
"1245",1219,"","","","","","","","","","","","",""
"1246",1220,"","","","","","","","","","","","",""
"1247",1221,"","","","","","","","","","","","",""
"1248",1222,"","","","","","","","","","","","",""
"1249",1223,"","","","","","","","","","","","",""
"1250",1224,"","","","","","","","","","","","",""
"1251",1225,"","","","","","","","","","","","",""
"1252",1226,"","","","","","","","","","","","",""
"1253",1227,"","","","","","","","","","","","",""
"1254",1228,"","","","","","","","","","","","",""
"1255",1229,"","","","","","","","","","","","",""
"1256",1230,"","","","","","","","","","","","",""
"1257",1231,"","","","","","","","","","","","",""
"1258",1232,"","","","","","","","","","","","",""
"1259",1233,"","","","","","","","","","","","",""
"1260",1234,"","","","","","","","","","","","",""
"1261",1235,"","","","","","","","","","","","",""
"1262",1236,"","","","","","","","","","","","",""
"1263",1237,"","","","","","","","","","","","",""
"1264",1238,"","","","","","","","","","","","",""
"1265",1239,"","","","","","","","","","","","",""
"1266",1240,"","","","","","","","","","","","",""
"1267",1241,"","","","","","e","","","","","","",""
"1268",1242,"","","","","","e","","","","","","",""
"1269",1243,"","","","","","e","","","","","","",""
"1270",1244,"","","","","","","","","","","","",""
"1271",1245,"","","","","","","","","","","","",""
"1272",1246,"","","","","","","","","","","","",""
"1273",1247,"","","","","","","","","","","","",""
"1274",1248,"","","","","","","","","","","","",""
"1275",1249,"","","","","","","","","","","","",""
"1276",1250,"","","","","","","","","","","","",""
"1277",1251,"","","","","","","","","","","","",""
"1278",1252,"","","","","","","","","","","","",""
"1279",1253,"","","","","","","","","","","","",""
"1280",1254,"","","","","","","","","","","","",""
"1281",1255,"","","","","","","","","","","","",""
"1282",1256,"","","","","","","","","","","","",""
"1283",1257,"","","","","","","","","","","","",""
"1284",1258,"","","","","","","","","","","","",""
"1285",1259,"e","","","","","","","","","","","",""
"1286",1260,"e","","","","","","","","","","","",""
"1287",1261,"","","","","","","","","","","","",""
"1288",1262,"","","","","","","","","","","","",""
"1289",1263,"","","","","","","","","","","","",""
"1290",1264,"","","","","","","","","","","","",""
"1291",1265,"","","","","","","","","","","","",""
"1292",1266,"e","","","","","","","","","","","",""
"1293",1267,"","","","","","","","","","","","",""
"1294",1268,"","","","","","","","","","","","",""
"1295",1269,"","","","","","","","","","","","",""
"1296",1270,"","","","","","","","","","","","",""
"1297",1271,"","","","","","","","","","","","",""
"1298",1272,"","","","","","","","","","","","",""
"1299",1273,"","","","","","","","","","","","",""
