"realtime","endtime","eating","drinking","cohort","day","mouse"
229,230,0,0,37,1,7
229,230,0,0,37,1,8
229,230,0,0,37,1,9
230,231,0,0,37,1,1
230,231,0,0,37,1,10
230,231,0,0,37,1,11
230,231,0,0,37,1,12
230,231,0,0,37,1,2
230,231,0,0,37,1,3
230,231,0,0,37,1,4
230,231,0,0,37,1,5
230,231,0,0,37,1,6
230,231,0,0,37,1,7
230,231,0,0,37,1,8
230,231,0,0,37,1,9
231,232,0,0,37,1,1
231,232,0,0,37,1,10
231,232,0,0,37,1,11
231,232,0,0,37,1,12
231,232,0,0,37,1,2
231,232,0,0,37,1,3
231,232,0,0,37,1,4
231,232,0,0,37,1,5
231,232,0,0,37,1,6
231,232,0,0,37,1,7
231,232,0,0,37,1,8
231,232,0,0,37,1,9
232,233,0,0,37,1,1
232,233,1,0,37,1,10
232,233,0,0,37,1,11
232,233,0,0,37,1,12
232,233,0,1,37,1,2
232,233,0,0,37,1,3
232,233,0,0,37,1,4
232,233,0,0,37,1,5
232,233,0,0,37,1,6
232,233,0,0,37,1,7
232,233,0,0,37,1,8
232,233,0,0,37,1,9
233,234,0,0,37,1,1
233,234,1,0,37,1,10
233,234,0,0,37,1,11
233,234,0,0,37,1,12
233,234,1,0,37,1,2
233,234,0,0,37,1,3
233,234,0,0,37,1,4
233,234,0,0,37,1,5
233,234,0,0,37,1,6
233,234,0,0,37,1,7
233,234,0,0,37,1,8
233,234,0,1,37,1,9
234,235,0,0,37,1,1
234,235,0,0,37,1,10
234,235,0,0,37,1,11
234,235,0,0,37,1,12
234,235,0,0,37,1,2
234,235,0,0,37,1,3
234,235,0,0,37,1,4
234,235,0,0,37,1,5
234,235,0,0,37,1,6
234,235,0,0,37,1,7
234,235,0,0,37,1,8
234,235,0,1,37,1,9
235,236,0,0,37,1,1
235,236,0,0,37,1,10
235,236,0,0,37,1,11
235,236,0,0,37,1,12
235,236,0,0,37,1,2
235,236,0,0,37,1,3
235,236,0,0,37,1,4
235,236,0,0,37,1,5
235,236,0,0,37,1,6
235,236,0,0,37,1,7
235,236,0,0,37,1,8
235,236,0,0,37,1,9
236,237,0,0,37,1,1
236,237,0,0,37,1,10
236,237,0,0,37,1,11
236,237,0,0,37,1,12
236,237,0,0,37,1,2
236,237,0,0,37,1,3
236,237,0,0,37,1,4
236,237,0,0,37,1,5
236,237,0,0,37,1,6
236,237,0,0,37,1,7
236,237,0,0,37,1,8
236,237,0,0,37,1,9
237,238,0,0,37,1,1
237,238,0,0,37,1,10
237,238,0,0,37,1,11
237,238,0,0,37,1,12
237,238,0,0,37,1,2
237,238,0,0,37,1,3
237,238,0,0,37,1,4
237,238,0,0,37,1,5
237,238,0,0,37,1,6
237,238,0,0,37,1,7
237,238,0,0,37,1,8
237,238,0,0,37,1,9
238,239,0,0,37,1,1
238,239,0,0,37,1,10
238,239,0,0,37,1,11
238,239,0,0,37,1,12
238,239,0,0,37,1,2
238,239,0,0,37,1,3
238,239,0,0,37,1,4
238,239,0,0,37,1,5
238,239,0,0,37,1,6
238,239,0,0,37,1,7
238,239,0,0,37,1,8
238,239,0,0,37,1,9
239,240,0,0,37,1,1
239,240,0,0,37,1,10
239,240,0,0,37,1,11
239,240,0,0,37,1,12
239,240,0,0,37,1,2
239,240,0,0,37,1,3
239,240,0,0,37,1,4
239,240,0,0,37,1,5
239,240,0,0,37,1,6
239,240,0,0,37,1,7
239,240,0,0,37,1,8
239,240,1,0,37,1,9
240,241,0,0,37,1,1
240,241,0,0,37,1,10
240,241,0,0,37,1,11
240,241,0,0,37,1,12
240,241,0,0,37,1,2
240,241,0,0,37,1,3
240,241,0,0,37,1,4
240,241,0,0,37,1,5
240,241,0,0,37,1,6
240,241,0,0,37,1,7
240,241,0,0,37,1,8
240,241,1,0,37,1,9
241,242,0,0,37,1,1
241,242,0,0,37,1,10
241,242,0,0,37,1,11
241,242,0,0,37,1,12
241,242,0,0,37,1,2
241,242,0,0,37,1,3
241,242,0,0,37,1,4
241,242,0,0,37,1,5
241,242,0,0,37,1,6
241,242,0,0,37,1,7
241,242,0,0,37,1,8
241,242,1,0,37,1,9
242,243,0,0,37,1,1
242,243,0,0,37,1,10
242,243,0,0,37,1,11
242,243,0,0,37,1,12
242,243,1,0,37,1,2
242,243,0,0,37,1,3
242,243,1,0,37,1,4
242,243,0,0,37,1,5
242,243,0,0,37,1,6
242,243,0,0,37,1,7
242,243,0,0,37,1,8
242,243,0,0,37,1,9
243,244,0,0,37,1,1
243,244,0,0,37,1,10
243,244,0,0,37,1,11
243,244,0,0,37,1,12
243,244,0,1,37,1,2
243,244,0,0,37,1,3
243,244,1,0,37,1,4
243,244,0,0,37,1,5
243,244,0,0,37,1,6
243,244,0,0,37,1,7
243,244,0,0,37,1,8
243,244,0,0,37,1,9
244,245,1,0,37,1,1
244,245,0,0,37,1,10
244,245,0,0,37,1,11
244,245,0,0,37,1,12
244,245,0,0,37,1,2
244,245,0,0,37,1,3
244,245,0,0,37,1,4
244,245,0,0,37,1,5
244,245,0,0,37,1,6
244,245,0,0,37,1,7
244,245,0,0,37,1,8
244,245,0,0,37,1,9
245,246,0,0,37,1,1
245,246,0,0,37,1,10
245,246,0,0,37,1,11
245,246,0,0,37,1,12
245,246,0,0,37,1,2
245,246,0,0,37,1,3
245,246,0,0,37,1,4
245,246,0,0,37,1,5
245,246,0,0,37,1,6
245,246,0,0,37,1,7
245,246,0,0,37,1,8
245,246,0,0,37,1,9
246,247,0,0,37,1,1
246,247,0,0,37,1,10
246,247,0,0,37,1,11
246,247,0,0,37,1,12
246,247,0,1,37,1,2
246,247,0,0,37,1,3
246,247,0,0,37,1,4
246,247,0,0,37,1,5
246,247,0,0,37,1,6
246,247,0,0,37,1,7
246,247,0,0,37,1,8
246,247,0,0,37,1,9
247,248,0,0,37,1,1
247,248,0,0,37,1,10
247,248,0,0,37,1,11
247,248,0,0,37,1,12
247,248,0,0,37,1,2
247,248,0,0,37,1,3
247,248,0,0,37,1,4
247,248,0,0,37,1,5
247,248,0,0,37,1,6
247,248,0,0,37,1,7
247,248,0,0,37,1,8
247,248,0,0,37,1,9
248,249,0,0,37,1,1
248,249,0,0,37,1,10
248,249,0,0,37,1,11
248,249,0,0,37,1,12
248,249,1,0,37,1,2
248,249,0,0,37,1,3
248,249,0,0,37,1,4
248,249,0,0,37,1,5
248,249,0,0,37,1,6
248,249,0,0,37,1,7
248,249,0,0,37,1,8
248,249,0,0,37,1,9
249,250,0,0,37,1,1
249,250,0,0,37,1,10
249,250,0,0,37,1,11
249,250,0,0,37,1,12
249,250,1,0,37,1,2
249,250,0,0,37,1,3
249,250,0,0,37,1,4
249,250,0,0,37,1,5
249,250,0,0,37,1,6
249,250,0,0,37,1,7
249,250,0,0,37,1,8
249,250,0,0,37,1,9
250,251,0,0,37,1,1
250,251,0,0,37,1,10
250,251,0,0,37,1,11
250,251,0,0,37,1,12
250,251,0,0,37,1,2
250,251,0,0,37,1,3
250,251,0,0,37,1,4
250,251,0,0,37,1,5
250,251,0,0,37,1,6
250,251,0,0,37,1,7
250,251,0,0,37,1,8
250,251,0,0,37,1,9
251,252,0,0,37,1,1
251,252,1,0,37,1,10
251,252,0,0,37,1,11
251,252,0,0,37,1,12
251,252,1,0,37,1,2
251,252,0,0,37,1,3
251,252,1,0,37,1,4
251,252,0,0,37,1,5
251,252,0,0,37,1,6
251,252,0,0,37,1,7
251,252,0,0,37,1,8
251,252,0,0,37,1,9
252,253,0,0,37,1,1
252,253,0,0,37,1,10
252,253,0,0,37,1,11
252,253,0,0,37,1,12
252,253,1,0,37,1,2
252,253,0,0,37,1,3
252,253,0,0,37,1,4
252,253,0,0,37,1,5
252,253,0,0,37,1,6
252,253,0,0,37,1,7
252,253,0,0,37,1,8
252,253,0,0,37,1,9
253,254,0,0,37,1,1
253,254,0,0,37,1,10
253,254,0,0,37,1,11
253,254,0,0,37,1,12
253,254,0,1,37,1,2
253,254,0,0,37,1,3
253,254,0,0,37,1,4
253,254,0,0,37,1,5
253,254,0,0,37,1,6
253,254,0,0,37,1,7
253,254,0,0,37,1,8
253,254,0,0,37,1,9
254,255,0,0,37,1,1
254,255,0,0,37,1,10
254,255,0,0,37,1,11
254,255,0,0,37,1,12
254,255,0,0,37,1,2
254,255,0,0,37,1,3
254,255,0,0,37,1,4
254,255,0,0,37,1,5
254,255,0,0,37,1,6
254,255,0,0,37,1,7
254,255,0,0,37,1,8
254,255,0,0,37,1,9
255,256,0,0,37,1,1
255,256,0,0,37,1,10
255,256,0,0,37,1,11
255,256,0,0,37,1,12
255,256,0,0,37,1,2
255,256,0,0,37,1,3
255,256,0,0,37,1,4
255,256,0,0,37,1,5
255,256,0,0,37,1,6
255,256,0,0,37,1,7
255,256,0,0,37,1,8
255,256,0,0,37,1,9
256,257,0,0,37,1,1
256,257,0,0,37,1,10
256,257,0,0,37,1,11
256,257,0,0,37,1,12
256,257,0,0,37,1,2
256,257,0,0,37,1,3
256,257,0,0,37,1,4
256,257,0,0,37,1,5
256,257,0,0,37,1,6
256,257,0,0,37,1,7
256,257,0,0,37,1,8
256,257,0,0,37,1,9
257,258,0,0,37,1,1
257,258,0,0,37,1,10
257,258,0,0,37,1,11
257,258,0,0,37,1,12
257,258,0,0,37,1,2
257,258,0,0,37,1,3
257,258,0,0,37,1,4
257,258,1,0,37,1,5
257,258,0,0,37,1,6
257,258,0,1,37,1,7
257,258,0,0,37,1,8
257,258,0,0,37,1,9
258,259,0,0,37,1,1
258,259,0,0,37,1,10
258,259,0,0,37,1,11
258,259,0,0,37,1,12
258,259,0,0,37,1,2
258,259,0,0,37,1,3
258,259,0,0,37,1,4
258,259,1,0,37,1,5
258,259,0,0,37,1,6
258,259,0,0,37,1,7
258,259,0,0,37,1,8
258,259,0,0,37,1,9
259,260,0,0,37,1,1
259,260,0,0,37,1,10
259,260,0,0,37,1,11
259,260,0,0,37,1,12
259,260,1,0,37,1,2
259,260,0,0,37,1,3
259,260,0,0,37,1,4
259,260,0,0,37,1,5
259,260,0,0,37,1,6
259,260,0,0,37,1,7
259,260,0,0,37,1,8
259,260,0,0,37,1,9
260,261,0,0,37,1,1
260,261,0,0,37,1,10
260,261,1,0,37,1,11
260,261,0,0,37,1,12
260,261,0,0,37,1,2
260,261,0,0,37,1,3
260,261,0,0,37,1,4
260,261,0,1,37,1,5
260,261,0,0,37,1,6
260,261,0,0,37,1,7
260,261,0,0,37,1,8
260,261,0,0,37,1,9
261,262,1,0,37,1,1
261,262,0,0,37,1,10
261,262,0,0,37,1,11
261,262,0,0,37,1,12
261,262,0,0,37,1,2
261,262,0,0,37,1,3
261,262,0,0,37,1,4
261,262,0,0,37,1,5
261,262,0,0,37,1,6
261,262,1,0,37,1,7
261,262,0,0,37,1,8
261,262,0,0,37,1,9
262,263,1,0,37,1,1
262,263,0,0,37,1,10
262,263,0,0,37,1,11
262,263,0,0,37,1,12
262,263,0,0,37,1,2
262,263,0,0,37,1,3
262,263,0,0,37,1,4
262,263,0,0,37,1,5
262,263,0,0,37,1,6
262,263,0,0,37,1,7
262,263,0,0,37,1,8
262,263,0,0,37,1,9
263,264,0,0,37,1,1
263,264,0,0,37,1,10
263,264,0,0,37,1,11
263,264,0,0,37,1,12
263,264,0,1,37,1,2
263,264,0,0,37,1,3
263,264,0,0,37,1,4
263,264,0,0,37,1,5
263,264,0,0,37,1,6
263,264,0,0,37,1,7
263,264,0,0,37,1,8
263,264,0,0,37,1,9
264,265,0,0,37,1,1
264,265,0,0,37,1,10
264,265,0,0,37,1,11
264,265,0,0,37,1,12
264,265,0,0,37,1,2
264,265,0,0,37,1,3
264,265,0,0,37,1,4
264,265,0,0,37,1,5
264,265,0,0,37,1,6
264,265,0,0,37,1,7
264,265,0,0,37,1,8
264,265,0,0,37,1,9
265,266,0,0,37,1,1
265,266,0,0,37,1,10
265,266,0,0,37,1,11
265,266,0,0,37,1,12
265,266,0,0,37,1,2
265,266,0,0,37,1,3
265,266,0,0,37,1,4
265,266,0,0,37,1,5
265,266,0,0,37,1,6
265,266,0,0,37,1,7
265,266,0,0,37,1,8
265,266,0,0,37,1,9
266,267,0,0,37,1,1
266,267,0,0,37,1,10
266,267,0,0,37,1,11
266,267,0,0,37,1,12
266,267,0,0,37,1,2
266,267,0,0,37,1,3
266,267,1,0,37,1,4
266,267,0,0,37,1,5
266,267,0,0,37,1,6
266,267,0,0,37,1,7
266,267,1,0,37,1,8
266,267,0,0,37,1,9
267,268,0,0,37,1,1
267,268,0,0,37,1,10
267,268,0,0,37,1,11
267,268,0,0,37,1,12
267,268,0,0,37,1,2
267,268,0,0,37,1,3
267,268,0,0,37,1,4
267,268,0,0,37,1,5
267,268,0,0,37,1,6
267,268,0,0,37,1,7
267,268,1,0,37,1,8
267,268,0,0,37,1,9
268,269,0,0,37,1,1
268,269,0,0,37,1,10
268,269,0,0,37,1,11
268,269,0,0,37,1,12
268,269,0,0,37,1,2
268,269,0,0,37,1,3
268,269,0,0,37,1,4
268,269,0,0,37,1,5
268,269,0,0,37,1,6
268,269,0,0,37,1,7
268,269,1,0,37,1,8
268,269,0,0,37,1,9
269,270,0,0,37,1,1
269,270,0,0,37,1,10
269,270,0,0,37,1,11
269,270,0,0,37,1,12
269,270,0,0,37,1,2
269,270,0,0,37,1,3
269,270,0,0,37,1,4
269,270,0,0,37,1,5
269,270,0,0,37,1,6
269,270,0,0,37,1,7
269,270,1,0,37,1,8
269,270,0,0,37,1,9
270,271,0,0,37,1,1
270,271,0,0,37,1,10
270,271,0,0,37,1,11
270,271,0,0,37,1,12
270,271,0,0,37,1,2
270,271,0,0,37,1,3
270,271,0,0,37,1,4
270,271,0,0,37,1,5
270,271,0,0,37,1,6
270,271,0,0,37,1,7
270,271,0,0,37,1,8
270,271,1,0,37,1,9
271,272,0,0,37,1,1
271,272,0,0,37,1,10
271,272,0,0,37,1,11
271,272,0,0,37,1,12
271,272,1,0,37,1,2
271,272,0,0,37,1,3
271,272,0,0,37,1,4
271,272,1,0,37,1,5
271,272,0,0,37,1,6
271,272,0,0,37,1,7
271,272,0,0,37,1,8
271,272,1,0,37,1,9
272,273,0,0,37,1,1
272,273,0,0,37,1,10
272,273,0,0,37,1,11
272,273,0,0,37,1,12
272,273,0,0,37,1,2
272,273,0,1,37,1,3
272,273,0,0,37,1,4
272,273,1,0,37,1,5
272,273,0,0,37,1,6
272,273,0,0,37,1,7
272,273,0,0,37,1,8
272,273,0,0,37,1,9
273,274,0,0,37,1,1
273,274,0,0,37,1,10
273,274,0,0,37,1,11
273,274,0,0,37,1,12
273,274,0,0,37,1,2
273,274,0,0,37,1,3
273,274,0,0,37,1,4
273,274,0,0,37,1,5
273,274,0,0,37,1,6
273,274,0,1,37,1,7
273,274,0,0,37,1,8
273,274,0,0,37,1,9
274,275,0,0,37,1,1
274,275,0,0,37,1,10
274,275,0,0,37,1,11
274,275,0,0,37,1,12
274,275,0,0,37,1,2
274,275,0,0,37,1,3
274,275,0,0,37,1,4
274,275,0,0,37,1,5
274,275,0,0,37,1,6
274,275,0,1,37,1,7
274,275,0,0,37,1,8
274,275,0,0,37,1,9
275,276,0,0,37,1,1
275,276,0,0,37,1,10
275,276,0,0,37,1,11
275,276,0,0,37,1,12
275,276,0,0,37,1,2
275,276,0,0,37,1,3
275,276,0,0,37,1,4
275,276,0,0,37,1,5
275,276,0,0,37,1,6
275,276,0,0,37,1,7
275,276,0,0,37,1,8
275,276,0,0,37,1,9
276,277,0,0,37,1,1
276,277,0,0,37,1,10
276,277,0,0,37,1,11
276,277,0,0,37,1,12
276,277,0,1,37,1,2
276,277,0,0,37,1,3
276,277,1,0,37,1,4
276,277,0,0,37,1,5
276,277,0,0,37,1,6
276,277,0,0,37,1,7
276,277,0,0,37,1,8
276,277,0,0,37,1,9
277,278,0,0,37,1,1
277,278,0,0,37,1,10
277,278,0,0,37,1,11
277,278,0,0,37,1,12
277,278,0,0,37,1,2
277,278,0,0,37,1,3
277,278,0,0,37,1,4
277,278,0,0,37,1,5
277,278,0,0,37,1,6
277,278,0,0,37,1,7
277,278,0,0,37,1,8
277,278,0,0,37,1,9
278,279,0,0,37,1,1
278,279,0,0,37,1,10
278,279,0,0,37,1,11
278,279,0,0,37,1,12
278,279,0,0,37,1,2
278,279,0,0,37,1,3
278,279,1,0,37,1,4
278,279,0,0,37,1,5
278,279,0,0,37,1,6
278,279,0,0,37,1,7
278,279,0,0,37,1,8
278,279,0,0,37,1,9
279,280,0,0,37,1,1
279,280,0,0,37,1,10
279,280,0,0,37,1,11
279,280,0,0,37,1,12
279,280,0,0,37,1,2
279,280,0,0,37,1,3
279,280,0,0,37,1,4
279,280,0,0,37,1,5
279,280,0,0,37,1,6
279,280,0,0,37,1,7
279,280,0,0,37,1,8
279,280,0,0,37,1,9
280,281,0,0,37,1,1
280,281,0,0,37,1,10
280,281,0,0,37,1,11
280,281,0,0,37,1,12
280,281,0,0,37,1,2
280,281,0,0,37,1,3
280,281,0,0,37,1,4
280,281,0,0,37,1,5
280,281,0,0,37,1,6
280,281,0,0,37,1,7
280,281,0,0,37,1,8
280,281,1,0,37,1,9
281,282,0,0,37,1,1
281,282,0,0,37,1,10
281,282,0,0,37,1,11
281,282,0,0,37,1,12
281,282,0,0,37,1,2
281,282,0,0,37,1,3
281,282,0,0,37,1,4
281,282,0,0,37,1,5
281,282,0,0,37,1,6
281,282,0,0,37,1,7
281,282,0,0,37,1,8
281,282,0,0,37,1,9
282,283,0,0,37,1,1
282,283,0,0,37,1,10
282,283,0,0,37,1,11
282,283,0,0,37,1,12
282,283,0,0,37,1,2
282,283,0,0,37,1,3
282,283,0,0,37,1,4
282,283,0,0,37,1,5
282,283,0,0,37,1,6
282,283,0,0,37,1,7
282,283,0,0,37,1,8
282,283,0,0,37,1,9
283,284,0,0,37,1,1
283,284,0,0,37,1,10
283,284,0,0,37,1,11
283,284,0,0,37,1,12
283,284,1,0,37,1,2
283,284,0,0,37,1,3
283,284,0,0,37,1,4
283,284,0,0,37,1,5
283,284,0,0,37,1,6
283,284,0,0,37,1,7
283,284,0,0,37,1,8
283,284,0,0,37,1,9
284,285,0,0,37,1,1
284,285,0,0,37,1,10
284,285,0,0,37,1,11
284,285,0,0,37,1,12
284,285,0,1,37,1,2
284,285,0,0,37,1,3
284,285,0,0,37,1,4
284,285,0,0,37,1,5
284,285,0,0,37,1,6
284,285,0,0,37,1,7
284,285,0,0,37,1,8
284,285,0,0,37,1,9
285,286,0,0,37,1,1
285,286,0,0,37,1,10
285,286,0,0,37,1,11
285,286,0,0,37,1,12
285,286,0,0,37,1,2
285,286,0,0,37,1,3
285,286,0,0,37,1,4
285,286,0,0,37,1,5
285,286,0,0,37,1,6
285,286,0,0,37,1,7
285,286,0,0,37,1,8
285,286,0,0,37,1,9
286,287,0,0,37,1,1
286,287,0,0,37,1,10
286,287,0,0,37,1,11
286,287,0,0,37,1,12
286,287,1,0,37,1,2
286,287,0,0,37,1,3
286,287,0,0,37,1,4
286,287,0,0,37,1,5
286,287,0,0,37,1,6
286,287,0,0,37,1,7
286,287,0,0,37,1,8
286,287,0,0,37,1,9
287,288,0,0,37,1,1
287,288,0,0,37,1,10
287,288,1,0,37,1,11
287,288,0,0,37,1,12
287,288,0,0,37,1,2
287,288,0,0,37,1,3
287,288,0,0,37,1,4
287,288,0,0,37,1,5
287,288,0,0,37,1,6
287,288,0,0,37,1,7
287,288,0,0,37,1,8
287,288,0,0,37,1,9
288,289,0,0,37,1,1
288,289,0,0,37,1,10
288,289,1,0,37,1,11
288,289,0,0,37,1,12
288,289,0,0,37,1,2
288,289,0,0,37,1,3
288,289,0,0,37,1,4
288,289,0,0,37,1,5
288,289,0,0,37,1,6
288,289,0,0,37,1,7
288,289,0,0,37,1,8
288,289,0,0,37,1,9
289,290,0,0,37,1,1
289,290,1,0,37,1,10
289,290,0,0,37,1,11
289,290,0,0,37,1,12
289,290,0,0,37,1,2
289,290,0,0,37,1,3
289,290,0,0,37,1,4
289,290,0,0,37,1,5
289,290,0,0,37,1,6
289,290,0,0,37,1,7
289,290,0,0,37,1,8
289,290,0,0,37,1,9
290,291,0,0,37,1,1
290,291,1,0,37,1,10
290,291,0,0,37,1,11
290,291,0,0,37,1,12
290,291,0,0,37,1,2
290,291,0,0,37,1,3
290,291,0,0,37,1,4
290,291,0,0,37,1,5
290,291,0,0,37,1,6
290,291,0,0,37,1,7
290,291,0,0,37,1,8
290,291,0,0,37,1,9
291,292,0,0,37,1,1
291,292,1,0,37,1,10
291,292,0,0,37,1,11
291,292,0,0,37,1,12
291,292,1,0,37,1,2
291,292,0,0,37,1,3
291,292,0,0,37,1,4
291,292,0,0,37,1,5
291,292,0,0,37,1,6
291,292,0,0,37,1,7
291,292,0,0,37,1,8
291,292,1,0,37,1,9
292,293,0,0,37,1,1
292,293,1,0,37,1,10
292,293,0,0,37,1,11
292,293,0,0,37,1,12
292,293,1,1,37,1,2
292,293,1,0,37,1,3
292,293,0,0,37,1,4
292,293,0,0,37,1,5
292,293,0,0,37,1,6
292,293,0,0,37,1,7
292,293,0,0,37,1,8
292,293,2,0,37,1,9
293,294,0,0,37,1,1
293,294,1,0,37,1,10
293,294,0,0,37,1,11
293,294,0,0,37,1,12
293,294,1,0,37,1,2
293,294,1,0,37,1,3
293,294,0,0,37,1,4
293,294,0,0,37,1,5
293,294,0,0,37,1,6
293,294,0,0,37,1,7
293,294,0,0,37,1,8
293,294,0,0,37,1,9
294,295,1,0,37,1,1
294,295,0,0,37,1,10
294,295,0,0,37,1,11
294,295,0,0,37,1,12
294,295,1,0,37,1,2
294,295,1,0,37,1,3
294,295,0,1,37,1,4
294,295,0,0,37,1,5
294,295,0,0,37,1,6
294,295,0,0,37,1,7
294,295,0,0,37,1,8
294,295,0,0,37,1,9
295,296,0,0,37,1,1
295,296,0,0,37,1,10
295,296,0,0,37,1,11
295,296,0,0,37,1,12
295,296,1,0,37,1,2
295,296,0,0,37,1,3
295,296,1,0,37,1,4
295,296,0,0,37,1,5
295,296,0,0,37,1,6
295,296,0,0,37,1,7
295,296,0,0,37,1,8
295,296,0,0,37,1,9
296,297,0,0,37,1,1
296,297,0,0,37,1,10
296,297,0,0,37,1,11
296,297,0,0,37,1,12
296,297,0,0,37,1,2
296,297,0,0,37,1,3
296,297,0,0,37,1,4
296,297,0,0,37,1,5
296,297,0,0,37,1,6
296,297,0,0,37,1,7
296,297,0,0,37,1,8
296,297,0,0,37,1,9
297,298,0,0,37,1,1
297,298,0,0,37,1,10
297,298,0,0,37,1,11
297,298,0,0,37,1,12
297,298,0,0,37,1,2
297,298,0,0,37,1,3
297,298,0,0,37,1,4
297,298,0,0,37,1,5
297,298,0,0,37,1,6
297,298,0,0,37,1,7
297,298,0,0,37,1,8
297,298,0,0,37,1,9
298,299,0,0,37,1,1
298,299,0,0,37,1,10
298,299,0,0,37,1,11
298,299,0,0,37,1,12
298,299,0,0,37,1,2
298,299,0,0,37,1,3
298,299,0,0,37,1,4
298,299,0,0,37,1,5
298,299,0,0,37,1,6
298,299,0,0,37,1,7
298,299,0,0,37,1,8
298,299,0,0,37,1,9
299,300,0,0,37,1,1
299,300,0,0,37,1,10
299,300,0,0,37,1,11
299,300,0,0,37,1,12
299,300,0,0,37,1,2
299,300,1,0,37,1,3
299,300,0,0,37,1,4
299,300,0,0,37,1,5
299,300,0,0,37,1,6
299,300,0,0,37,1,7
299,300,0,0,37,1,8
299,300,0,0,37,1,9
300,301,0,0,37,1,1
300,301,0,0,37,1,10
300,301,0,0,37,1,11
300,301,0,0,37,1,12
300,301,0,0,37,1,2
300,301,1,0,37,1,3
300,301,1,0,37,1,4
300,301,0,0,37,1,5
300,301,0,0,37,1,6
300,301,0,0,37,1,7
300,301,0,0,37,1,8
300,301,0,0,37,1,9
301,302,0,0,37,1,1
301,302,0,0,37,1,10
301,302,0,0,37,1,11
301,302,0,0,37,1,12
301,302,0,0,37,1,2
301,302,1,0,37,1,3
301,302,0,0,37,1,4
301,302,0,0,37,1,5
301,302,0,0,37,1,6
301,302,0,0,37,1,7
301,302,1,0,37,1,8
301,302,0,0,37,1,9
302,303,0,0,37,1,1
302,303,0,0,37,1,10
302,303,0,0,37,1,11
302,303,0,0,37,1,12
302,303,1,0,37,1,2
302,303,0,0,37,1,3
302,303,0,0,37,1,4
302,303,0,0,37,1,5
302,303,0,0,37,1,6
302,303,0,0,37,1,7
302,303,1,0,37,1,8
302,303,0,0,37,1,9
303,304,0,0,37,1,1
303,304,0,0,37,1,10
303,304,0,0,37,1,11
303,304,0,0,37,1,12
303,304,0,0,37,1,2
303,304,0,0,37,1,3
303,304,0,0,37,1,4
303,304,0,0,37,1,5
303,304,0,0,37,1,6
303,304,0,0,37,1,7
303,304,0,0,37,1,8
303,304,1,0,37,1,9
304,305,0,0,37,1,1
304,305,0,0,37,1,10
304,305,0,0,37,1,11
304,305,0,0,37,1,12
304,305,0,0,37,1,2
304,305,0,0,37,1,3
304,305,0,0,37,1,4
304,305,0,0,37,1,5
304,305,0,0,37,1,6
304,305,0,0,37,1,7
304,305,0,0,37,1,8
304,305,0,0,37,1,9
305,306,0,0,37,1,1
305,306,0,0,37,1,10
305,306,0,0,37,1,11
305,306,0,0,37,1,12
305,306,0,0,37,1,2
305,306,0,0,37,1,3
305,306,0,0,37,1,4
305,306,0,0,37,1,5
305,306,0,0,37,1,6
305,306,0,0,37,1,7
305,306,0,0,37,1,8
305,306,1,0,37,1,9
306,307,0,0,37,1,1
306,307,0,0,37,1,10
306,307,0,0,37,1,11
306,307,0,0,37,1,12
306,307,0,0,37,1,2
306,307,0,0,37,1,3
306,307,0,0,37,1,4
306,307,0,0,37,1,5
306,307,0,0,37,1,6
306,307,0,0,37,1,7
306,307,0,0,37,1,8
306,307,1,0,37,1,9
307,308,0,0,37,1,1
307,308,0,0,37,1,10
307,308,0,0,37,1,11
307,308,0,0,37,1,12
307,308,0,1,37,1,2
307,308,0,0,37,1,3
307,308,0,0,37,1,4
307,308,0,0,37,1,5
307,308,0,0,37,1,6
307,308,0,0,37,1,7
307,308,0,0,37,1,8
307,308,0,0,37,1,9
308,309,0,0,37,1,1
308,309,0,0,37,1,10
308,309,0,0,37,1,11
308,309,0,0,37,1,12
308,309,0,1,37,1,2
308,309,0,0,37,1,3
308,309,0,0,37,1,4
308,309,0,0,37,1,5
308,309,0,0,37,1,6
308,309,0,0,37,1,7
308,309,0,0,37,1,8
308,309,0,0,37,1,9
309,310,0,0,37,1,1
309,310,0,0,37,1,10
309,310,0,0,37,1,11
309,310,0,0,37,1,12
309,310,0,0,37,1,2
309,310,0,0,37,1,3
309,310,0,0,37,1,4
309,310,0,0,37,1,5
309,310,0,0,37,1,6
309,310,0,0,37,1,7
309,310,0,0,37,1,8
309,310,0,0,37,1,9
310,311,0,0,37,1,1
310,311,0,0,37,1,10
310,311,0,0,37,1,11
310,311,0,0,37,1,12
310,311,0,0,37,1,2
310,311,0,0,37,1,3
310,311,0,0,37,1,4
310,311,0,0,37,1,5
310,311,0,0,37,1,6
310,311,0,0,37,1,7
310,311,0,0,37,1,8
310,311,0,0,37,1,9
311,312,0,0,37,1,1
311,312,0,0,37,1,10
311,312,0,0,37,1,11
311,312,0,0,37,1,12
311,312,0,0,37,1,2
311,312,0,0,37,1,3
311,312,0,0,37,1,4
311,312,0,0,37,1,5
311,312,0,0,37,1,6
311,312,0,0,37,1,7
311,312,0,0,37,1,8
311,312,0,0,37,1,9
312,313,0,0,37,1,1
312,313,0,0,37,1,10
312,313,0,0,37,1,11
312,313,0,0,37,1,12
312,313,0,0,37,1,2
312,313,0,0,37,1,3
312,313,0,0,37,1,4
312,313,0,0,37,1,5
312,313,0,0,37,1,6
312,313,0,0,37,1,7
312,313,0,0,37,1,8
