Timestamp,Actor,Behavior,Recipient,Location,Observer,Comment,Outside assigned observation time
11/29/2016 12:03:43,Start,Start,Start,Start,WL,,
11/29/2016 12:06:13,"8, 11",Fighting,"8, 11",LR,WL,,
11/29/2016 12:07:46,"8, 11",Fighting,"8, 11",LL,WL,,
11/29/2016 12:08:00,8,Fighting,7,LL,WL,,
11/29/2016 12:16:11,2,Fighting,6,ML,WL,,
11/29/2016 12:16:33,2,Fighting,10,ML,WL,,
11/29/2016 12:17:14,2,Fighting,11,MR,WL,,
11/29/2016 12:19:43,2,Fighting,12,LR,WL,,
11/29/2016 12:20:00,2,Chasing,8,LL,WL,8 showed subordinate,
11/29/2016 12:20:40,2,Fighting,6,LR,WL,,
11/29/2016 12:20:54,2,Chasing,6,LL,WL,,
11/29/2016 12:22:02,2,Fighting,12,LR,WL,2 is actively searching for victims,
11/29/2016 12:22:12,2,Fighting,12,LR,WL,,
11/29/2016 12:23:42,2,"Fighting, Chasing",8,LL,WL,,
11/29/2016 12:23:56,2,Fighting,9,LR,WL,,
11/29/2016 12:24:25,2,"Chasing, Mounting",4,LR,WL,,
11/29/2016 12:25:09,2,Fighting,1,LL,WL,,
11/29/2016 12:26:13,2,"Chasing, Mounting",4,LL,WL,Aggressive grooming too,
11/29/2016 12:26:58,2,Fighting,12,ML,WL,,
11/29/2016 12:27:36,2,"Fighting, Mounting",3,ML,WL,,
11/29/2016 12:28:07,2,Fighting,6,ML,WL,2 attqcked despite 6's suv. Pose,
11/29/2016 12:28:33,2,Fighting,12,UL,WL,,
11/29/2016 12:29:50,2,Fighting,9,UL,WL,,
11/29/2016 12:31:50,11,Fighting,4,UR,WL,,
11/29/2016 12:40:32,11,Subordinate,12,UL,WL,Agg. Sniffing,
11/29/2016 12:41:17,4,Fighting,10,NB5,WL,,
11/29/2016 12:51:33,2,Fighting,10,NB3,WL,This group is more of explorers than aggressors on the first day.,
11/29/2016 12:51:47,2,Fighting,1,NB3,WL,,
11/29/2016 12:55:38,2,Fighting,1,NB4,WL,,
11/29/2016 12:56:55,2,Fighting,12,NB4,WL,,
11/29/2016 12:57:04,2,Fighting,10,NB4,WL,,
11/29/2016 12:58:54,2,Fighting,9,NB4,WL,,
11/29/2016 12:59:00,End,End,End,End,WL,,
11/29/2016 13:00:00,Start,Start,Start,Start,WL,,
11/29/2016 13:00:45,2,Fighting,12,NB5,WL,,
11/29/2016 13:01:17,4,Subordinate,8,UR,WL,,
11/29/2016 13:02:21,2,Fighting,9,NB5,WL,,
11/29/2016 13:02:29,2,Subordinate,12,NB5,WL,,
11/29/2016 13:03:55,2,Fighting,9,NB1,WL,,
11/29/2016 13:04:06,2,Fighting,9,NB4,WL,,
11/29/2016 13:04:29,2,Subordinate,9,NB3,WL,,
11/29/2016 13:06:34,4,Subordinate,9,MR,WL,,
11/29/2016 13:08:07,2,Fighting,6,NB5,WL,,
11/29/2016 13:11:34,11,"Fighting, Mounting",12,UR,WL,,
11/29/2016 13:12:07,2,Induce-flee,8,NB2,WL,,
11/29/2016 13:13:07,12,Chasing,4,LL,WL,4 showed sub too. Huh,
11/29/2016 13:15:21,4,Chasing,3,LR,WL,,
11/29/2016 13:16:30,3,Subordinate,1,MR,WL,,
