Timestamp,Actor,Behavior,Recipient,Location,Observer,Comment,Outside assigned observation time
4/24/2016 14:30:03,Start,Start,Start,Start,BN,,
4/24/2016 14:33:55,"10, 12",Fighting,"10, 12",LR,BN,,
4/24/2016 14:40:44,"2, 7",Subordinate,"2, 7",LL,BN,They were sniffing aggressively and raising their front paws and standing off,
4/24/2016 14:41:19,4,Fighting,12,LL,BN,,
4/24/2016 14:41:45,4,Fighting,10,LL,BN,,
4/24/2016 14:44:34,4,Fighting,11,NB3,BN,,
4/24/2016 14:49:37,10,Fighting,12,MR,BN,,
4/24/2016 14:56:01,10,Fighting,1,MR,BN,,
4/24/2016 14:57:31,10,Fighting,6,LR,BN,,
4/24/2016 15:00:53,4,Fighting,"7, 9",NB5,BN,,
4/24/2016 15:01:46,4,Fighting,8,NB3,BN,,
4/24/2016 15:10:12,10,Fighting,12,LR,BN,,
4/24/2016 15:15:26,10,"Fighting, Mounting",6,UR,BN,,
4/24/2016 15:15:30,End,End,End,End,BN,,
4/24/2016 15:33:00,Start,Start,Start,Start,BN,,
4/24/2016 15:33:30,10,"Fighting, Chasing",2,NB1,BN,,
4/24/2016 15:43:49,10,Fighting,6,MR,BN,,
4/24/2016 15:56:43,4,Fighting,"9, 12",LR,BN,,
4/24/2016 15:57:11,4,Fighting,"1, 12",LR,BN,,
4/24/2016 15:57:21,4,Fighting,12,LL,BN,,
4/24/2016 15:59:22,10,Mounting,8,LR,BN,,
4/24/2016 16:11:49,10,Mounting,4,UL,BN,,
4/24/2016 16:13:04,"4, 10",Fighting,"4, 10",UL,BN,,
4/24/2016 16:13:17,10,Fighting,4,UR,BN,,
4/24/2016 16:13:27,10,Fighting,2,UR,BN,,
4/24/2016 16:14:02,10,"Fighting, Chasing",4,LL,BN,,
4/24/2016 16:29:16,"6, 10",Fighting,"6, 10",UR,BN,,
4/24/2016 16:29:36,6,Fighting,10,UL,BN,,
4/24/2016 16:30:17,End,End,End,End,BN,,
4/25/2016 15:59:29,Start,Start,Start,Start,WL,,
4/25/2016 16:04:18,6,Fighting,5,UR,WL,Brief,
4/25/2016 16:05:20,6,"Fighting, Chasing",11,UR,WL,Brief but 11 immediately showed sub,
4/25/2016 16:06:26,6,Induce-flee,5,ML,WL,,
4/25/2016 16:07:46,6,Induce-flee,5,UL,WL,,
4/25/2016 16:07:54,6,Fighting,11,LL,WL,,
4/25/2016 16:09:55,11,Chasing,1,LR,WL,,
4/25/2016 16:10:17,6,Chasing,5,UR,WL,Both 3 and 10 are sleeping,
4/25/2016 16:16:35,6,Chasing,5,LR,WL,,
4/25/2016 16:19:14,6,Chasing,5,LL,WL,,
4/25/2016 16:20:59,6,Induce-flee,11,LL,WL,,
4/25/2016 16:21:10,11,Fighting,2,NB1,WL,Persistent,
4/25/2016 16:21:17,11,Fighting,9,NB1,WL,,
4/25/2016 16:21:29,11,Fighting,4,NB1,WL,,
4/25/2016 16:23:41,6,Induce-flee,5,ML,WL,,
4/25/2016 16:23:57,6,Subordinate,3,ML,WL,,
4/25/2016 16:27:54,6,Chasing,5,NB3,WL,,
4/25/2016 16:29:28,5,Fighting,2,NB2,WL,,
4/25/2016 16:29:53,5,Fighting,2,NB1,WL,,
4/25/2016 16:30:01,6,Fighting,5,NB1,WL,,
4/25/2016 16:31:43,6,"Fighting, Chasing",8,LL,WL,,
4/25/2016 16:40:07,6,Fighting,5,NB3,WL,,
4/25/2016 16:40:59,6,Fighting,5,NB1,WL,,
4/25/2016 16:44:11,5,Subordinate,2,NB1,WL,,
4/25/2016 16:44:39,2,Fighting,3,NB1,WL,,
4/25/2016 16:45:18,2,Fighting,3,NB1,WL,,
4/25/2016 16:45:43,2,Fighting,11,NB1,WL,Well... day 2. Some confusion is possible,
4/25/2016 16:47:11,6,Chasing,5,UL,WL,,
4/25/2016 16:48:10,6,Chasing,3,LL,WL,,
4/25/2016 16:50:50,5,"Fighting, Chasing",2,LL,WL,,
4/25/2016 16:51:17,6,"Fighting, Chasing",5,MR,WL,,
4/25/2016 16:52:34,5,"Fighting, Chasing",2,LL,WL,,
4/25/2016 16:56:39,6,"Fighting, Chasing",8,UR,WL,,
4/25/2016 16:59:50,End,End,End,End,WL,,
4/26/2016 13:59:49,Start,Start,Start,Start,CW,,
4/26/2016 14:01:03,6,Chasing,8,LL,CW,,
4/26/2016 14:06:53,11,Fighting,10,MR,CW,,
4/26/2016 14:09:04,6,"Fighting, Chasing",8,UR,CW,,
4/26/2016 14:09:51,6,"Fighting, Chasing",11,LR,CW,,
4/26/2016 14:13:22,6,Chasing,11,LR,CW,,
4/26/2016 14:14:18,11,Fighting,3,UR,CW,,
4/26/2016 14:15:58,11,Fighting,9,LR,CW,,
4/26/2016 14:16:43,6,"Fighting, Chasing",11,ML,CW,,
4/26/2016 14:17:35,6,Chasing,2,UL,CW,,
4/26/2016 14:18:13,6,Fighting,11,NB4,CW,,
4/26/2016 14:18:47,6,"Fighting, Chasing",9,LR,CW,,
4/26/2016 14:20:50,6,"Fighting, Chasing",3,LL,CW,,
4/26/2016 14:23:14,6,Chasing,5,UR,CW,,
4/26/2016 14:27:23,10,Chasing,5,UR,CW,,
4/26/2016 14:41:07,10,Fighting,4,UR,CW,,
4/26/2016 14:49:10,6,"Fighting, Chasing",9,MR,CW,,
4/26/2016 15:01:30,End,End,End,End,CW,2:55 had to leave to check freezer ,
4/26/2016 15:44:45,Start,Start,Start,Start,CW,Freezer crisis averted for now.... Back to try to do 1 more hour ,
4/26/2016 15:48:32,6,Chasing,5,LR,CW,,
4/26/2016 15:49:07,6,Chasing,5,UL,CW,,
4/26/2016 15:50:45,6,Fighting,2,NB1,CW,,
4/26/2016 15:56:55,6,Chasing,5,ML,CW,,
4/26/2016 15:58:35,6,Chasing,7,MR,CW,,
4/26/2016 16:00:15,11,Chasing,7,UR,CW,,
4/26/2016 16:00:43,11,"Fighting, Chasing",7,UR,CW,,
4/26/2016 16:01:55,11,"Fighting, Chasing",7,UR,CW,,
4/26/2016 16:02:05,5,Chasing,4,LR,CW,,
4/26/2016 16:03:59,6,Chasing,11,UR,CW,,
4/26/2016 16:04:27,6,Chasing,4,MR,CW,,
4/26/2016 16:05:49,6,Fighting,5,MR,CW,,
4/26/2016 16:07:49,6,Chasing,11,UL,CW,,
4/26/2016 16:12:16,6,Chasing,11,UR,CW,,
4/26/2016 16:13:07,6,Fighting,5,LL,CW,,
4/26/2016 16:16:18,6,Chasing,5,UL,CW,,
4/26/2016 16:19:54,6,Chasing,2,LR,CW,,
4/26/2016 16:25:12,6,Chasing,3,UR,CW,,
4/26/2016 16:27:16,6,Chasing,3,UR,CW,,
4/26/2016 16:27:26,6,"Fighting, Chasing",5,UR,CW,,
4/26/2016 16:34:59,6,Chasing,4,UR,CW,,
4/26/2016 16:38:00,6,"Fighting, Chasing",9,LL,CW,,
4/26/2016 16:41:23,End,End,End,End,CW,,
4/27/2016 16:11:42,11,"Fighting, Chasing",4,MR,WL,,Yes
4/27/2016 17:22:15,10,Fighting,11,NB5,WL,,Yes
4/27/2016 17:22:25,10,Fighting,9,NB5,WL,,Yes
4/27/2016 17:31:26,Start,Start,Start,Start,BN,,
4/27/2016 17:41:32,5,Fighting,1,ML,BN,,
4/27/2016 17:41:58,5,"Fighting, Chasing",2,LL,BN,,
4/27/2016 17:50:52,5,"Fighting, Chasing",2,ML,BN,,
4/27/2016 17:51:52,5,Chasing,1,UL,BN,,
4/27/2016 17:52:41,5,Chasing,2,UR,BN,They ran into 6 who is still sitting in corner and 6 did not react ,
4/27/2016 17:54:22,11,"Fighting, Chasing",3,NB1,BN,,
4/27/2016 17:55:33,11,Chasing,2,LR,BN,,
4/27/2016 17:56:40,5,Fighting,1,ML,BN,,
4/27/2016 18:14:47,5,Fighting,1,ML,BN,,
4/27/2016 18:15:07,5,Chasing,2,ML,BN,,
4/27/2016 18:15:19,5,Fighting,1,LL,BN,,
4/27/2016 18:17:50,4,Fighting,"1, 12",MR,BN,,
4/27/2016 18:18:06,5,Fighting,11,LL,BN,,
4/27/2016 18:32:23,End,End,End,End,BN,,
4/27/2016 18:32:34,Start,Start,Start,Start,BN,,
4/27/2016 18:47:20,5,Fighting,"7, 11",UR,BN,,
4/27/2016 18:48:05,6,Fighting,1,NB1,BN,He's back?!?,
4/27/2016 18:49:11,6,Fighting,1,NB2,BN,,
4/27/2016 18:50:56,6,Fighting,7,NB3,BN,Long fight,
4/27/2016 18:51:56,5,Fighting,11,LR,BN,,
4/27/2016 18:53:44,6,Fighting,11,NB2,BN,,
4/27/2016 18:54:14,6,Fighting,10,NB1,BN,,
4/27/2016 18:58:51,7,Subordinate,3,UR,BN,,
4/27/2016 19:00:02,12,Chasing,4,NB2,BN,,
4/27/2016 19:00:39,6,Fighting,12,NB4,BN,,
4/27/2016 19:01:03,5,Fighting,3,MR,BN,,
4/27/2016 19:18:24,9,"Fighting, Chasing",7,MR,BN,,
4/27/2016 19:32:25,End,End,End,End,BN,,
4/28/2016 12:59:19,5,"Fighting, Chasing",11,LR,WL,,Yes
4/28/2016 13:00:00,5,Chasing,1,UR,WL,,Yes
4/28/2016 15:06:11,Start,Start,Start,Start,CW,,
4/28/2016 15:11:15,6,Fighting,7,LR,CW,,
4/28/2016 15:11:46,6,Chasing,7,LL,CW,,
4/28/2016 15:13:23,6,Fighting,8,NB5,CW,,
4/28/2016 15:18:34,9,Chasing,12,MR,CW,,
4/28/2016 15:22:07,5,Chasing,4,ML,CW,,
4/28/2016 15:22:22,12,Fighting,8,NB2,CW,,
4/28/2016 15:25:59,5,"Fighting, Chasing",4,UR,CW,,
4/28/2016 15:29:38,5,Chasing,2,UR,CW,,
4/28/2016 15:31:56,5,"Fighting, Chasing",12,LR,CW,,
4/28/2016 15:40:20,6,Chasing,5,UL,CW,,
4/28/2016 15:41:20,6,"Fighting, Chasing",9,LR,CW,,
4/28/2016 15:41:45,5,Fighting,8,UR,CW,,
4/28/2016 15:43:34,6,Chasing,7,LR,CW,,
4/28/2016 15:44:10,"5, 8",Fighting,"5, 8",UR,CW,tie.... they keep skuffling but there's no clear winner ,
4/28/2016 15:45:16,6,Chasing,5,UR,CW,,
4/28/2016 15:45:51,5,Fighting,1,UR,CW,,
4/28/2016 15:47:36,5,"Fighting, Chasing",4,UR,CW,,
4/28/2016 15:48:14,6,"Fighting, Chasing",5,UR,CW,,
4/28/2016 15:49:53,6,Fighting,7,UR,CW,,
4/28/2016 15:51:27,6,Chasing,5,UR,CW,,
4/28/2016 15:54:50,6,Chasing,4,LR,CW,,
4/28/2016 15:56:05,5,"Fighting, Chasing",7,UL,CW,,
4/28/2016 15:57:46,6,"Fighting, Chasing",7,LL,CW,,
4/28/2016 16:01:24,5,Chasing,3,UR,CW,,
4/28/2016 16:01:33,6,Chasing,5,UR,CW,,
4/28/2016 16:02:32,6,Chasing,6,UL,CW,,
4/28/2016 16:02:52,6,Fighting,3,UR,CW,,
4/28/2016 16:02:59,End,End,End,End,CW,,
4/28/2016 16:06:00,Start,Start,Start,Start,CW,,
4/28/2016 16:06:13,5,Fighting,4,ML,CW,,
