"Timestamp","Actor","Behavior","Recipient","Location","Observer","Comment"
"8/19/2015 11:59:37","Start","Start","Start","Start","BN",""
"8/19/2015 12:01:52","12","Fighting","8","LL","BN",""
"8/19/2015 12:02:24","12","Fighting","8","LL, LR","BN",""
"8/19/2015 12:05:44","12","Fighting","11","NB1","BN",""
"8/19/2015 12:13:20","8","Fighting","1","NB2","BN",""
"8/19/2015 12:15:11","8","Fighting","3, 9","NB1","BN",""
"8/19/2015 12:17:18","1, 8","Fighting","1, 8","NB5","BN",""
"8/19/2015 12:21:06","12","Fighting","6","UR","BN",""
"8/19/2015 12:28:30","8","Fighting","6","UR","BN",""
"8/19/2015 12:34:02","12","Fighting","8","UL","BN",""
"8/19/2015 12:35:44","4, 12","Fighting","4, 12","UL","BN","Twice "
"8/19/2015 12:37:41","12","Fighting","4","UL","BN","once "
"8/19/2015 12:38:55","5","Fighting, Subordinate","10","LL","BN","Once "
"8/19/2015 12:39:29","12","Fighting","11","UL","BN",""
"8/19/2015 12:40:34","12","Fighting","6, 7","MR","BN",""
"8/19/2015 12:40:57","10","Subordinate","8","LR","BN",""
"8/19/2015 12:41:25","5","Subordinate","8","LR","BN",""
"8/19/2015 12:44:41","12","Fighting","6","NB2","BN",""
"8/19/2015 12:47:15","12","Fighting","2, 7","NB5","BN",""
"8/19/2015 12:48:18","12","Fighting","11","NB2","BN",""
"8/19/2015 12:48:45","10","Subordinate, Induce-flee","8","LL","BN",""
"8/19/2015 12:53:58","12","Fighting","4, 6","LL","BN",""
"8/19/2015 12:56:47","12","Chasing","6","LR","BN",""
"8/19/2015 12:57:33","12","Fighting","6","LR","BN",""
"8/19/2015 13:00:20","End","End","End","End","BN",""
"8/19/2015 16:34:38","1","Fighting, Chasing","11","LL, LR","MT",""
"8/19/2015 16:34:56","Start","Start","Start","Start","MT",""
"8/19/2015 16:36:28","4","Fighting","6","UR","MT",""
"8/19/2015 16:36:55","4","Fighting","10","ML","MT",""
"8/19/2015 16:37:22","6","Fighting, Chasing","8","UR","MT",""
"8/19/2015 16:38:23","6","Fighting","3","UR","MT",""
"8/19/2015 16:40:06","4","Fighting","8","UR","MT",""
"8/19/2015 16:41:17","8","Fighting","4","UL","MT",""
"8/19/2015 16:42:32","8","Fighting","6","UL","MT",""
"8/19/2015 16:49:34","12","Fighting","3","LR","MT",""
"8/19/2015 16:50:18","1","Fighting","3","LR","MT",""
"8/19/2015 16:52:07","8","Fighting, Subordinate","4","LL","MT",""
"8/19/2015 16:58:11","4","Subordinate","2","UR","MT",""
"8/19/2015 17:01:41","6","Chasing","11","MR","MT",""
"8/19/2015 17:02:42","1","Fighting","6","LR","MT",""
"8/19/2015 17:03:30","9","Fighting","3","LR","MT",""
"8/19/2015 17:04:59","1","Chasing","10","LL","MT",""
"8/19/2015 17:05:27","4","Chasing","7","MR","MT",""
"8/19/2015 17:06:45","8","Fighting","6","MR","MT",""
"8/19/2015 17:07:07","8","Fighting","4","MR","MT",""
"8/19/2015 17:08:10","12","Subordinate","6","LL","MT",""
"8/19/2015 17:11:19","10","Subordinate","3","LR","MT",""
"8/19/2015 17:12:11","1","Fighting","7","LL","MT",""
"8/19/2015 17:13:56","6","Fighting","11","MR","MT",""
"8/19/2015 17:14:51","6","Mounting","1","LR","MT",""
"8/19/2015 17:15:43","1","Fighting, Mounting","6","LL","MT",""
"8/19/2015 17:19:20","6","Fighting","3","LR","MT",""
"8/19/2015 17:21:38","8","Chasing","11","UL, UR","MT",""
"8/19/2015 17:22:07","12","Mounting","3","LR","MT",""
"8/19/2015 17:23:36","10","Induce-flee","5","LL","MT",""
"8/19/2015 17:26:11","6","Mounting","1","UR","MT",""
"8/19/2015 17:26:21","6","Mounting","3","UR","MT",""
"8/19/2015 17:26:50","6","Mounting","3","UR","MT",""
"8/19/2015 17:28:40","4","Chasing","10","UL, UR, MR","MT",""
"8/19/2015 17:30:24","6","Fighting, Chasing","2","LL, LR","MT",""
"8/19/2015 17:30:37","6","Fighting, Chasing","11","LL, LR","MT",""
"8/19/2015 17:30:47","End","End","End","End","MT",""
"8/20/2015 13:00:40","Start","Start","Start","Start","WL",""
"8/20/2015 13:06:59","1","Fighting, Chasing","9","LL","WL",""
"8/20/2015 13:13:07","8","Fighting, Subordinate","2","UL","WL","Sub first "
"8/20/2015 13:20:34","8","Fighting, Chasing","10","MR","WL",""
"8/20/2015 13:21:56","8","Fighting","4","MR","WL",""
"8/20/2015 13:24:42","1","Chasing","5","NB1","WL","Previous one not recorded?"
"8/20/2015 13:25:40","10","Chasing","2","LL","WL","Previous one not recorded?"
"8/20/2015 13:28:37","8","Chasing","10","UL","WL",""
"8/20/2015 13:32:34","12","Chasing","6","MR","WL",""
"8/20/2015 13:32:46","8","Fighting","10","MR","WL",""
"8/20/2015 13:34:40","8","Fighting","4","MR","WL",""
"8/20/2015 13:35:27","12","Induce-flee","6","UL","WL",""
"8/20/2015 13:35:59","10","Fighting, Chasing","11","LL","WL",""
"8/20/2015 13:36:36","10","Fighting, Chasing","2","LR","WL",""
"8/20/2015 13:36:45","10","Fighting","2","LR","WL",""
"8/20/2015 13:37:24","8","Fighting, Chasing","5","UL","WL",""
"8/20/2015 13:39:38","6","Subordinate","11","ML","WL","HA?"
"8/20/2015 13:40:12","10","Subordinate","7","LL","WL",""
"8/20/2015 13:41:45","4","Chasing","7","MR","WL",""
"8/20/2015 13:42:35","4","Fighting, Chasing","11","LR","WL",""
"8/20/2015 13:43:30","8","Fighting, Chasing","2","MR","WL",""
"8/20/2015 13:43:56","8","Fighting, Chasing","2","UL","WL",""
"8/20/2015 13:44:06","8","Fighting","7","UL","WL",""
"8/20/2015 13:47:22","4","Chasing","12","LL","WL","4was chasing the other then 12 fleed"
"8/20/2015 13:48:57","10","Fighting, Subordinate","7","NB5","WL",""
"8/20/2015 13:50:10","10","Fighting","6","NB5","WL",""
"8/20/2015 13:55:08","12","Mounting","11","NB5","WL",""
"8/20/2015 13:57:48","8","Chasing, Subordinate","5","MR","WL",""
"8/20/2015 13:59:53","1","Chasing","10","LL","WL",""
"8/20/2015 14:01:02","End","End","End","End","WL",""
"8/20/2015 16:21:41","Start","Start","Start","Start","MT",""
"8/20/2015 16:24:01","1","Fighting, Chasing","9","LL, LR","MT",""
"8/20/2015 16:24:23","1","Fighting, Chasing","5","LL, LR","MT",""
"8/20/2015 16:24:39","8","Fighting, Chasing","6","MR","MT",""
"8/20/2015 16:25:10","1","Fighting, Chasing","4","LL, NB2","MT","In tube"
"8/20/2015 16:30:21","1","Induce-flee","8","ML","MT",""
"8/20/2015 16:31:19","8","Fighting","5","LR","MT",""
"8/20/2015 16:33:28","8","Fighting","4","LR","MT","Very brief "
"8/20/2015 16:34:54","8","Fighting","4","UL","MT",""
"8/20/2015 16:47:51","1","Induce-flee","8","MR","MT",""
"8/20/2015 16:53:54","1","Fighting, Chasing","12","LL, LR","MT",""
"8/20/2015 16:55:18","8","Fighting","10","LR","MT",""
"8/20/2015 17:02:06","8","Fighting, Chasing","5","UL, ML, MR, LR","MT",""
"8/20/2015 17:02:16","8","Fighting, Chasing","9","LR","MT",""
"8/20/2015 17:03:57","4","Fighting, Chasing","2","LL, LR, NB1, NB2","MT",""
"8/20/2015 17:07:25","8","Fighting, Subordinate","7","UR","MT",""
"8/20/2015 17:11:11","8","Fighting","5","LL","MT",""
"8/20/2015 17:16:12","8","Fighting, Chasing","7","MR","MT",""
"8/20/2015 17:17:49","8","Subordinate","3","MR","MT",""
"8/20/2015 17:21:03","End","End","End","End","MT",""
"8/21/2015 16:00:58","Start","Start","Start","Start","BN",""
"8/21/2015 16:04:11","1","Fighting","8","UL","BN",""
"8/21/2015 16:05:52","1","Fighting, Chasing","5","UR, MR","BN",""
"8/21/2015 16:08:07","1","Fighting, Chasing","9","UR","BN",""
"8/21/2015 16:13:14","1","Fighting","2","NB2","BN",""
"8/21/2015 16:19:21","12","Chasing","8, 10","LR","BN",""
"8/21/2015 16:21:39","9","Fighting","10","NB5","BN",""
"8/21/2015 16:23:43","12","Fighting","10","ML","BN",""
"8/21/2015 16:25:17","12","Fighting, Chasing","10","LL, LR","BN",""
"8/21/2015 16:27:17","12","Subordinate","3","LR","BN",""
"8/21/2015 16:27:28","12","Fighting","6","MR","BN",""
"8/21/2015 16:41:44","12","Fighting","2","LR","BN",""
"8/21/2015 16:42:57","12","Fighting, Induce-flee","2","LR","BN",""
"8/21/2015 16:44:06","12","Fighting","11","MR","BN",""
"8/21/2015 16:44:30","12","Fighting","11","UL","BN",""
"8/21/2015 16:47:01","12","Subordinate","11","LL","BN",""
"8/21/2015 16:48:12","12","Chasing","2","LL, LR","BN",""
"8/21/2015 16:49:06","12","Chasing","5","LL, LR","BN",""
"8/21/2015 16:51:15","10","Fighting","6","NB5","BN",""
"8/21/2015 17:00:50","End","End","End","End","BN",""
"8/22/2015 18:45:15","Start","Start","Start","Start","WL",""
"8/22/2015 18:46:09","3","Fighting, Subordinate","9","NB1","WL",""
"8/22/2015 18:46:29","3","Fighting","9","NB2","WL",""
"8/22/2015 18:47:03","3, 9","Fighting","3, 9","NB2","WL",""
"8/22/2015 18:56:40","5","Chasing, Subordinate","9","LR","WL",""
"8/22/2015 19:01:26","3, 9","Fighting","3, 9","UR","WL","Both attacked each other"
"8/22/2015 19:03:51","11","Fighting, Chasing, Subordinate","3","LR","WL",""
"8/22/2015 19:07:24","5","Chasing","9","UR","XX",""
"8/22/2015 19:07:33","11","Fighting, Chasing","5","UL","WL",""
"8/22/2015 19:08:11","11","Fighting, Subordinate","9","ML","WL",""
"8/22/2015 19:09:19","11","Chasing","9","MR","WL",""
"8/22/2015 19:25:30","8","Chasing","11","LL","WL",""
"8/22/2015 19:25:59","8","Chasing","2","LL","WL",""
"8/22/2015 19:36:56","1","Chasing, Subordinate","8","MR","WL",""
"8/22/2015 19:38:36","1","Chasing","8","ML","WL",""
"8/22/2015 19:45:04","End","End","End","End","WL",""
"8/23/2015 17:00:52","Start","Start","Start","Start","BN",""
"8/23/2015 17:05:12","1","Fighting, Chasing","8","NB5","BN",""
"8/23/2015 17:12:52","1","Fighting","11","MR","BN",""
"8/23/2015 17:15:09","1","Fighting, Chasing","7","NB4","BN",""
"8/23/2015 17:17:31","1","Fighting","8","UR","BN",""
"8/23/2015 17:18:45","1","Chasing","10","LL","BN",""
"8/23/2015 17:20:30","1","Fighting","9","LR","BN",""
"8/23/2015 17:23:44","1","Chasing","11","UL","BN",""
"8/23/2015 17:24:00","1","Chasing","8","UL","BN",""
"8/23/2015 17:24:09","8","Fighting","11","UL","BN",""
"8/23/2015 17:24:21","1","Chasing","10","MR","BN",""
"8/23/2015 17:25:42","1","Chasing","12","LL","BN",""
"8/23/2015 17:29:36","8","Fighting","4","UR","BN",""
"8/23/2015 17:31:35","8","Fighting","4","UR","BN",""
"8/23/2015 17:34:00","8","Fighting","3","LR","BN",""
"8/23/2015 17:34:41","8","Fighting, Chasing","11","ML","BN",""
"8/23/2015 17:37:01","12","Fighting","3, 11","UL","BN",""
"8/23/2015 17:38:45","8","Fighting","4","UR","BN",""
"8/23/2015 17:42:35","12","Subordinate, Induce-flee","8","UR","BN",""
"8/23/2015 17:43:00","12","Fighting","8","UR","BN","...8 came back"
"8/23/2015 17:44:39","12","Fighting","11","UL","BN",""
"8/23/2015 17:48:31","1","Subordinate","3","LR","BN",""
"8/23/2015 17:51:08","1","Subordinate","3","LR","BN",""
"8/23/2015 17:51:47","1","Fighting","8","LR, NB1, NB5","BN",""
"8/23/2015 17:52:28","1","Subordinate, Induce-flee","3, 4","MR","BN",""
"8/23/2015 17:54:03","12","Fighting","11","UL","BN",""
"8/23/2015 17:54:13","1","Fighting","12","UL","BN",""
"8/23/2015 17:55:07","1","Fighting","11","ML","BN",""
"8/23/2015 18:00:39","End","End","End","End","BN",""
"8/24/2015 16:00:48","Start","Start","Start","Start","WL",""
"8/24/2015 16:01:13","1","Fighting, Chasing","4","MR","WL",""
"8/24/2015 16:02:32","1","Chasing, Subordinate","7","UR","WL",""
"8/24/2015 16:13:09","5","Chasing","9","ML","WL","9 sniffed first "
"8/24/2015 16:13:20","9","Subordinate","5","ML","WL","Hmmm"
"8/24/2015 16:13:41","9","Fighting","6","UL","WL",""
"8/24/2015 16:16:15","4","Fighting, Chasing, Mounting","9","UR","WL",""
"8/24/2015 16:16:28","1","Chasing","5","LR","WL",""
"8/24/2015 16:18:04","4","Subordinate","9","ML","WL",""
"8/24/2015 16:19:57","1","Fighting, Chasing","7","LR","WL",""
"8/24/2015 16:20:06","4","Fighting, Chasing","7","UL","WL",""
"8/24/2015 16:20:48","1","Subordinate","7","UR","WL",""
"8/24/2015 16:21:37","1","Fighting, Chasing","5","LL","WL",""
"8/24/2015 16:23:19","9","Fighting, Subordinate","2","LL","WL","2 foguht back but subordinate posture "
"8/24/2015 16:23:45","1","Fighting, Chasing","9","LR","WL",""
"8/24/2015 16:24:39","4","Chasing, Subordinate","3","LR","WL",""
"8/24/2015 16:33:19","7","Fighting","5","UR","WL",""
"8/24/2015 16:34:12","7","Fighting, Chasing","2","UR","WL",""
"8/24/2015 16:49:10","2","Fighting","5","LL","WL",""
"8/24/2015 16:49:19","2","Induce-flee","5","LL","WL",""
"8/24/2015 16:53:23","2","Fighting, Chasing","5","LL","WL",""
"8/24/2015 16:54:07","2","Subordinate","5","MR","WL",""
"8/24/2015 17:00:09","End","End","End","End","WL",""
"8/25/2015 15:02:02","Start","Start","Start","Start","BN",""
"8/25/2015 15:12:51","1","Fighting","6","LR","BN",""
"8/25/2015 15:13:42","12","Induce-flee","4","UR","BN",""
"8/25/2015 15:17:24","1","Fighting","4","LR","BN",""
"8/25/2015 15:29:32","9","Chasing","4","UR","BN",""
"8/25/2015 15:30:52","11","Fighting","9","UR","BN",""
"8/25/2015 15:32:05","11","Fighting, Chasing","5","LL","BN",""
"8/25/2015 15:33:13","11","Induce-flee","9","LL","BN",""
"8/25/2015 15:34:21","11","Chasing","4","UL","BN",""
"8/25/2015 15:45:16","11","Fighting","9","MR","BN",""
"8/25/2015 15:45:45","11","Fighting","4","UL","BN",""
"8/25/2015 15:46:37","11","Fighting, Chasing","5","UL","BN",""
"8/25/2015 15:53:54","11","Chasing","5","LR","BN",""
"8/25/2015 15:55:20","11","Induce-flee","5","LL","BN",""
"8/25/2015 15:56:41","11","Fighting","5","LR","BN",""
"8/25/2015 16:00:25","1","Fighting","8","NB3","BN",""
"8/25/2015 16:00:35","End","End","End","End","BN",""
"8/26/2015 17:01:23","1","Chasing","8","UL","WL",""
"8/26/2015 17:08:46","1","Fighting, Chasing","2","NB3","WL",""
"8/26/2015 17:09:27","1","Fighting, Chasing","2","LR","WL",""
"8/26/2015 17:10:04","1","Fighting, Chasing","5","LL","WL",""
"8/26/2015 17:14:11","1","Fighting, Chasing","4","NB4","WL",""
"8/26/2015 17:17:14","6","Mounting","11","NB5","WL","In their hen"
