"Timestamp","Actor","Behavior","Recipient","Location","Observer","Comment"
"10/8/2015 12:00:31","Start","Start","Start","Start","MT",""
"10/8/2015 12:02:06","5","Fighting","9","NB1","MT",""
"10/8/2015 12:02:36","5","Fighting, Subordinate","9","NB2","MT",""
"10/8/2015 12:03:53","5","Chasing","2","NB4, NB5","MT",""
"10/8/2015 12:04:03","5","Fighting","9","NB4","MT",""
"10/8/2015 12:06:45","5","Fighting, Subordinate","8","NB2","MT",""
"10/8/2015 12:08:24","5","Chasing","4","LL","MT",""
"10/8/2015 12:10:24","5","Chasing","6","LL","MT",""
"10/8/2015 12:11:17","5","Chasing","2","LR, NB3","MT",""
"10/8/2015 12:12:31","3","Fighting","5","LR","MT","Not clear who won "
"10/8/2015 12:14:08","3","Fighting","8","LR","MT",""
"10/8/2015 12:15:53","3","Fighting, Chasing","7","LL","MT",""
"10/8/2015 12:16:02","3","Fighting, Chasing","2","LL","MT",""
"10/8/2015 12:17:56","3","Chasing, Mounting","11","LL","MT",""
"10/8/2015 12:19:14","5","Chasing","11","LL, NB2","MT","Extended chase"
"10/8/2015 12:19:37","5","Chasing","7","LL, LR","MT",""
"10/8/2015 12:21:06","3","Fighting, Chasing","5","LL, LR","MT","Not clear who won again "
"10/8/2015 12:22:13","1","Fighting, Chasing, Subordinate","9","LL, LR","MT","Extended chase and fight"
"10/8/2015 12:22:35","1","Fighting","3","LR","MT","Not clear who won "
"10/8/2015 12:23:42","1","Fighting","3","LL","MT",""
"10/8/2015 12:24:50","1","Fighting","3","LR","MT",""
"10/8/2015 12:26:00","3","Fighting, Chasing","1","LL","MT",""
"10/8/2015 12:30:11","1","Fighting, Chasing","3","LR","MT","Extended fight"
"10/8/2015 12:31:21","1","Fighting","3","LR","MT","Extended and aggressive fight"
"10/8/2015 12:32:04","1","Fighting","3","LR","MT","Aggressive fight "
"10/8/2015 12:34:24","5","Chasing","12","LR","MT","Very brief chase "
"10/8/2015 12:35:12","5","Chasing","6","LL, LR","MT",""
"10/8/2015 12:38:08","3","Chasing","2","ML, MR","MT",""
"10/8/2015 12:38:25","3","Fighting, Chasing","10","MR","MT",""
"10/8/2015 12:38:58","3","Fighting, Chasing","1","LL","MT",""
"10/8/2015 12:42:34","1","Fighting, Chasing","3","LL","MT",""
"10/8/2015 12:53:30","3","Fighting","11","NB4","MT",""
"10/8/2015 12:56:35","3","Fighting, Chasing","9","LL","MT",""
"10/8/2015 12:59:03","3","Fighting, Chasing","6","LL, LR","MT",""
"10/8/2015 13:05:25","3","Fighting","12","LL","MT",""
"10/8/2015 13:06:43","3","Fighting","10","LL","MT",""
"10/8/2015 13:15:51","3","Fighting","2","NB3","MT",""
"10/8/2015 13:23:50","3","Fighting, Chasing","6","LR","MT",""
"10/8/2015 13:26:19","3","Fighting, Chasing","2","UR, MR","MT",""
"10/8/2015 13:29:17","3","Fighting","1","UL","MT",""
"10/8/2015 13:30:07","5","Mounting, Subordinate","7","LR","MT",""
"10/8/2015 13:33:57","3","Fighting, Chasing","4","LL, LR","MT",""
"10/8/2015 13:36:20","3","Fighting","7","NB5","MT",""
"10/8/2015 13:39:04","5","Fighting, Chasing","6","LR","MT",""
"10/8/2015 13:43:38","5","Fighting","3","LL","MT",""
"10/8/2015 13:44:03","3","Fighting, Chasing, Subordinate","1","LL, LR","MT","Very aggressive "
"10/8/2015 13:45:50","5","Fighting","11","NB2","MT",""
"10/8/2015 13:54:43","3","Fighting","1","UR","MT",""
"10/8/2015 13:54:55","3","Fighting","6","UR","MT",""
"10/8/2015 13:57:35","3","Fighting","5","LR","MT",""
"10/8/2015 14:00:01","End","End","End","End","MT",""
"10/9/2015 16:00:08","Start","Start","Start","Start","WL",""
"10/9/2015 16:04:54","3","Fighting, Chasing","9","LR","WL",""
"10/9/2015 16:06:24","3","Fighting, Chasing","6","LR","WL",""
"10/9/2015 16:06:33","3","Fighting","8","LL","XX",""
"10/9/2015 16:07:10","12","Chasing","10","UL","WL",""
"10/9/2015 16:09:05","3","Fighting","4","NB5","WL",""
"10/9/2015 16:09:14","3","Fighting","8","NB1","WL",""
"10/9/2015 16:09:42","3","Fighting","4","NB5","WL",""
"10/9/2015 16:09:56","3","Fighting, Chasing","7","NB5","WL",""
"10/9/2015 16:10:48","10","Fighting","6","NB2","WL",""
"10/9/2015 16:11:03","3","Subordinate, Induce-flee","12","ML","WL",""
"10/9/2015 16:12:11","2","Induce-flee","10","LR","WL",""
"10/9/2015 16:13:06","3","Subordinate","12","UL","WL",""
"10/9/2015 16:13:37","3","Subordinate","12","UL","WL",""
"10/9/2015 16:13:49","3","Chasing","8","MR","WL",""
"10/9/2015 16:18:19","3","Subordinate","5","NB1","WL",""
"10/9/2015 16:18:46","3","Fighting, Chasing","5","NB5","WL",""
"10/9/2015 16:19:08","3","Fighting, Chasing","5","NB5","WL",""
"10/9/2015 16:19:31","12","Fighting, Chasing","2","UR","WL",""
"10/9/2015 16:25:05","10","Fighting","1","UR","WL",""
"10/9/2015 16:30:09","11","Fighting, Chasing","5","UR","WL",""
"10/9/2015 16:30:17","11","Fighting, Chasing","5","UR","WL",""
"10/9/2015 16:31:38","12","Chasing","5","UR","WL",""
"10/9/2015 16:37:02","12","Fighting, Chasing","2","UR","WL",""
"10/9/2015 16:38:40","12","Fighting, Chasing","10","UR","WL",""
"10/9/2015 16:38:51","12","Chasing","9","UR","WL",""
"10/9/2015 16:39:21","12","Fighting","11","UR","WL",""
"10/9/2015 16:41:07","12","Chasing, Subordinate","10","LL","WL",""
"10/9/2015 16:41:16","12","Subordinate","1","LR","WL",""
"10/9/2015 16:41:30","12","Fighting","10","LR","WL",""
"10/9/2015 16:42:04","12","Fighting, Chasing","10","LR","WL",""
"10/9/2015 16:45:11","5","Fighting","6","LR","WL",""
"10/9/2015 16:46:34","12","Chasing, Subordinate","10","LR","WL",""
"10/9/2015 16:46:34","12","Chasing, Subordinate","10","LR","WL",""
"10/9/2015 16:51:10","10","Induce-flee","5","LL","WL",""
"10/9/2015 16:51:25","10","Induce-flee","2","LL","WL",""
"10/9/2015 16:56:08","5","Mounting","6","LR","WL",""
"10/9/2015 16:57:56","12","Chasing","5","ML","WL",""
"10/9/2015 17:00:11","5","Chasing, Mounting","8","LR","WL",""
"10/9/2015 17:02:53","5","Fighting","8","LR","WL",""
"10/9/2015 17:03:49","5","Fighting, Chasing","9","LR","WL",""
"10/9/2015 17:10:14","5","Chasing, Mounting, Subordinate","11","LR","XX",""
"10/9/2015 17:10:27","5","Fighting","11","LR","WL",""
"10/9/2015 17:11:24","9","Chasing, Mounting","7","LL","WL",""
"10/9/2015 17:12:11","3","Chasing","5","NB5","WL",""
"10/9/2015 17:12:23","3","Fighting","9","NB1","WL",""
"10/9/2015 17:22:23","12","Chasing","5","UL","WL",""
"10/9/2015 17:24:45","10","Fighting","5","LR","WL",""
"10/9/2015 17:26:28","12","Chasing","5","UL","WL",""
"10/9/2015 17:27:45","End","End","End","End","WL","5 keeps provoking 12"
"10/10/2015 16:09:59","Start","Start","Start","Start","AR",""
"10/10/2015 16:12:03","3","Fighting","12","LR","AR",""
"10/10/2015 16:12:40","3","Chasing","12","UR","AR",""
"10/10/2015 16:14:03","3","Chasing","4","MR","AR",""
"10/10/2015 16:16:02","10","Fighting, Chasing","7","MR","AR",""
"10/10/2015 16:16:27","3","Fighting","6","LL","AR",""
"10/10/2015 16:16:51","10","Fighting","5","UR","AR",""
"10/10/2015 16:17:55","3","Chasing","5","MR","AR",""
"10/10/2015 16:23:13","12","Chasing","5","MR","AR",""
"10/10/2015 16:25:43","3","Fighting, Chasing","6","MR","AR",""
"10/10/2015 16:49:19","2","Chasing","5","UR","AR",""
"10/10/2015 16:49:57","5","Fighting, Chasing","7","LR","AR",""
"10/10/2015 16:56:42","5","Fighting, Chasing","7","LR","AR",""
"10/10/2015 16:56:42","5","Fighting, Chasing","7","LR","AR",""
"10/10/2015 16:59:16","2","Fighting","6","MR","AR",""
"10/10/2015 17:00:10","2","Chasing","10","LR","AR",""
"10/10/2015 17:06:10","2","Fighting","5","NB3","AR",""
"10/10/2015 17:22:23","3","Chasing","5","MR","AR",""
"10/10/2015 17:44:55","3","Fighting","1","UR","AR",""
"10/10/2015 17:49:48","3","Fighting, Chasing","12","UR","AR",""
"10/10/2015 18:06:58","3","Fighting","12","NB5","AR",""
"10/10/2015 18:10:43","End","End","End","End","AR",""
"10/11/2015 16:08:22","Start","Start","Start","Start","HD",""
"10/11/2015 16:15:33","3","Fighting","7","LR","HD",""
"10/11/2015 16:18:04","3","Induce-flee","5","UR","HD",""
"10/11/2015 16:19:34","3","Fighting, Mounting","7","UR","HD",""
"10/11/2015 16:21:51","3","Fighting","5","LR","HD",""
"10/11/2015 16:32:31","3","Fighting","9","LR","HD",""
"10/11/2015 16:37:38","3","Induce-flee","6","UR","HD",""
"10/11/2015 16:43:19","3","Fighting","10","UR","HD",""
"10/11/2015 17:01:06","10","Fighting","1","LL","HD",""
"10/11/2015 17:01:41","5","Fighting","1","UR","HD",""
"10/11/2015 17:02:33","3","Fighting","8","LR","HD",""
"10/11/2015 17:03:50","3","Fighting","9","NB3","HD",""
"10/11/2015 17:05:54","3","Fighting","5","NB4","HD",""
"10/11/2015 17:08:17","9","Mounting","8","ML","HD",""
"10/11/2015 17:29:16","12","Chasing","5","UR","HD",""
"10/11/2015 17:43:52","12","Fighting, Chasing","4","LR","HD",""
"10/11/2015 17:53:39","12","Induce-flee","5","LL, NB2","HD",""
"10/11/2015 18:00:08","End","End","End","End","HD",""
"10/12/2015 12:01:58","Start","Start","Start","Start","HD",""
"10/12/2015 12:12:07","5","Chasing, Mounting","10","UL, UR, MR","HD",""
"10/12/2015 12:12:50","5","Fighting","12","MR","HD",""
"10/12/2015 12:17:06","12","Fighting, Chasing","5","UR","HD",""
"10/12/2015 12:18:36","3","Chasing","8","NB3, NB4, NB5","HD",""
"10/12/2015 12:21:35","3","Fighting","12","LR","HD",""
"10/12/2015 12:22:22","12","Chasing","4","UL, UR","HD",""
"10/12/2015 12:23:29","3","Chasing","5","NB3, NB4, NB5","HD",""
"10/12/2015 12:24:11","3","Fighting","12","UR","HD",""
"10/12/2015 12:36:08","3","Chasing, Mounting","7","UL, ML","HD",""
"10/12/2015 12:36:51","3","Fighting","7","LR","HD",""
"10/12/2015 12:39:28","3","Chasing","8","LL, NB1, NB2","HD",""
"10/12/2015 12:43:07","3","Chasing","8","LR, NB3, NB4","HD",""
"10/12/2015 12:52:10","12","Chasing","10","LR","HD",""
"10/12/2015 12:59:33","3","Induce-flee","5","LL, LR","HD",""
"10/12/2015 13:05:59","3","Chasing","12","MR","HD",""
"10/12/2015 13:09:07","3","Fighting","4","UL, ML","HD",""
"10/12/2015 13:14:47","3","Chasing","11","LR","HD",""
"10/12/2015 13:17:52","3","Fighting, Chasing","2","LR, NB3, NB4, NB5","HD",""
"10/12/2015 13:19:44","3","Fighting","12","All over","HD",""
"10/12/2015 13:50:20","3","Chasing","11","LR, NB3, NB4","HD",""
"10/12/2015 13:51:38","3","Chasing","4","LR","HD",""
"10/12/2015 13:55:34","3","Chasing","11","NB1, NB4, NB5","HD",""
"10/12/2015 13:58:51","3","Chasing","11","All over","HD",""
"10/12/2015 14:00:53","End","End","End","End","HD",""
"10/13/2015 12:04:23","Start","Start","Start","Start","CC",""
"10/13/2015 12:05:18","3","Fighting","10","UL","CC",""
"10/13/2015 12:05:42","5","Fighting","10","ML","CC",""
"10/13/2015 12:07:50","3","Fighting, Chasing","5","UL, ML, UR","CC",""
"10/13/2015 12:08:43","3","Fighting","2","UR","CC",""
"10/13/2015 12:09:22","3","Fighting","10","UR","CC",""
"10/13/2015 12:10:49","12","Fighting, Chasing","10","UL, ML","CC",""
"10/13/2015 12:11:21","3","Fighting, Chasing","10","LL, LR","CC",""
"10/13/2015 12:12:43","12","Fighting, Chasing","2","MR, LR","CC",""
"10/13/2015 12:13:29","3","Chasing","8","NB4","CC",""
"10/13/2015 12:13:45","3","Fighting, Chasing","2","LL, LR, NB1, NB2","CC",""
"10/13/2015 12:18:13","12","Fighting","2","LR","CC",""
"10/13/2015 12:23:32","12","Chasing","5","LR","CC",""
"10/13/2015 12:25:23","12","Chasing","5","UL","CC",""
"10/13/2015 12:27:23","3","Fighting","2","UR","CC",""
"10/13/2015 12:28:55","3","Fighting, Chasing","5","LL, LR","CC",""
"10/13/2015 12:29:09","3","Fighting, Chasing","10","UR, MR, LR","CC",""
