Timestamp,Actor,Behavior,Recipient,Location,Observer,Comment,Outside assigned observation time
10/6/2015 12:01:23,Start,Start,Start,Start,MT,,
10/6/2015 12:14:01,2,Chasing,6,"LL, LR",MT,,
10/6/2015 12:29:47,2,Chasing,3,"ML, MR",MT,,
10/6/2015 12:32:23,7,Chasing,2,"UL, UR",MT,,
10/6/2015 12:32:56,7,Fighting,2,UR,MT,,
10/6/2015 12:34:17,2,Chasing,9,"UR, MR",MT,,
10/6/2015 12:36:17,2,"Fighting, Chasing",7,UR,MT,,
10/6/2015 12:38:49,7,Fighting,1,UL,MT,,
10/6/2015 12:43:53,7,"Fighting, Chasing, Mounting",6,"UR, MR",MT,,
10/6/2015 12:44:06,7,"Fighting, Chasing, Mounting",9,MR,MT,,
10/6/2015 12:46:41,7,"Fighting, Chasing",2,"UR, MR",MT,,
10/6/2015 12:48:44,7,"Fighting, Chasing",2,UR,MT,,
10/6/2015 12:49:17,7,Fighting,3,UR,MT,,
10/6/2015 12:50:31,7,"Fighting, Induce-flee",3,UR,MT,,
10/6/2015 12:54:07,2,"Fighting, Mounting",3,UR,MT,,
10/6/2015 12:57:26,7,"Fighting, Chasing",10,UR,MT,,
10/6/2015 12:58:14,2,"Fighting, Chasing",5,"UR, MR",MT,,
10/6/2015 13:00:19,End,End,End,End,MT,,
10/6/2015 13:01:19,Start,Start,Start,Start,MT,,
10/6/2015 13:05:19,4,"Fighting, Chasing",3,"ML, UR, MR",MT,,
10/6/2015 13:08:11,2,Chasing,5,"UR, MR",MT,very brief not aggressive,
10/6/2015 13:17:13,7,Chasing,10,ML,MT,,
10/6/2015 13:34:36,2,Fighting,1,UR,MT,,
10/6/2015 13:35:03,7,"Fighting, Chasing",2,"UL, UR",MT,,
10/6/2015 13:42:50,8,"Fighting, Chasing",3,UL,MT,,
10/6/2015 13:43:12,8,Mounting,12,UL,MT,,
10/6/2015 13:45:46,2,"Fighting, Subordinate",1,UR,MT,,
10/6/2015 13:50:00,8,Fighting,3,UR,MT,,
10/6/2015 13:52:37,8,Fighting,3,UR,MT,,
10/6/2015 13:52:50,8,Chasing,12,"UR, MR",MT,,
10/6/2015 14:00:02,End,End,End,End,MT,,
10/7/2015 12:39:40,Start,Start,Start,Start,CC,,
10/7/2015 12:46:59,8,Chasing,6,LL,CC,,
10/7/2015 12:47:16,8,Chasing,6,"MR, LR",CC,,
10/7/2015 12:58:14,7,Mounting,12,UR,CC,,
10/7/2015 13:02:05,8,"Chasing, Mounting",5,"LR, NB4, NB5",CC,,
10/7/2015 13:02:25,8,Fighting,3,NB5,CC,,
10/7/2015 13:06:49,8,Fighting,2,"LL, LR",CC,,
10/7/2015 13:20:38,2,Fighting,12,LR,CC,,
10/7/2015 13:21:04,2,Chasing,6,"LR, NB4, NB5",CC,,
10/7/2015 13:22:31,2,Fighting,11,NB5,CC,,
10/7/2015 13:29:59,8,Fighting,3,MR,CC,,
10/7/2015 13:32:37,10,Fighting,3,LL,CC,,
10/7/2015 13:35:04,8,Fighting,10,LR,CC,,
10/7/2015 13:39:41,8,Chasing,6,UR,CC,,
10/7/2015 13:39:51,End,End,End,End,CC,,
10/7/2015 13:39:56,Start,Start,Start,Start,CC,,
10/7/2015 13:41:29,8,Chasing,1,"LR, NB3, NB4",CC,,
10/7/2015 13:41:47,8,Fighting,1,NB3,CC,,
10/7/2015 13:42:25,8,"Fighting, Chasing",1,"LL, LR",CC,,
10/7/2015 14:07:43,2,"Fighting, Chasing",12,"LL, NB1, NB2",CC,,
10/7/2015 14:09:20,2,Fighting,12,NB5,CC,,
10/7/2015 14:10:39,2,Fighting,12,NB2,CC,,
10/7/2015 14:34:50,2,Fighting,12,"LL, LR, NB2, NB3",CC,,
10/7/2015 14:40:42,End,End,End,End,CC,,
10/8/2015 12:03:27,Start,Start,Start,Start,BN,,
10/8/2015 12:05:27,8,Chasing,6,"NB3, NB4",BN,,
10/8/2015 12:07:38,8,Fighting,7,NB2,BN,,
10/8/2015 12:08:46,8,Subordinate,10,LL,BN,,
10/8/2015 12:10:35,8,Fighting,3,MR,BN,,
10/8/2015 12:23:50,7,Fighting,3,UR,BN,,
10/8/2015 12:24:02,2,Fighting,7,UR,BN,,
10/8/2015 12:34:24,2,Fighting,11,UL,BN,,
10/8/2015 12:36:19,2,Fighting,7,MR,BN,,
10/8/2015 12:38:33,8,"Fighting, Chasing",12,"UL, UR",BN,,
10/8/2015 12:38:45,8,Subordinate,5,UR,BN,,
10/8/2015 12:41:00,8,Subordinate,12,UR,BN,,
10/8/2015 12:43:07,8,"Fighting, Subordinate",2,UL,BN,,
10/8/2015 12:52:52,8,Fighting,7,MR,BN,,
10/8/2015 12:57:26,8,Subordinate,10,LL,BN,,
10/8/2015 12:58:24,8,Fighting,7,"LR, NB4",BN,,
10/8/2015 12:59:36,2,Subordinate,1,MR,BN,,
10/8/2015 13:00:00,End,End,End,End,BN,,
10/8/2015 13:00:06,Start,Start,Start,Start,BN,,
10/8/2015 13:00:36,8,Fighting,12,LL,BN,,
10/8/2015 13:02:08,8,Fighting,12,UR,BN,,
10/8/2015 13:02:40,8,Fighting,2,UR,BN,,
10/8/2015 13:05:04,2,Fighting,11,"ML, MR",BN,,
10/8/2015 13:07:18,2,Fighting,1,LL,BN,,
10/8/2015 13:14:46,11,Fighting,10,NB5,BN,,
10/8/2015 13:21:49,2,Fighting,7,LR,BN,,
10/8/2015 14:00:22,End,End,End,End,BN,,
10/9/2015 13:02:36,Start,Start,Start,Start,KB,sad day my name was nakimg off  kmp (kate),
10/9/2015 13:07:22,8,"Fighting, Chasing",12,UR,CW,,
10/9/2015 13:14:19,8,"Fighting, Chasing",12,MR,CW,,
10/9/2015 13:15:57,8,Chasing,7,LR,CW,,
10/9/2015 13:17:12,8,"Fighting, Chasing",11,LR,CW,very aggressiVE (still kmp),
10/9/2015 13:17:38,7,Fighting,9,LL,CW,,
10/9/2015 13:20:02,8,Chasing,1,NB3,CW,,
10/9/2015 13:20:32,8,"Fighting, Subordinate",3,NB2,CW,,
10/9/2015 13:29:54,"4, 9",Fighting,"4, 9",LL,CW,,
10/9/2015 13:37:05,11,"Fighting, Subordinate",3,NB1,CW,,
10/9/2015 13:42:48,8,"Fighting, Chasing",11,LL,CW,,
10/9/2015 13:44:10,8,"Fighting, Chasing",1,NB2,CW,,
10/9/2015 13:45:04,8,"Fighting, Chasing, Subordinate",7,NB1,CW,,
10/9/2015 13:49:47,8,Chasing,1,LL,CW,,
10/9/2015 13:50:47,8,Fighting,10,LL,CW,,
10/9/2015 13:51:23,8,"Fighting, Chasing, Subordinate",10,LR,CW,,
10/9/2015 14:00:11,End,End,End,End,CW,,
10/9/2015 14:00:14,Start,Start,Start,Start,CW,,
10/9/2015 14:13:11,7,Chasing,6,NB1,CW,,
10/9/2015 14:17:29,7,"Fighting, Chasing",5,ML,CW,,
10/9/2015 15:45:15,6,"Fighting, Chasing",12,MR,XX,,
10/9/2015 15:26:45,2,Chasing,9,LR,CW,kmp ,
10/9/2015 15:27:03,8,"Fighting, Chasing",2,LL,CW,,
10/9/2015 15:30:36,2,Fighting,10,NB3,CW,,
10/9/2015 15:33:42,2,"Fighting, Chasing, Subordinate",9,LL,XX,very aggressiVE (still kmp),
10/9/2015 15:33:42,2,"Fighting, Chasing, Subordinate",9,LL,XX,very aggressiVE (still kmp),
10/9/2015 15:36:03,2,"Fighting, Chasing, Subordinate",9,LL,XX,very aggressiVE (still kmp),
10/9/2015 15:36:21,8,Induce-flee,2,LL,XX,,
10/9/2015 15:37:44,2,"Fighting, Chasing",7,UL,XX,,
10/9/2015 15:37:44,2,"Fighting, Chasing",7,UL,XX,,
10/9/2015 15:38:15,8,Induce-flee,2,MR,XX,,
10/9/2015 15:44:28,8,"Fighting, Chasing",12,LL,XX,,
10/9/2015 15:44:28,8,"Fighting, Chasing",12,LL,XX,,
10/9/2015 15:44:49,7,Fighting,"6, 9",LR,XX,,
10/9/2015 15:46:46,2,"Fighting, Chasing",7,LL,XX,very aggressive,
10/9/2015 15:49:03,2,"Fighting, Chasing",9,LL,XX,,
10/9/2015 15:50:27,End,End,End,End,XX,,
10/10/2015 12:04:27,Start,Start,Start,Start,MT,,
10/10/2015 12:08:57,8,"Fighting, Chasing",10,"LL, LR",MT,,
10/10/2015 12:09:22,8,Chasing,12,"LL, LR",MT,,
10/10/2015 12:15:17,2,Chasing,11,"LL, LR",MT,,
10/10/2015 12:17:14,2,"Fighting, Chasing, Subordinate",8,"LL, NB2",MT,,
10/10/2015 12:17:56,8,"Fighting, Chasing",2,ML,MT,,
10/10/2015 12:24:19,8,"Fighting, Chasing, Subordinate",2,"UL, UR",MT,,
10/10/2015 12:27:31,10,Fighting,3,UR,MT,,
10/10/2015 12:29:39,2,"Fighting, Chasing",4,"LL, NB2",MT,,
10/10/2015 12:35:02,8,"Fighting, Chasing",11,"LR, NB3",MT,,
10/10/2015 12:42:28,2,"Fighting, Chasing",9,"LL, NB1, NB2, NB4, NB5",MT,,
10/10/2015 12:48:45,2,Chasing,9,"LL, NB2",MT,,
10/10/2015 12:50:00,2,Induce-flee,7,UL,MT,,
10/10/2015 12:51:26,7,Chasing,1,"MR, LR",MT,,
10/10/2015 12:54:02,2,Chasing,12,"UL, UR",MT,,
10/10/2015 12:54:40,2,"Fighting, Chasing, Subordinate",7,"LL, NB2",MT,,
10/10/2015 12:57:02,8,Chasing,4,"LL, NB2",MT,,
10/10/2015 12:57:26,2,Fighting,7,LR,MT,,
10/10/2015 12:57:43,2,"Fighting, Chasing",10,"LL, LR",MT,,
10/10/2015 12:58:49,2,Chasing,9,"MR, LR",MT,,
10/10/2015 13:00:00,End,End,End,End,MT,,
10/10/2015 13:00:09,Start,Start,Start,Start,MT,,
10/10/2015 13:00:19,7,Fighting,3,NB5,MT,very aggressive extended,
10/10/2015 13:00:33,7,Fighting,12,NB3,MT,,
10/10/2015 13:00:50,7,Fighting,3,NB3,MT,,
10/10/2015 13:01:20,7,"Fighting, Subordinate",9,NB4,MT,,
10/10/2015 13:01:32,7,Fighting,1,NB4,MT,,
10/10/2015 13:02:11,7,"Fighting, Chasing, Mounting",10,"NB4, NB5",MT,,
10/10/2015 13:10:23,8,Induce-flee,6,LL,MT,,
10/10/2015 13:11:46,8,Chasing,2,"UR, MR",MT,,
10/10/2015 13:12:15,2,Chasing,7,"UL, ML",MT,,
10/10/2015 13:14:55,8,Chasing,2,"LL, NB2",MT,,
10/10/2015 13:15:58,8,Fighting,12,NB5,MT,,
10/10/2015 13:16:13,8,Fighting,12,NB3,MT,,
10/10/2015 13:17:26,2,"Fighting, Chasing, Subordinate",7,"LL, NB2",MT,,
10/10/2015 13:18:44,8,Subordinate,4,NB2,MT,,
10/10/2015 13:41:14,8,Chasing,10,"NB1, NB4, NB5",MT,,
10/10/2015 13:45:01,4,Chasing,9,"UR, MR, LR",MT,,
10/10/2015 13:50:28,8,Chasing,7,LR,MT,,
10/10/2015 13:53:51,2,Chasing,4,"LR, NB3, NB4, NB5",MT,,
10/10/2015 13:55:02,2,Chasing,6,"LL, LR",MT,,
10/10/2015 13:57:44,2,"Fighting, Chasing",10,LR,MT,,
10/10/2015 14:00:03,End,End,End,End,MT,,
10/11/2015 12:58:35,Start,Start,Start,Start,KP,,
10/11/2015 13:00:38,11,"Fighting, Chasing",4,NB5,KP,,
10/11/2015 13:01:46,8,"Chasing, Mounting, Subordinate",9,NB1,KP,,
10/11/2015 13:02:28,2,"Fighting, Chasing",7,UR,KP,,
10/11/2015 13:03:10,7,"Fighting, Chasing",5,LR,KP,,
10/11/2015 13:03:55,2,"Fighting, Chasing",7,LL,KP,,
10/11/2015 13:04:07,8,Fighting,2,LL,KP,,
10/11/2015 13:10:55,7,Chasing,3,UR,KP,,
10/11/2015 13:15:23,8,"Fighting, Chasing",5,NB2,KP,,
10/11/2015 13:18:25,2,"Fighting, Chasing",1,MR,KP,,
10/11/2015 13:19:34,2,"Fighting, Chasing",1,LR,KP,,
10/11/2015 13:24:45,8,"Chasing, Induce-flee",7,ML,KP,,
10/11/2015 13:25:03,8,"Fighting, Chasing",12,NB4,KP,,
10/11/2015 13:26:15,8,"Fighting, Chasing",7,LL,KP,,
10/11/2015 13:28:34,7,Fighting,12,LR,KP,,
10/11/2015 13:29:12,2,"Fighting, Chasing",7,UR,KP,,
10/11/2015 13:29:54,2,"Fighting, Chasing",7,LR,KP,,
10/11/2015 13:35:21,2,"Fighting, Induce-flee",1,LR,KP,,
10/11/2015 13:36:40,2,Chasing,12,LL,KP,,
10/11/2015 13:43:26,12,Chasing,3,NB2,KP,,
