"Timestamp","Actor","Behavior","Recipient","Location","Observer","Comment"
"8/22/2015 15:21:04","10","Fighting","6","LR","BN",""
"8/22/2015 15:23:55","3","Fighting","7","UL","BN",""
"8/22/2015 15:26:53","3","Chasing","9","UL","BN",""
"8/22/2015 15:47:30","3","Fighting","4","MR","BN",""
"8/22/2015 15:49:44","3","Fighting, Chasing","9","LR","BN",""
"8/22/2015 15:56:41","12","Fighting","11","NB4","BN",""
"8/22/2015 15:59:03","12","Induce-flee","3","LR","BN",""
"8/22/2015 16:00:12","End","End","End","End","BN",""
"8/23/2015 16:59:09","Start","Start","Start","Start","WL",""
"8/23/2015 17:06:34","2","Fighting, Chasing","1","ML","WL",""
"8/23/2015 17:07:28","8","Chasing, Subordinate","6","LR","WL",""
"8/23/2015 17:08:08","8","Chasing","2","LR","WL",""
"8/23/2015 17:10:20","8","Induce-flee","9","LR","WL",""
"8/23/2015 17:12:46","8","Chasing","9","LR","WL",""
"8/23/2015 17:13:00","8","Fighting, Subordinate","6","NB5","WL",""
"8/23/2015 17:13:23","8","Fighting, Chasing","9","NB1","WL",""
"8/23/2015 17:15:20","12","Chasing","10","ML","WL",""
"8/23/2015 17:19:50","12","Fighting, Chasing","8","NB3","WL",""
"8/23/2015 17:22:41","10","Fighting","6","LL","WL","in the dorm"
"8/23/2015 17:24:38","10","Chasing","4","LR","WL",""
"8/23/2015 17:28:51","1","Chasing","4","ML","WL",""
"8/23/2015 17:31:06","8","Fighting, Chasing","4","NB4","WL",""
"8/23/2015 17:32:27","10","Fighting, Chasing","7","UL","WL",""
"8/23/2015 17:35:32","8","Induce-flee","9","LR","WL",""
"8/23/2015 17:36:30","8","Chasing","9","ML","WL",""
"8/23/2015 17:39:01","8","Fighting, Chasing","6","LR","WL",""
"8/23/2015 17:40:14","8","Chasing","11","LR","WL",""
"8/23/2015 17:42:35","8","Chasing, Subordinate","4","LL","WL",""
"8/23/2015 17:43:56","12","Fighting, Chasing","5","LL","WL",""
"8/23/2015 17:46:30","12","Fighting, Chasing","5","MR","WL",""
"8/23/2015 17:47:31","7","Fighting, Chasing","4","MR","WL",""
"8/23/2015 17:47:42","12","Fighting, Chasing","5","NB3","XX",""
"8/23/2015 17:50:30","7","Fighting, Chasing","1","UR","WL",""
"8/23/2015 17:50:51","7","Fighting, Chasing","4","UR","WL",""
"8/23/2015 17:51:37","7","Fighting, Chasing","1","LR","WL",""
"8/23/2015 17:52:10","12","Chasing","5","UR","WL",""
"8/23/2015 17:52:47","3","Chasing, Subordinate","7","LR","WL",""
"8/23/2015 17:54:53","12","Subordinate","9","ML","WL",""
"8/23/2015 17:56:40","11","Subordinate","9","LL","WL",""
"8/23/2015 17:57:20","3","Fighting, Chasing","6","MR","WL",""
"8/23/2015 17:58:24","12","Fighting","3","LL","WL",""
"8/23/2015 18:00:03","End","End","End","End","WL",""
"8/24/2015 20:01:01","Start","Start","Start","Start","BN",""
"8/24/2015 20:22:11","2","Fighting","4","UL","BN",""
"8/24/2015 20:44:24","12","Fighting","4","NB5","BN",""
"8/24/2015 21:00:42","End","End","End","End","BN",""
"8/25/2015 13:00:51","Start","Start","Start","Start","WL",""
"8/25/2015 13:01:47","10","Fighting","1","LL","WL",""
"8/25/2015 13:04:52","5","Mounting, Subordinate","4","NB5","WL",""
"8/25/2015 13:06:35","5","Fighting, Chasing, Subordinate","4","NB5","WL",""
"8/25/2015 13:06:47","5","Fighting","2","NB5","WL",""
"8/25/2015 13:07:22","5","Fighting","2","NB5","WL",""
"8/25/2015 13:07:33","12","Fighting, Chasing","5","NB5","WL",""
"8/25/2015 13:08:43","7","Fighting","4","MR","WL",""
"8/25/2015 13:08:57","7","Fighting, Chasing","2","MR","WL",""
"8/25/2015 13:09:10","7","Subordinate","4","MR","WL",""
"8/25/2015 13:09:38","12","Fighting, Chasing","10","MR","WL",""
"8/25/2015 13:10:40","7","Fighting, Chasing","2","MR","WL",""
"8/25/2015 13:11:05","7","Fighting, Subordinate","2","MR","WL",""
"8/25/2015 13:12:14","10","Fighting, Chasing","5","LL","WL",""
"8/25/2015 13:13:17","10","Fighting","8","NB2","WL",""
"8/25/2015 13:17:49","12","Chasing","5","UR","WL","plus aggressive grooming"
"8/25/2015 13:19:25","9","Chasing","1","LL","WL",""
"8/25/2015 13:21:39","3","Chasing","7","UR","WL",""
"8/25/2015 13:22:29","10","Fighting, Chasing","8","LL","WL",""
"8/25/2015 13:22:41","12","Fighting, Chasing","5","LR","WL",""
"8/25/2015 13:22:53","3","Fighting, Chasing","4","NB3","WL",""
"8/25/2015 13:23:14","12","Chasing, Subordinate","3","LR","WL",""
"8/25/2015 13:25:40","7","Chasing","4","LR","WL",""
"8/25/2015 13:28:15","9","Chasing","1","LR","WL",""
"8/25/2015 13:32:06","12","Chasing","5","UR","WL","plus aggressive grooming"
"8/25/2015 13:35:43","11","Fighting","7","NB4","WL",""
"8/25/2015 13:35:58","11","Chasing","4","NB5","WL",""
"8/25/2015 13:37:36","5","Induce-flee","9","MR","WL",""
"8/25/2015 13:45:20","7","Fighting, Chasing","4","UL","WL",""
"8/25/2015 13:45:49","7","Chasing","1","LR","WL",""
"8/25/2015 13:46:45","12","Chasing","10","LR","WL",""
"8/25/2015 13:47:21","12","Chasing","5","UR","WL",""
"8/25/2015 13:55:24","7","Chasing","4","UR","WL",""
"8/25/2015 13:56:15","7","Chasing","1","UR","WL",""
"8/25/2015 13:56:59","10","Fighting, Chasing","4","LR","WL",""
"8/25/2015 14:00:04","End","End","End","End","WL",""
"8/26/2015 16:00:43","Start","Start","Start","Start","BN",""
"8/26/2015 16:02:26","10","Fighting","8","LL","BN",""
"8/26/2015 16:06:34","5","Fighting","7","UL","BN",""
"8/26/2015 16:06:52","10","Fighting","5","UL","BN",""
"8/26/2015 16:09:05","12","Fighting, Chasing","5","NB4","BN",""
"8/26/2015 16:09:48","12","Fighting","3","UL","BN",""
"8/26/2015 16:10:39","10","Fighting","6","LL","BN",""
"8/26/2015 16:12:27","10","Fighting","3","MR","BN",""
"8/26/2015 16:16:23","3","Subordinate","9","NB2","BN",""
"8/26/2015 16:19:55","12","Fighting","8","NB5","BN",""
"8/26/2015 16:20:19","3","Fighting, Chasing","5","ML","BN",""
"8/26/2015 16:20:47","3","Fighting","1","UL","BN",""
"8/26/2015 16:21:06","12","Chasing","3","ML","BN",""
"8/26/2015 16:21:20","12","Chasing","3","MR","BN",""
"8/26/2015 16:22:28","3","Fighting","5","ML","BN",""
"8/26/2015 16:22:43","12","Chasing","3","MR","BN",""
"8/26/2015 16:26:27","12","Fighting, Chasing","5","ML, MR","BN",""
"8/26/2015 16:27:03","12","Fighting, Chasing","5","LL","BN",""
"8/26/2015 16:28:27","12","Subordinate","5","ML","BN",""
"8/26/2015 16:29:46","3","Fighting","5","UL, ML","BN",""
"8/26/2015 16:30:39","5","Fighting","7","NB2","BN",""
"8/26/2015 16:33:43","11","Induce-flee","4","NB1","BN",""
"8/26/2015 16:35:23","5","Fighting","7","ML, MR","BN",""
"8/26/2015 16:36:27","7","Fighting, Subordinate","4","LL","BN",""
"8/26/2015 16:39:36","3","Subordinate","9","LR","BN",""
"8/26/2015 16:40:27","7","Chasing","3","MR","BN",""
"8/26/2015 16:40:12","7","Fighting","4","MR","BN",""
"8/26/2015 16:47:02","3","Fighting","7","ML","BN",""
"8/26/2015 16:48:51","3","Subordinate","9","NB4","BN",""
"8/26/2015 16:49:08","9","Subordinate","6","NB4","BN",""
"8/26/2015 16:49:44","12","Induce-flee","11","NB1","BN",""
"8/26/2015 16:50:30","12","Chasing, Subordinate","3","LL","BN",""
"8/26/2015 16:50:51","5","Fighting","9","ML","BN",""
"8/26/2015 16:52:31","5","Mounting","4","UL","BN",""
"8/26/2015 16:55:32","12","Induce-flee","9","LL","BN",""
"8/26/2015 16:57:18","5","Chasing","1","UL","BN",""
"8/26/2015 16:58:16","5","Fighting","1","UL","BN",""
"8/26/2015 17:00:10","End","End","End","End","BN",""
"8/28/2015 12:03:24","Start","Start","Start","Start","CW",""
"8/28/2015 12:06:12","1","Fighting, Chasing","6","UL, ML","CW",""
"8/28/2015 12:10:47","1","Chasing","4","UL, ML","CW",""
"8/28/2015 12:10:58","12","Chasing","8","ML, LL","CW",""
"8/28/2015 12:13:46","12","Chasing","10","UL, UR","CW",""
"8/28/2015 12:15:20","10","Fighting, Chasing","5","MR, LR","CW",""
"8/28/2015 12:16:12","2","Fighting","12","NB5","CW",""
"8/28/2015 12:16:55","12","Fighting","10","MR","CW",""
"8/28/2015 12:17:31","3","Fighting","7","UL","CW",""
"8/28/2015 12:20:26","5","Fighting, Chasing","4","NB4, NB5","CW",""
"8/28/2015 12:23:01","9","Fighting, Chasing","4","MR, LR","CW",""
"8/28/2015 12:24:00","12","Fighting, Chasing","10","ML, MR","CW",""
"8/28/2015 12:27:13","9","Fighting","2","LR","CW",""
"8/28/2015 12:28:17","5","Fighting","6","NB5","CW",""
"8/28/2015 12:29:59","2","Chasing","11","ML, LL","CW",""
"8/28/2015 12:30:16","9","Fighting, Chasing","11","LL, UR, MR, LR","CW",""
"8/28/2015 12:35:37","12","Fighting, Chasing","2","UL, ML, LL, NB1, NB2, NB5","CW",""
"8/28/2015 12:46:03","3","Fighting, Chasing","6","UL, UR","CW",""
"8/28/2015 12:46:24","12","Fighting, Chasing","3","LL, UR, MR, LR","CW",""
"8/28/2015 12:53:34","12","Chasing","5","LL, NB1, NB2, NB5","CW",""
"8/28/2015 12:55:47","2","Fighting","4","NB2","CW",""
"8/28/2015 12:56:26","2","Fighting","6","NB2","CW",""
"8/28/2015 12:57:06","12","Fighting, Chasing","10","UR, MR","CW",""
"8/28/2015 12:57:54","12","Fighting, Chasing","10","UL, UR","CW",""
"8/28/2015 12:58:34","11","Fighting, Chasing","1","UR, MR","CW",""
"8/28/2015 13:00:05","End","End","End","End","CW",""
"8/28/2015 17:01:49","Start","Start","Start","Start","BN",""
"8/28/2015 17:05:18","5","Fighting","7","LR","BN",""
"8/28/2015 17:05:35","12","Fighting","5","LL","BN",""
"8/28/2015 17:06:39","5","Fighting, Chasing","9","LL","BN",""
"8/28/2015 17:07:00","12","Fighting","5","ML","BN",""
"8/28/2015 17:08:29","12","Fighting","5","UL","BN",""
"8/28/2015 17:08:40","12","Fighting","10","ML","BN",""
"8/28/2015 17:09:12","5","Fighting","7","LL","BN",""
"8/28/2015 17:09:27","12","Fighting","10","MR","BN",""
"8/28/2015 17:09:58","10","Fighting, Chasing","5","ML","BN",""
"8/28/2015 17:13:11","3","Fighting","8","MR","BN",""
"8/28/2015 17:16:51","5","Fighting","4, 6","NB4, NB5","BN",""
"8/28/2015 17:18:05","12","Fighting","5","NB4, NB5","BN",""
"8/28/2015 17:20:13","2","Chasing","4","LL","BN",""
"8/28/2015 17:20:37","12","Chasing","3","ML, MR","BN",""
"8/28/2015 17:22:27","7","Fighting","11","LR","BN",""
"8/28/2015 17:23:18","3","Fighting","5","LR","BN",""
"8/28/2015 17:23:32","12","Fighting","3","LR","BN",""
"8/28/2015 17:24:57","11","Fighting","3","LR","BN",""
"8/28/2015 17:25:09","12","Fighting","11","LR","BN",""
"8/28/2015 17:28:06","3","Fighting","5","LL","BN",""
"8/28/2015 17:28:44","3","Fighting","7","LL","BN",""
"8/28/2015 17:31:14","9","Fighting","1","MR","BN",""
"8/28/2015 17:46:39","5","Chasing","2","UL, UR","BN",""
"8/28/2015 17:57:33","12","Induce-flee","4","LL","BN",""
"8/28/2015 18:00:06","12","Subordinate","9","LR","BN",""
"8/28/2015 18:00:17","End","End","End","End","BN",""
"8/29/2015 12:18:49","12","Chasing","5","ML","MT",""
"8/29/2015 12:26:26","12","Chasing","5","UL","MT",""
"8/29/2015 12:31:02","10","Chasing","5","ML","MT",""
"8/29/2015 12:31:40","10","Chasing","5","UL","MT",""
"8/29/2015 12:33:07","12","Subordinate","10","ML","MT",""
"8/29/2015 12:34:11","10","Chasing","5","LR","MT",""
"8/29/2015 12:37:43","10","Chasing","4","UR","MT",""
"8/29/2015 12:38:34","10","Chasing","5","ML","MT",""
"8/29/2015 12:39:10","12","Fighting","10","UL","MT",""
"8/29/2015 12:40:00","12","Fighting","10","UL","MT","persistent"
"8/29/2015 12:40:49","12","Fighting","10","LL","MT","persistent"
"8/29/2015 12:48:11","10","Chasing","8","MR","MT",""
"8/29/2015 12:49:54","12","Chasing","10","ML","MT",""
"8/29/2015 12:54:44","12","Subordinate","10","ML","MT",""
"8/29/2015 12:55:30","12","Fighting","10","ML","MT",""
"8/29/2015 12:56:13","12","Chasing","10","ML","MT",""
"8/29/2015 12:59:13","12","Chasing","5","NB4","MT",""
"8/29/2015 12:59:27","12","Fighting","10","NB5","MT",""
"8/29/2015 13:00:37","11","Chasing","4","MR","MT",""
"8/29/2015 13:01:06","End","End","End","End","MT",""
"8/30/2015 13:01:37","Start","Start","Start","Start","CW",""
"8/30/2015 13:07:13","7","Chasing","4","ML, LL, NB1, NB2, NB5","CW",""
"8/30/2015 13:08:38","5","Fighting","7","UR","CW",""
"8/30/2015 13:08:53","9","Fighting, Chasing","7","LL","CW",""
"8/30/2015 13:11:04","5","Fighting, Chasing","9","UL, ML, LL","CW",""
"8/30/2015 13:17:46","5","Fighting","8","UR","CW",""
"8/30/2015 13:20:56","10","Chasing","5","UL, UR","CW",""
"8/30/2015 13:22:27","7","Chasing","2","LR, NB3, NB4, NB5","CW",""
"8/30/2015 13:25:07","10","Chasing","5","UL, UR","CW",""
"8/30/2015 13:25:29","10","Fighting, Chasing","5","UL, UR","CW",""
"8/30/2015 13:25:49","7","Fighting, Chasing","11","MR, LR","CW",""
"8/30/2015 13:31:12","12","Chasing","5","UL, ML, MR","CW",""
"8/30/2015 13:32:17","12","Fighting, Chasing","5","ML, LL, NB1, NB2, NB5","CW",""
"8/30/2015 13:33:20","12","Fighting, Chasing","6","MR, LR, NB3, NB4, NB5","CW",""
"8/30/2015 13:34:10","7","Fighting","3","LL","CW",""
"8/30/2015 13:36:42","10","Fighting","5","UL","CW",""
"8/30/2015 13:37:26","3","Chasing","2","MR, LR","CW",""
"8/30/2015 13:43:52","3","Chasing","11","UL, ML, LL, UR, MR, LR","KB",""
"8/30/2015 13:45:59","12","Fighting, Chasing","10","UL, ML, MR","CW","last one accidentally clicked KB instead of CW on last one "
"8/30/2015 13:56:32","10","Chasing","5","LL, NB2","CW",""
"8/30/2015 13:58:46","5","Fighting, Chasing","2","NB1, NB5","CW",""
"8/30/2015 14:00:05","5","Fighting, Chasing","11","LL, NB1, NB2, NB4, NB5","CW",""
"8/30/2015 14:00:14","End","End","End","End","CW",""
"8/31/2015 16:59:09","12","Fighting, Chasing","5","ML","WL",""
"8/31/2015 17:00:31","2","Fighting, Chasing","11","UL","WL",""
"8/31/2015 17:00:49","3","Fighting, Chasing","5","UL","WL",""
"8/31/2015 17:03:43","3","Fighting, Chasing","5","UL","WL",""
"8/31/2015 17:04:32","12","Chasing","3","LL","WL",""
"8/31/2015 17:06:27","7","Chasing","2","MR","WL",""
"8/31/2015 17:07:30","10","Fighting, Chasing","5","UL","WL",""
"8/31/2015 17:07:55","9","Chasing","4","MR","WL",""
"8/31/2015 17:09:02","10","Fighting, Chasing","5","UL","WL",""
"8/31/2015 17:09:21","12","Fighting, Chasing","5","UL","WL","Persis"
"8/31/2015 17:10:00","11","Fighting, Chasing","1","UL","WL",""
"8/31/2015 17:11:54","7","Chasing","2","UR","WL","got confused with the tablet for viva2.. omg....."
"8/31/2015 17:15:13","7","Fighting","6","UR","WL",""
"8/31/2015 17:15:45","7","Fighting","12","UR","WL","what the hell?  but I saw it!!!"
"8/31/2015 17:18:59","7","Fighting, Chasing","9","UR","WL",""
"8/31/2015 17:21:01","7","Chasing","4","UR","WL",""
"8/31/2015 17:21:36","5","Chasing","2","UR","WL",""
"8/31/2015 17:23:16","9","Fighting","7","LR","WL","9 was resting in the corner"
"8/31/2015 17:26:09","11","Fighting, Chasing","1","UL","WL",""
"8/31/2015 17:27:50","12","Chasing, Subordinate","5","UL","WL",""
"8/31/2015 17:29:49","5","Induce-flee","2","UL","WL","7 is staying away from cuddle huddle"
"8/31/2015 17:35:55","12","Fighting, Chasing","10","MR","WL",""
"8/31/2015 17:53:47","12","Fighting, Chasing","5","LL","WL","12 sleeping alone in NB 4, 7 sleeps alone in LL corner,9 at LR corner, 4 exploring. The rest cuddling on the UL (5:47pm)"
"8/31/2015 17:55:11","5","Fighting, Chasing","7","UL","WL",""
"8/31/2015 17:57:35","12","Fighting","5","UL","WL",""
"8/31/2015 17:58:01","7","Fighting, Chasing","2","MR","WL",""
"8/31/2015 17:58:31","End","End","End","End","WL",""
"9/1/2015 12:29:43","Start","Start","Start","Start","CW",""
"9/1/2015 12:31:45","9","Fighting, Chasing","6","ML, LL","CW",""
"9/1/2015 12:37:50","9","Fighting, Chasing","7","UL, ML, UR","CW",""
"9/1/2015 12:39:08","10","Fighting","6","LL","CW",""
"9/1/2015 12:39:22","12","Fighting, Chasing","10","LL, LR","CW",""
"9/1/2015 12:45:50","10","Chasing","6","ML, LL","CW",""
"9/1/2015 12:46:10","10","Chasing","9","ML, MR, LR","CW",""
"9/1/2015 13:10:03","10","Chasing","4","UL, ML","CW",""
"9/1/2015 13:10:24","10","Fighting, Chasing","5","MR, LR","CW",""
"9/1/2015 13:12:27","5","Fighting, Chasing","6","NB1, NB2, NB3, NB4, NB5","CW",""
"9/1/2015 13:12:59","5","Fighting","1","NB5","CW",""
"9/1/2015 13:13:10","5","Fighting","8","NB5","CW",""
"9/1/2015 13:14:49","12","Fighting, Chasing","5","NB3, NB4, NB5","CW",""
"9/1/2015 13:17:23","10","Fighting","4","LR","CW",""
"9/1/2015 13:18:10","10","Fighting, Chasing","5","UL, ML","CW",""
"9/1/2015 13:18:25","12","Fighting, Chasing","5","ML, LL, NB1, NB2","CW",""
"9/1/2015 13:23:56","12","Fighting","5","UL","CW",""
"9/1/2015 13:24:28","12","Fighting, Chasing","5","UL, UR, MR, LR, NB3, NB4, NB5","CW",""
"9/1/2015 13:25:23","12","Chasing","5","LL, NB1, NB2, NB5","CW",""
"9/1/2015 13:26:37","12","Fighting, Chasing","10","UL","CW",""
"9/1/2015 13:27:29","12","Fighting, Chasing","6","UL, ML, LL, UR, MR, LR, NB1, NB2, NB3, NB4, NB5","CW",""
"9/1/2015 13:30:05","End","End","End","End","CW",""
"9/1/2015 16:03:39","Start","Start","Start","Start","BN",""
"9/1/2015 16:04:39","10","Fighting","1","LR","BN",""
"9/1/2015 16:05:31","5","Fighting","1","NB5","BN",""
"9/1/2015 16:11:26","11","Chasing","3","LL","BN",""
"9/1/2015 16:14:01","11","Fighting","4","NB2","BN",""
"9/1/2015 16:19:23","12","Fighting","10","UL","BN",""
"9/1/2015 16:20:44","10","Fighting","5","MR","BN",""
"9/1/2015 16:21:41","12","Fighting","10","ML","BN",""
"9/1/2015 16:23:48","12","Fighting","10","UL","BN","really long fights  "
"9/1/2015 16:26:11","7","Fighting","8","ML","BN",""
"9/1/2015 16:27:40","9","Fighting","1","UL","BN",""
"9/1/2015 16:29:43","7","Fighting","2","ML","BN",""
"9/1/2015 16:32:09","7","Subordinate","2","MR","BN",""
"9/1/2015 16:32:20","12","Fighting","7","MR","BN",""
"9/1/2015 16:38:07","12","Fighting","3","ML","BN",""
"9/1/2015 16:41:38","2","Fighting","6","LL","BN",""
"9/1/2015 16:45:50","12","Fighting","10","UL","BN",""
"9/1/2015 17:00:51","End","End","End","End","BN",""
"9/2/2015 11:58:28","Start","Start","Start","Start","WL",""
"9/2/2015 12:02:38","12","Fighting, Chasing","10","MR","WL",""
"9/2/2015 12:04:53","9","Chasing","7","LL","WL",""
"9/2/2015 12:05:45","12","Fighting, Chasing","3","MR","WL",""
"9/2/2015 12:06:32","12","Fighting, Chasing","10","LL","WL",""
"9/2/2015 12:06:57","12","Fighting, Chasing","10","UL","WL",""
"9/2/2015 12:13:05","12","Chasing","1","UL","WL",""
"9/2/2015 12:14:56","9","Fighting, Chasing","6","LL","WL",""
"9/2/2015 12:20:06","9","Fighting, Chasing","6","LR","WL",""
"9/2/2015 12:20:41","9","Fighting, Chasing","6","NB3","WL",""
"9/2/2015 12:23:36","12","Fighting, Chasing","10","LR","WL",""
"9/2/2015 12:24:28","12","Fighting, Chasing","3","LL","WL",""
"9/2/2015 12:25:07","3","Chasing","2","ML","WL",""
"9/2/2015 12:26:16","10","Chasing","6","MR","WL",""
"9/2/2015 12:28:30","12","Fighting, Chasing","10","UL","WL",""
