Timestamp,Actor,Behavior,Recipient,Location,Observer,Comment,Outside assigned observation time
7/13/2016 12:01:18,Start,Start,Start,Start,MKS,,
7/13/2016 12:01:58,12,Chasing,7,LL,MKS,,
7/13/2016 12:02:28,11,Fighting,10,LL,MKS,,
7/13/2016 12:03:06,12,Fighting,6,NB1,MKS,,
7/13/2016 12:03:48,12,Fighting,6,NB1,MKS,,
7/13/2016 12:05:34,6,Fighting,11,NB5,MKS,,
7/13/2016 12:10:30,10,Fighting,12,NB1,MKS,,
7/13/2016 12:12:01,11,Fighting,12,LL,MKS,Tablet crashed so this may be a duplicate entry,
7/13/2016 12:15:45,11,Fighting,10,LR,MKS,,
7/13/2016 12:17:12,11,"Fighting, Chasing",10,NB5,MKS,,
7/13/2016 12:21:24,11,Fighting,10,LL,MKS,,
7/13/2016 12:21:44,11,Fighting,12,LR,MKS,,
7/13/2016 12:42:17,9,Fighting,3,NB5,MKS,,
7/13/2016 12:42:38,9,"Fighting, Chasing",5,NB5,MKS,,
7/13/2016 12:43:05,5,Fighting,9,NB1,MKS,,
7/13/2016 12:43:30,End,End,End,End,MKS,,
7/13/2016 13:13:30,Start,Start,Start,Start,MKS,,
7/13/2016 13:13:38,1,"Fighting, Chasing",10,LR,MKS,,
7/13/2016 13:14:39,1,"Fighting, Chasing",10,LL,MKS,,
7/13/2016 13:17:33,1,Fighting,12,LR,MKS,,
7/13/2016 13:25:38,5,Chasing,2,UR,MKS,,
7/13/2016 13:28:59,5,Fighting,12,NB2,MKS,,
7/13/2016 13:31:38,5,"Fighting, Chasing",3,NB2,MKS,,
7/13/2016 13:37:22,5,Fighting,3,LR,MKS,,
7/13/2016 13:47:25,5,"Fighting, Chasing",10,MR,MKS,,
7/13/2016 13:50:22,5,"Fighting, Chasing",10,UR,MKS,,
7/13/2016 13:53:05,5,"Fighting, Chasing",12,UR,MKS,,
7/13/2016 13:53:30,5,"Fighting, Chasing",9,UR,MKS,,
7/13/2016 13:53:52,5,"Fighting, Chasing",4,UL,MKS,,
7/13/2016 13:57:51,5,"Fighting, Chasing",10,UL,MKS,,
7/13/2016 14:00:59,End,End,End,End,MKS,,
7/14/2016 12:37:19,Start,Start,Start,Start,HD,,
7/14/2016 12:52:26,5,"Fighting, Chasing",3,MR,HD,,
7/14/2016 12:56:39,5,Chasing,3,MR,HD,,
7/14/2016 12:58:54,5,Chasing,6,LR,HD,,
7/14/2016 13:07:43,5,"Fighting, Chasing",9,LL,HD,,
7/14/2016 13:18:25,11,Chasing,9,UR,HD,,
7/14/2016 13:38:33,End,End,End,End,HD,,
7/14/2016 13:38:45,Start,Start,Start,Start,HD,,
7/14/2016 13:43:18,11,Chasing,12,UR,HD,,
7/14/2016 13:45:03,5,Chasing,12,LR,HD,,
7/14/2016 13:55:05,10,"Fighting, Chasing",8,UR,HD,,
7/14/2016 13:55:20,5,Chasing,11,UR,HD,,
7/14/2016 13:55:36,11,Chasing,10,UR,HD,,
7/14/2016 13:59:16,5,Chasing,3,MR,HD,,
7/14/2016 14:00:07,5,Chasing,3,UL,HD,,
7/14/2016 14:00:58,5,Chasing,3,MR,HD,,
7/14/2016 14:04:17,5,Chasing,6,NB3,HD,,
7/14/2016 14:04:45,5,Chasing,3,LL,HD,,
7/14/2016 14:14:25,5,Chasing,4,MR,HD,,
7/14/2016 14:22:01,5,Chasing,12,LL,HD,,
