"cohort","day","sttc","focalrank","timewindow"
44,8,0.471389926685003,8,3
45,14,0.379344408924595,8,3
46,20,0.00851341515132717,8,3
81,7,0.146248788365202,8,3
83,12,0.439643609385711,8,3
85,8,0.558037885476202,8,3
86,7,0.483378409588033,8,3
36,9,0.495144951424082,9,3
37,6,-0.0713885202433857,9,3
38,17,-0.0237131676134158,9,3
39,22,0.382680092227412,9,3
44,8,0.256162864902251,9,3
45,14,0.346999729869826,9,3
46,20,0.250398828146731,9,3
81,7,0.544185047891965,9,3
83,12,0.441082545866457,9,3
85,8,0.157368562991847,9,3
86,7,0.00167686168762718,9,3
36,9,0.449277342794543,10,3
37,6,0.0807923331979867,10,3
38,17,-0.216602103242251,10,3
39,22,0.36853927486411,10,3
44,8,0.374655897727889,10,3
45,14,0.278575587753855,10,3
46,20,0.204554651918954,10,3
81,7,0.275228738793444,10,3
83,12,0.585195524514846,10,3
85,8,0.311960991604086,10,3
86,7,0.189454027520265,10,3
36,9,0.380959910577299,11,3
37,6,0.0873373252020333,11,3
38,17,-0.267061197318083,11,3
39,22,0.583063031175824,11,3
44,8,0.282170925085575,11,3
45,14,0.647967237615389,11,3
46,20,0.587239209226401,11,3
81,7,0.556026031301153,11,3
83,12,0.508834166376381,11,3
85,8,0.263549888189285,11,3
86,7,0.295622891369764,11,3
36,9,0.609060497822322,12,3
37,6,0.106594570019656,12,3
38,17,-0.0504104071421525,12,3
39,22,0.135538224867965,12,3
44,8,0.439129867806942,12,3
45,14,0.56076018288681,12,3
46,20,0.0092430236607261,12,3
81,7,-0.155644307242891,12,3
83,12,0.357674720291341,12,3
85,8,0.390980090244385,12,3
86,7,0.509266662130439,12,3
36,9,0.618230627392039,1,4
37,6,-0.221698073380919,1,4
38,17,0.166747219653601,1,4
39,22,0.633251670088388,1,4
44,8,0.461247948355894,1,4
45,14,0.42457629357238,1,4
46,20,0.147077193336909,1,4
81,7,0.385722489285597,1,4
83,12,0.383274818725532,1,4
85,8,0.139385759924364,1,4
86,7,0.00762339759903081,1,4
36,9,0.450693530696132,2,4
37,6,-0.138151655665198,2,4
38,17,-0.419492267231814,2,4
39,22,0.45900102957972,2,4
44,8,0.378254160190415,2,4
45,14,0.337548585941458,2,4
46,20,0.0170103766810109,2,4
81,7,-0.11842762365351,2,4
83,12,0.433080126699785,2,4
85,8,-0.30313993722059,2,4
86,7,-0.0737362834231107,2,4
36,9,0.425044651621005,3,4
37,6,0.140313601462221,3,4
38,17,-0.274915367085377,3,4
39,22,0.394141532027075,3,4
44,8,0.375443186810168,3,4
45,14,0.325455259794292,3,4
46,20,0.631013118046089,3,4
81,7,0.150647196888006,3,4
83,12,0.0795770492086229,3,4
85,8,0.383772511162642,3,4
86,7,-0.360613977135229,3,4
36,9,0.508877456556883,4,4
37,6,0.0596881967424714,4,4
38,17,-0.217355989507448,4,4
39,22,0.0667899825635939,4,4
44,8,0.571566367958376,4,4
45,14,0.335314750777123,4,4
46,20,0.0707421296170761,4,4
81,7,0.207803863253038,4,4
83,12,0.600742616324964,4,4
85,8,0.0656642252493162,4,4
86,7,0.61972408615704,4,4
36,9,0.496410402372325,5,4
37,6,0.580371050712938,5,4
38,17,0.543315033101889,5,4
39,22,-0.0493173656511431,5,4
44,8,0.324228196279318,5,4
45,14,0.618834570056744,5,4
46,20,0.0798932683736345,5,4
81,7,0.1428141559211,5,4
83,12,0.557330507544874,5,4
85,8,0.0121192288464463,5,4
86,7,0.00474664876257629,5,4
36,9,0.664926022628372,6,4
37,6,0.301643745553578,6,4
38,17,-0.280274067893157,6,4
39,22,0.389874792873257,6,4
44,8,0.61089303272711,6,4
45,14,0.439045756690185,6,4
46,20,0.174331836950894,6,4
81,7,0.475934882804169,6,4
83,12,0.630936692846977,6,4
85,8,0.319516725430389,6,4
86,7,0.463878252399745,6,4
36,9,0.199247423209763,7,4
37,6,0.212036473276302,7,4
38,17,0.0557599727103223,7,4
39,22,0.295613317156886,7,4
44,8,0.51068050034277,7,4
45,14,0.167362677013558,7,4
46,20,0.218130631257746,7,4
81,7,0.440933944542647,7,4
83,12,0.698515435075667,7,4
85,8,0.185706907917523,7,4
86,7,0.552413488323593,7,4
36,9,0.472730759016829,8,4
37,6,0.620812015716433,8,4
38,17,-0.330283385064764,8,4
39,22,0.524506951194127,8,4
44,8,0.46860288201212,8,4
45,14,0.449373099976559,8,4
46,20,-0.0146501460626776,8,4
81,7,0.138031198737497,8,4
83,12,0.483679863388844,8,4
85,8,0.562289902521507,8,4
86,7,0.545245839900328,8,4
36,9,0.567126975364441,9,4
37,6,-0.0863235648242555,9,4
38,17,-0.0146303654862236,9,4
39,22,0.374556707285361,9,4
44,8,0.235759598581323,9,4
45,14,0.329734668943446,9,4
46,20,0.310684016562261,9,4
81,7,0.547178712594525,9,4
83,12,0.497613802143937,9,4
85,8,0.152551054998413,9,4
86,7,-0.000406340007616392,9,4
36,9,0.438845958389247,10,4
37,6,0.0980586864347562,10,4
38,17,-0.222795467949117,10,4
39,22,0.452649398766178,10,4
44,8,0.366758672014292,10,4
45,14,0.33696818213075,10,4
46,20,0.193465371874555,10,4
81,7,0.297723254793337,10,4
83,12,0.61200521182797,10,4
85,8,0.4014173561259,10,4
86,7,0.175266627866693,10,4
36,9,0.398474093401935,11,4
37,6,0.0229191584763502,11,4
38,17,-0.272954603603632,11,4
39,22,0.592382039174295,11,4
44,8,0.257056502606087,11,4
45,14,0.653030914513475,11,4
46,20,0.593684761268332,11,4
81,7,0.559235081091463,11,4
83,12,0.513540828398067,11,4
85,8,0.27131133764772,11,4
86,7,0.464292877505693,11,4
36,9,0.652873864578223,12,4
37,6,0.066972617566476,12,4
38,17,-0.0830801028195133,12,4
39,22,0.153613312933446,12,4
44,8,0.431158011246398,12,4
45,14,0.565419162008572,12,4
46,20,-0.00244262993860403,12,4
81,7,-0.180754169789201,12,4
83,12,0.398627292237005,12,4
85,8,0.425780566047883,12,4
86,7,0.508762689820389,12,4
36,9,0.632181051527697,1,5
37,6,-0.214367249123339,1,5
38,17,0.176017461342385,1,5
39,22,0.645551455514555,1,5
44,8,0.458230724829834,1,5
45,14,0.446938307513856,1,5
46,20,0.186960695960243,1,5
81,7,0.430755859420448,1,5
83,12,0.416601348736042,1,5
85,8,0.15593343606831,1,5
86,7,0.00451446058752303,1,5
36,9,0.501759186592795,2,5
37,6,-0.161088061975639,2,5
38,17,-0.42507707562518,2,5
39,22,0.467212954714365,2,5
44,8,0.445918900929709,2,5
45,14,0.349540372490687,2,5
46,20,0.00957048625300518,2,5
81,7,-0.109101424506371,2,5
83,12,0.462135550694999,2,5
85,8,-0.300075698167308,2,5
86,7,-0.0754868254571285,2,5
36,9,0.411447115539745,3,5
37,6,0.142246459084395,3,5
38,17,-0.269968629422795,3,5
39,22,0.376075691063696,3,5
44,8,0.418644819105815,3,5
45,14,0.322217701302119,3,5
46,20,0.635077846868638,3,5
81,7,0.153235604514372,3,5
83,12,0.13295610639923,3,5
85,8,0.450072903378296,3,5
86,7,-0.361005248228544,3,5
36,9,0.513657100997058,4,5
37,6,0.0846361376380029,4,5
38,17,-0.21836695280399,4,5
39,22,0.0754828406180253,4,5
44,8,0.616785088682742,4,5
45,14,0.440674587097676,4,5
46,20,0.145754748957425,4,5
81,7,0.200711227817986,4,5
83,12,0.626344326614551,4,5
85,8,0.0784746029726483,4,5
86,7,0.624262583118389,4,5
36,9,0.512531153224127,5,5
37,6,0.580385537452909,5,5
38,17,0.545305847524313,5,5
39,22,-0.0625258058246415,5,5
44,8,0.368896935057332,5,5
45,14,0.625883392226148,5,5
46,20,0.0437725115056087,5,5
81,7,0.167620670319307,5,5
83,12,0.601626189207517,5,5
85,8,0.0831451573440323,5,5
86,7,0.00649883291201771,5,5
36,9,0.678232744834645,6,5
37,6,0.279095731668624,6,5
38,17,-0.28389962883965,6,5
39,22,0.429581819408347,6,5
44,8,0.616078739064568,6,5
45,14,0.483607254344602,6,5
46,20,0.225016298136777,6,5
81,7,0.574453532106671,6,5
83,12,0.64333519014723,6,5
85,8,0.331999587185696,6,5
86,7,0.564968112845968,6,5
36,9,0.207002863529448,7,5
37,6,0.272382161722029,7,5
38,17,0.0896859372226406,7,5
39,22,0.326703832333335,7,5
44,8,0.567998892461039,7,5
45,14,0.170734495266901,7,5
46,20,0.234093183666393,7,5
81,7,0.467215792835078,7,5
83,12,0.706644917880869,7,5
85,8,0.160830663100823,7,5
86,7,0.552656580575626,7,5
36,9,0.459713871603476,8,5
37,6,0.623195202503798,8,5
38,17,-0.299850012410145,8,5
39,22,0.588521025375573,8,5
44,8,0.464023279373887,8,5
45,14,0.515722189980182,8,5
46,20,-0.0323469344874848,8,5
81,7,0.130448360079898,8,5
83,12,0.528746329657559,8,5
85,8,0.569362976117296,8,5
86,7,0.545788716554306,8,5
36,9,0.594606706270158,9,5
37,6,-0.0996143227314923,9,5
38,17,0.0198652826573703,9,5
39,22,0.373973527904716,9,5
44,8,0.216980275276908,9,5
45,14,0.319407313599964,9,5
46,20,0.439325296540383,9,5
81,7,0.549863342443837,9,5
83,12,0.609112851017978,9,5
85,8,0.186441254335468,9,5
86,7,0.0391696153308686,9,5
36,9,0.422494959593991,10,5
37,6,0.0996598720322891,10,5
38,17,-0.22674726384166,10,5
39,22,0.471257873429751,10,5
44,8,0.380382543738012,10,5
45,14,0.372676163962162,10,5
46,20,0.188643801350563,10,5
81,7,0.333542418332341,10,5
83,12,0.674316280727252,10,5
85,8,0.499443044785183,10,5
86,7,0.184532610173476,10,5
36,9,0.423916642242184,11,5
37,6,-0.0511547585461874,11,5
38,17,-0.271853397571347,11,5
39,22,0.599236641221374,11,5
44,8,0.243774552262023,11,5
45,14,0.655743387107955,11,5
46,20,0.601509320210029,11,5
81,7,0.564724839836023,11,5
83,12,0.517224024821724,11,5
85,8,0.299084492605686,11,5
86,7,0.546614010370764,11,5
36,9,0.660047794916359,12,5
37,6,0.0500930382214792,12,5
38,17,-0.09554932199661,12,5
39,22,0.196855696300785,12,5
44,8,0.427976553530411,12,5
45,14,0.567891583420349,12,5
46,20,-0.0116804913451509,12,5
81,7,-0.198578101196153,12,5
83,12,0.422647481497029,12,5
85,8,0.487371716684115,12,5
86,7,0.509287030078938,12,5
