"cohort","day","sttc","focalrank","timewindow"
"39","22",0.162770811332709,12,2
"44","8",0.494948606151715,12,2
"45","14",0.562008733624454,12,2
"46","20",0.105455354880265,12,2
"81","7",-0.117047252018276,12,2
"83","12",0.353070441330965,12,2
"85","8",0.300554057757038,12,2
"86","7",0.50974094783002,12,2
"36","9",0.458828756787019,1,3
"37","6",-0.193594583242456,1,3
"38","17",0.0940333723162444,1,3
"39","22",0.537731620132965,1,3
"44","8",0.514946642154359,1,3
"45","14",0.405334777272873,1,3
"46","20",0.133930489476529,1,3
"81","7",0.355808231733393,1,3
"83","12",0.302410424580793,1,3
"85","8",0.118569313009887,1,3
"86","7",0.00475200383242433,1,3
"36","9",0.366000390923644,2,3
"37","6",-0.0538238645687703,2,3
"38","17",-0.406823814009544,2,3
"39","22",0.369000817013678,2,3
"44","8",0.32917304154703,2,3
"45","14",0.276905775747198,2,3
"46","20",0.0414509139171462,2,3
"81","7",-0.161373244769183,2,3
"83","12",0.324983053693758,2,3
"85","8",-0.28696461296412,2,3
"86","7",0.0278741371820869,2,3
"36","9",0.384910027710115,3,3
"37","6",0.277614170861822,3,3
"38","17",-0.265962720234216,3,3
"39","22",0.387346947015229,3,3
"44","8",0.356370893770347,3,3
"45","14",0.312365873533352,3,3
"46","20",0.63025264710341,3,3
"81","7",0.14216619902078,3,3
"83","12",0.0356367647702914,3,3
"85","8",0.315050113510098,3,3
"86","7",-0.317585203960312,3,3
"36","9",0.336106776147542,4,3
"37","6",0.0945495867021298,4,3
"38","17",-0.166076904281479,4,3
"39","22",0.149340576205108,4,3
"44","8",0.510684979995521,4,3
"45","14",0.205959655219281,4,3
"46","20",0.118643634487307,4,3
"81","7",0.225844587760711,4,3
"83","12",0.52410895264074,4,3
"85","8",0.0644147431873682,4,3
"86","7",0.42224827912143,4,3
"36","9",0.416123943930145,5,3
"37","6",0.583982038450522,5,3
"38","17",0.545022978736799,5,3
"39","22",0.0121020830817021,5,3
"44","8",0.341288950249495,5,3
"45","14",0.578125942723629,5,3
"46","20",0.0898241950093161,5,3
"81","7",0.121228355303526,5,3
"83","12",0.367483656392551,5,3
"85","8",0.0109276824512872,5,3
"86","7",0.0203632753442519,5,3
"36","9",0.533208238583984,6,3
"37","6",0.352807014698487,6,3
"38","17",-0.311841825002209,6,3
"39","22",0.438136175274602,6,3
"44","8",0.525658661668673,6,3
"45","14",0.338509560860019,6,3
"46","20",0.32133087571034,6,3
"81","7",0.453082496986196,6,3
"83","12",0.570799265985024,6,3
"85","8",0.303442124856933,6,3
"86","7",0.428952754831797,6,3
"36","9",0.257137372737396,7,3
"37","6",0.2418545383318,7,3
"38","17",-0.0938000710917561,7,3
"39","22",0.298677751559211,7,3
"44","8",0.542816446379512,7,3
"45","14",0.181361118968703,7,3
"46","20",0.257170460512229,7,3
"81","7",0.413059036112703,7,3
"83","12",0.653704794784023,7,3
"85","8",0.211015396215635,7,3
"86","7",0.55111017091079,7,3
"36","9",0.38839099235148,8,3
"37","6",0.523178925350738,8,3
"38","17",-0.292914845630982,8,3
"39","22",0.50670876886903,8,3
"44","8",0.44907686080121,8,3
"45","14",0.285293680836366,8,3
"46","20",0.118419360872459,8,3
"81","7",0.155506953759212,8,3
"83","12",0.396841706269385,8,3
"85","8",0.55544235833636,8,3
"86","7",0.493060207656872,8,3
"36","9",0.493792513188743,9,3
"37","6",-0.0315611797610455,9,3
"38","17",0.00570628819092334,9,3
"39","22",0.395828126496385,9,3
"44","8",0.29723109423596,9,3
"45","14",0.353171689650874,9,3
"46","20",0.293661585453537,9,3
"81","7",0.539178460476355,9,3
"83","12",0.374980078832117,9,3
"85","8",0.161133215181417,9,3
"86","7",0.0385821736870266,9,3
"36","9",0.456112209040794,10,3
"37","6",0.0852324855692728,10,3
"38","17",-0.21262200722636,10,3
"39","22",0.330606268985402,10,3
"44","8",0.406366161654156,10,3
"45","14",0.258138773903905,10,3
"46","20",0.190941682630322,10,3
"81","7",0.241834129927516,10,3
"83","12",0.526962073270311,10,3
"85","8",0.323644861838944,10,3
"86","7",0.225711908788791,10,3
"36","9",0.394928927677969,11,3
"37","6",0.147792257928326,11,3
"38","17",-0.232938759651648,11,3
"39","22",0.476096871168714,11,3
"44","8",0.327988074060055,11,3
"45","14",0.637531137671105,11,3
"46","20",0.589978902953586,11,3
"81","7",0.552962217530921,11,3
"83","12",0.49815373202408,11,3
"85","8",0.21994861921785,11,3
"86","7",0.161239106214592,11,3
"36","9",0.55400650960106,12,3
"37","6",0.154788675623421,12,3
"38","17",0.0123255595580155,12,3
"39","22",0.131763187049639,12,3
"44","8",0.494254778719926,12,3
"45","14",0.565861632699077,12,3
"46","20",0.0622799909973892,12,3
"81","7",-0.153310950701045,12,3
"83","12",0.333258763707571,12,3
"85","8",0.318001153447102,12,3
"86","7",0.50961815801735,12,3
"36","9",0.573350048983792,1,4
"37","6",-0.206089818227888,1,4
"38","17",0.138645380638079,1,4
"39","22",0.531814825002647,1,4
"44","8",0.51857986208906,1,4
"45","14",0.413726992753623,1,4
"46","20",0.1253288057907,1,4
"81","7",0.374757197553017,1,4
"83","12",0.326035648852828,1,4
"85","8",0.120648237425523,1,4
"86","7",0.00613357227294926,1,4
"36","9",0.399966254021784,2,4
"37","6",-0.0936627519270386,2,4
"38","17",-0.419877020425196,2,4
"39","22",0.403167681763026,2,4
"44","8",0.369881925220694,2,4
"45","14",0.309486416968245,2,4
"46","20",0.0503706856144189,2,4
"81","7",-0.138311999703759,2,4
"83","12",0.386217252944355,2,4
"85","8",-0.292107907087144,2,4
"86","7",-0.0246324125148951,2,4
"36","9",0.37360799206534,3,4
"37","6",0.224821700552896,3,4
"38","17",-0.296036977809018,3,4
"39","22",0.399367087326598,3,4
"44","8",0.378389420389065,3,4
"45","14",0.329182790948435,3,4
"46","20",0.638909567979763,3,4
"81","7",0.140354934244531,3,4
"83","12",0.105775374512651,3,4
"85","8",0.381575738667127,3,4
"86","7",-0.330848936277662,3,4
"36","9",0.310883397325423,4,4
"37","6",0.0617958560546978,4,4
"38","17",-0.198184429704977,4,4
"39","22",0.122942088047701,4,4
"44","8",0.570917424569124,4,4
"45","14",0.283582126480149,4,4
"46","20",0.124982334520188,4,4
"81","7",0.229233732853979,4,4
"83","12",0.548360382556683,4,4
"85","8",0.0784153265120078,4,4
"86","7",0.465655043695534,4,4
"36","9",0.418647607193821,5,4
"37","6",0.583735400003947,5,4
"38","17",0.546560015865408,5,4
"39","22",0.026327630988155,5,4
"44","8",0.353566723853079,5,4
"45","14",0.609974250870094,5,4
"46","20",0.0359621998878649,5,4
"81","7",0.142165505322299,5,4
"83","12",0.391209621075269,5,4
"85","8",0.00317506878428576,5,4
"86","7",0.0502977714889845,5,4
"36","9",0.601417419924191,6,4
"37","6",0.336574569983071,6,4
"38","17",-0.313639501954951,6,4
"39","22",0.474003136121928,6,4
"44","8",0.608059621898918,6,4
"45","14",0.396269802494697,6,4
"46","20",0.270041205022273,6,4
"81","7",0.525799280841423,6,4
"83","12",0.623158036798776,6,4
"85","8",0.29393684677344,6,4
"86","7",0.469892253795225,6,4
"36","9",0.247752374285504,7,4
"37","6",0.277780168161711,7,4
"38","17",-0.0954824449101371,7,4
"39","22",0.256935865174161,7,4
"44","8",0.540787929223315,7,4
"45","14",0.231121855214505,7,4
"46","20",0.245465906266318,7,4
"81","7",0.424490415052924,7,4
"83","12",0.667812009962181,7,4
"85","8",0.177182159590177,7,4
"86","7",0.55294306220652,7,4
"36","9",0.420062958696448,8,4
"37","6",0.621767103296077,8,4
"38","17",-0.287680824448922,8,4
"39","22",0.543903226172904,8,4
"44","8",0.46240792901695,8,4
"45","14",0.398557019507239,8,4
"46","20",0.0847120005011724,8,4
"81","7",0.136132157335209,8,4
"83","12",0.426934424694664,8,4
"85","8",0.560942917499024,8,4
"86","7",0.541203441561132,8,4
"36","9",0.569781180700893,9,4
"37","6",-0.0443954277201816,9,4
"38","17",0.0499645392308745,9,4
"39","22",0.387000540844258,9,4
"44","8",0.277253808577752,9,4
"45","14",0.333068460848159,9,4
"46","20",0.278141815698171,9,4
"81","7",0.542930768692323,9,4
"83","12",0.38840736598017,9,4
"85","8",0.150900740973603,9,4
"86","7",0.0681627827491614,9,4
"36","9",0.442622922848019,10,4
"37","6",0.095500479214687,10,4
"38","17",-0.225783865296075,10,4
"39","22",0.387589626747028,10,4
"44","8",0.40107577181391,10,4
"45","14",0.306977917293445,10,4
"46","20",0.163959578796498,10,4
"81","7",0.247305572884175,10,4
"83","12",0.606980136978384,10,4
"85","8",0.407518852486304,10,4
"86","7",0.210034941516848,10,4
"36","9",0.421004242199594,11,4
"37","6",0.11391255415145,11,4
"38","17",-0.248565389195278,11,4
"39","22",0.462452931158256,11,4
"44","8",0.303830496748188,11,4
"45","14",0.645811121476644,11,4
"46","20",0.5975,11,4
"81","7",0.556469332109736,11,4
"83","12",0.497482838967122,11,4
"85","8",0.260717772365504,11,4
"86","7",0.193522297537893,11,4
"36","9",0.610778855512009,12,4
"37","6",0.117156818993113,12,4
"38","17",-0.0359793734141504,12,4
"39","22",0.142142820261125,12,4
"44","8",0.491428582207469,12,4
"45","14",0.570209600922569,12,4
"46","20",0.0168397606369974,12,4
"81","7",-0.186567219818399,12,4
"83","12",0.350168344197503,12,4
"85","8",0.430661388607956,12,4
"86","7",0.508734810578985,12,4
"36","9",0.588832441319894,1,5
"37","6",-0.206445250863791,1,5
"38","17",0.136621882598956,1,5
"39","22",0.571307043727861,1,5
"44","8",0.521469018748583,1,5
"45","14",0.438342434349084,1,5
"46","20",0.144956623068714,1,5
"81","7",0.439618444262252,1,5
"83","12",0.335113617199465,1,5
"85","8",0.115627042969876,1,5
"86","7",-0.00646076154167265,1,5
"36","9",0.424180113593182,2,5
"37","6",-0.125434431364675,2,5
"38","17",-0.431462821382808,2,5
"39","22",0.463020348709276,2,5
"44","8",0.45586184130131,2,5
"45","14",0.340540603875117,2,5
"46","20",0.0421119579274962,2,5
"81","7",-0.135764906218887,2,5
"83","12",0.418081896531362,2,5
"85","8",-0.290181940592589,2,5
"86","7",-0.0342001130327994,2,5
"36","9",0.362299980186036,3,5
"37","6",0.205323286970999,3,5
"38","17",-0.309438886785066,3,5
"39","22",0.403207065177973,3,5
"44","8",0.402953893042354,3,5
"45","14",0.339081474748592,3,5
"46","20",0.644522067591047,3,5
"81","7",0.13332577797425,3,5
"83","12",0.212375455916571,3,5
"85","8",0.444382220104092,3,5
"86","7",-0.337559680907226,3,5
"36","9",0.520343450387302,4,5
"37","6",0.0747987133930434,4,5
"38","17",-0.212042484719237,4,5
"39","22",0.12791389488981,4,5
"44","8",0.612183983371049,4,5
"45","14",0.363264206841772,4,5
"46","20",0.162383945960945,4,5
"81","7",0.197203679636138,4,5
"83","12",0.605122553006515,4,5
"85","8",0.0588280310642296,4,5
"86","7",0.437242600230499,4,5
"36","9",0.450157718168847,5,5
"37","6",0.584261724906255,5,5
"38","17",0.546788242949213,5,5
"39","22",0.0286446582492465,5,5
"44","8",0.408641604562352,5,5
"45","14",0.614225252762756,5,5
"46","20",-0.00337780269206523,5,5
"81","7",0.157677254402216,5,5
"83","12",0.416559286425526,5,5
"85","8",0.0664840592295478,5,5
"86","7",0.0653966316875684,5,5
"36","9",0.666197597513081,6,5
"37","6",0.326876321068322,6,5
"38","17",-0.307463974155742,6,5
"39","22",0.463964424261107,6,5
"44","8",0.614414136347853,6,5
"45","14",0.480936751747753,6,5
"46","20",0.227490023564303,6,5
"81","7",0.580422661019733,6,5
"83","12",0.638566519648806,6,5
"85","8",0.300342844992746,6,5
"86","7",0.561752988047809,6,5
"36","9",0.268151135256102,7,5
"37","6",0.311347733589401,7,5
"38","17",-0.0678972995308606,7,5
"39","22",0.243966175673503,7,5
"44","8",0.568685380758765,7,5
"45","14",0.296580999455846,7,5
"46","20",0.250350568042363,7,5
"81","7",0.450359672647682,7,5
"83","12",0.679490262082231,7,5
"85","8",0.147732533179027,7,5
"86","7",0.552728716942342,7,5
"36","9",0.443791651763166,8,5
"37","6",0.624889473162913,8,5
"38","17",-0.23613062006039,8,5
"39","22",0.597068646477411,8,5
"44","8",0.458514022109841,8,5
"45","14",0.517142300473944,8,5
"46","20",0.0630427954667985,8,5
"81","7",0.119062528992015,8,5
"83","12",0.507594387624391,8,5
"85","8",0.566297171694201,8,5
"86","7",0.54091702487951,8,5
"36","9",0.603679918233545,9,5
"37","6",-0.0520597308594066,9,5
"38","17",0.0538008942395544,9,5
"39","22",0.391775602614679,9,5
"44","8",0.260174588675667,9,5
"45","14",0.319418742491714,9,5
"46","20",0.280834110709512,9,5
"81","7",0.544281252250895,9,5
"83","12",0.467236530423082,9,5
"85","8",0.157791813603486,9,5
"86","7",0.111831958184882,9,5
"36","9",0.432351810705715,10,5
"37","6",0.119168500709669,10,5
"38","17",-0.23114909254351,10,5
"39","22",0.393355310983418,10,5
"44","8",0.415730122299066,10,5
"45","14",0.333600412936086,10,5
"46","20",0.146847004899459,10,5
"81","7",0.294789822431008,10,5
"83","12",0.643734573545871,10,5
"85","8",0.501581093494385,10,5
"86","7",0.23428098172462,10,5
"36","9",0.453023057553171,11,5
"37","6",0.0478046334645396,11,5
"38","17",-0.257961363049458,11,5
"39","22",0.51333693898788,11,5
"44","8",0.290708542882686,11,5
"45","14",0.652306136303809,11,5
"46","20",0.605643033441126,11,5
"81","7",0.563203007518797,11,5
"83","12",0.499086987898168,11,5
"85","8",0.28607121657624,11,5
"86","7",0.236308171298802,11,5
"36","9",0.648220112726194,12,5
"37","6",0.0776444956065195,12,5
"38","17",-0.0596105877486223,12,5
"39","22",0.154688509091198,12,5
"44","8",0.492389862101501,12,5
"45","14",0.572911595600481,12,5
"46","20",-0.0094649687404144,12,5
"81","7",-0.20861481606221,12,5
"83","12",0.375898672042444,12,5
"85","8",0.488439851466362,12,5
"86","7",0.508615828658263,12,5
