Duration_sf,Behavior,Event_Type,Side,Time
3,drink,State start,left,2:49:12
0,drink,State stop,left,2:49:15
36.22,eat,State start,left,2:59:00
0,eat,State stop,left,2:59:36
5.42,drink,State start,left,4:39:13
0,drink,State stop,left,4:39:18
"1.32,2.4,4.48",drink,State start,left,4:46:20
0,drink,State stop,left,4:46:21
"19.26,4.86",eat,State start,left,5:25:04
0,eat,State stop,left,5:25:23
"27.26,5.62",eat,State start,left,5:26:00
0,eat,State stop,left,5:26:27
8,drink,State start,left,1:08:34
0,drink,State stop,left,1:08:42
16.94,eat,State start,left,3:24:43
0,eat,State stop,left,3:25:00
54.46,eat,State start,left,5:43:05
0,eat,State stop,left,5:44:00
47.26,eat,State start,left,5:57:00
0,eat,State stop,left,5:57:47
37.08,eat,State start,left,6:19:00
0,eat,State stop,left,6:19:37
2.28,eat,State start,left,12:56:26
0,eat,State stop,left,12:56:28
3.56,drink,State start,right,1:18:56
0,drink,State stop,right,1:19:00
7.04,drink,State start,right,1:39:41
0,drink,State stop,right,1:39:48
13.92,eat,State start,right,1:46:00
0,eat,State stop,right,1:46:13
18.48,eat,State start,right,2:05:34
0,eat,State stop,right,2:05:53
2.88,drink,State start,right,2:13:35
0,drink,State stop,right,2:13:38
1.56,drink,State start,right,2:17:25
0,drink,State stop,right,2:17:26
60,eat,State start,right,2:23:00
0,eat,State stop,right,2:24:00
5.56,drink,State start,right,2:53:31
0,drink,State stop,right,2:53:36
20.72,eat,State start,right,2:55:30
0,eat,State stop,right,2:55:51
6.08,drink,State start,right,3:29:53
0,drink,State stop,right,3:30:00
3.48,eat,State start,right,3:33:34
0,eat,State stop,right,3:33:38
"5.44,16",drink,State start,right,3:35:17
0,drink,State stop,right,3:35:23
60,eat,State start,right,3:43:00
0,eat,State stop,right,3:44:00
"1.2,4.8",eat,State start,right,3:59:52
0,eat,State stop,right,3:59:54
"7,0.68",drink,State start,right,4:40:15
0,drink,State stop,right,4:40:22
3.16,drink,State start,right,1:17:00
0,drink,State stop,right,1:17:03
"12.48,1.56",eat,State start,right,4:02:00
0,eat,State stop,right,4:02:12
"4.2,3.28",drink,State start,right,4:10:27
0,drink,State stop,right,4:10:31
6.68,drink,State start,right,4:29:06
0,drink,State stop,right,4:29:13
10.56,drink,State start,right,4:30:24
0,drink,State stop,right,4:30:34
2.96,drink,State start,right,4:39:13
0,drink,State stop,right,4:39:16
10.2,eat,State start,right,5:52:49
0,eat,State stop,right,5:53:00
11.64,drink,State start,right,6:53:04
0,drink,State stop,right,6:53:15
11.36,eat,State start,right,7:42:00
0,eat,State stop,right,7:42:11
5.28,drink,State start,right,8:09:02
0,drink,State stop,right,8:09:07
7.52,drink,State start,right,8:40:51
0,drink,State stop,right,8:40:59
8.08,eat,State start,right,9:46:00
0,eat,State stop,right,9:46:08
13.36,drink,State start,right,12:07:42
0,drink,State stop,right,12:07:55
1.4,eat,State start,right,13:12:45
0,eat,State stop,right,13:12:46
