"realtime","subject","side","cohort","day"
224,"M5","left",83,12
224,"M1","right",83,12
225,"M3","left",83,12
225,"M5","left",83,12
225,"M1","right",83,12
226,"M3","left",83,12
226,"M5","left",83,12
226,"M9","left",83,12
226,"M1","right",83,12
227,"M3","left",83,12
227,"M5","left",83,12
227,"M9","left",83,12
227,"M1","right",83,12
228,"M3","left",83,12
228,"M7","left",83,12
229,"M8","left",83,12
230,"M4","left",83,12
230,"M9","left",83,12
231,"M4","left",83,12
231,"M5","left",83,12
231,"M7","left",83,12
231,"M8","left",83,12
231,"M9","left",83,12
232,"M5","left",83,12
232,"M12","left",83,12
232,"M7","right",83,12
233,"M5","left",83,12
233,"M12","left",83,12
233,"M4","right",83,12
233,"M7","right",83,12
234,"M5","left",83,12
234,"M12","left",83,12
234,"M7","right",83,12
235,"M5","left",83,12
235,"M8","right",83,12
236,"M3","left",83,12
236,"M9","left",83,12
236,"M4","right",83,12
236,"M5","right",83,12
237,"M3","left",83,12
237,"M5","left",83,12
237,"M9","left",83,12
237,"M8","right",83,12
238,"M5","left",83,12
238,"M11","left",83,12
239,"M5","left",83,12
239,"M9","left",83,12
239,"M11","left",83,12
239,"M1","right",83,12
240,"M7","left",83,12
240,"M8","left",83,12
240,"M11","left",83,12
241,"M8","left",83,12
241,"M1","right",83,12
242,"M1","left",83,12
242,"M11","left",83,12
242,"M12","left",83,12
242,"M1","right",83,12
243,"M1","left",83,12
244,"M1","left",83,12
244,"M8","left",83,12
245,"M8","left",83,12
246,"M8","left",83,12
246,"M9","left",83,12
247,"M7","left",83,12
247,"M9","left",83,12
248,"M7","left",83,12
248,"M9","left",83,12
249,"M7","left",83,12
249,"M9","left",83,12
249,"M12","left",83,12
249,"M8","right",83,12
250,"M12","left",83,12
251,"M6","left",83,12
251,"M7","left",83,12
251,"M10","left",83,12
251,"M12","left",83,12
252,"M5","left",83,12
252,"M6","left",83,12
252,"M9","left",83,12
252,"M10","left",83,12
252,"M7","right",83,12
253,"M3","left",83,12
253,"M5","left",83,12
253,"M10","left",83,12
253,"M6","right",83,12
254,"M3","left",83,12
254,"M5","left",83,12
254,"M11","left",83,12
254,"M12","left",83,12
254,"M6","right",83,12
255,"M3","left",83,12
255,"M6","left",83,12
255,"M7","left",83,12
255,"M9","left",83,12
255,"M10","left",83,12
255,"M11","left",83,12
255,"M6","right",83,12
256,"M3","left",83,12
256,"M6","left",83,12
256,"M9","left",83,12
256,"M10","left",83,12
257,"M6","left",83,12
257,"M10","left",83,12
257,"M6","right",83,12
258,"M1","left",83,12
258,"M7","left",83,12
258,"M6","right",83,12
259,"M10","left",83,12
260,"M9","left",83,12
260,"M10","right",83,12
262,"M12","right",83,12
263,"M6","right",83,12
264,"M1","left",83,12
264,"M3","left",83,12
264,"M10","left",83,12
264,"M11","left",83,12
264,"M6","right",83,12
265,"M1","left",83,12
265,"M10","left",83,12
265,"M11","left",83,12
265,"M1","right",83,12
266,"M10","left",83,12
266,"M11","left",83,12
267,"M10","left",83,12
268,"M1","left",83,12
268,"M1","right",83,12
269,"M1","left",83,12
270,"M1","left",83,12
271,"M6","left",83,12
275,"M10","left",83,12
275,"M11","left",83,12
275,"M12","left",83,12
276,"M10","left",83,12
276,"M11","left",83,12
276,"M12","left",83,12
277,"M2","left",83,12
277,"M10","left",83,12
277,"M11","left",83,12
278,"M2","left",83,12
278,"M10","left",83,12
279,"M2","left",83,12
279,"M10","left",83,12
280,"M2","left",83,12
280,"M10","left",83,12
281,"M2","left",83,12
281,"M10","left",83,12
282,"M10","left",83,12
283,"M2","left",83,12
284,"M2","left",83,12
301,"M3","left",83,12
302,"M3","left",83,12
303,"M3","left",83,12
303,"M12","left",83,12
304,"M3","left",83,12
304,"M12","left",83,12
305,"M12","left",83,12
306,"M12","left",83,12
307,"M7","left",83,12
308,"M7","left",83,12
309,"M7","left",83,12
309,"M12","left",83,12
309,"M7","right",83,12
310,"M1","left",83,12
310,"M7","left",83,12
311,"M7","left",83,12
312,"M1","left",83,12
313,"M1","left",83,12
313,"M7","left",83,12
314,"M3","right",83,12
315,"M3","left",83,12
315,"M7","left",83,12
316,"M9","left",83,12
317,"M7","left",83,12
317,"M9","left",83,12
318,"M7","left",83,12
318,"M9","left",83,12
319,"M6","left",83,12
319,"M7","left",83,12
319,"M9","left",83,12
320,"M6","left",83,12
322,"M3","left",83,12
322,"M10","left",83,12
323,"M1","left",83,12
323,"M7","right",83,12
324,"M8","left",83,12
325,"M5","left",83,12
325,"M7","left",83,12
325,"M8","left",83,12
325,"M9","left",83,12
326,"M3","left",83,12
326,"M5","left",83,12
326,"M6","left",83,12
326,"M7","left",83,12
326,"M8","left",83,12
326,"M9","left",83,12
326,"M10","left",83,12
326,"M1","right",83,12
326,"M12","right",83,12
327,"M3","left",83,12
327,"M5","left",83,12
327,"M6","left",83,12
327,"M9","left",83,12
327,"M10","left",83,12
327,"M11","left",83,12
328,"M3","left",83,12
328,"M4","left",83,12
328,"M5","left",83,12
328,"M6","left",83,12
328,"M9","left",83,12
328,"M10","left",83,12
328,"M11","left",83,12
329,"M3","left",83,12
329,"M4","left",83,12
329,"M5","left",83,12
329,"M6","left",83,12
329,"M7","left",83,12
329,"M10","left",83,12
330,"M4","left",83,12
330,"M5","left",83,12
330,"M6","left",83,12
330,"M7","left",83,12
330,"M10","left",83,12
330,"M11","left",83,12
330,"M7","right",83,12
331,"M1","left",83,12
331,"M4","left",83,12
331,"M5","left",83,12
331,"M9","left",83,12
331,"M10","left",83,12
331,"M11","left",83,12
331,"M7","right",83,12
332,"M4","left",83,12
332,"M5","left",83,12
332,"M7","left",83,12
332,"M9","left",83,12
332,"M10","left",83,12
332,"M1","right",83,12
332,"M7","right",83,12
333,"M5","left",83,12
333,"M7","left",83,12
333,"M9","left",83,12
333,"M10","left",83,12
333,"M1","right",83,12
334,"M4","left",83,12
334,"M7","left",83,12
334,"M8","left",83,12
334,"M10","left",83,12
334,"M1","right",83,12
334,"M8","right",83,12
335,"M4","left",83,12
335,"M7","left",83,12
335,"M11","left",83,12
336,"M7","left",83,12
336,"M8","left",83,12
336,"M11","left",83,12
336,"M4","right",83,12
337,"M11","left",83,12
338,"M1","left",83,12
338,"M5","left",83,12
338,"M8","left",83,12
339,"M4","left",83,12
339,"M8","left",83,12
339,"M10","left",83,12
339,"M11","left",83,12
340,"M1","left",83,12
340,"M4","left",83,12
340,"M9","left",83,12
340,"M11","left",83,12
340,"M8","right",83,12
341,"M1","left",83,12
341,"M5","left",83,12
341,"M10","left",83,12
341,"M4","right",83,12
342,"M4","left",83,12
342,"M5","left",83,12
342,"M9","left",83,12
343,"M5","left",83,12
343,"M9","left",83,12
343,"M10","left",83,12
344,"M4","left",83,12
344,"M5","left",83,12
344,"M9","left",83,12
345,"M3","left",83,12
345,"M4","left",83,12
345,"M9","left",83,12
345,"M1","right",83,12
345,"M4","right",83,12
346,"M1","left",83,12
346,"M3","left",83,12
346,"M4","left",83,12
346,"M5","left",83,12
346,"M7","left",83,12
346,"M9","left",83,12
346,"M10","left",83,12
346,"M1","right",83,12
347,"M1","left",83,12
347,"M3","left",83,12
347,"M8","left",83,12
347,"M9","left",83,12
348,"M1","left",83,12
348,"M3","left",83,12
348,"M8","left",83,12
348,"M9","left",83,12
349,"M1","left",83,12
349,"M7","left",83,12
349,"M8","left",83,12
349,"M10","left",83,12
350,"M8","left",83,12
350,"M9","left",83,12
350,"M10","left",83,12
351,"M4","left",83,12
351,"M5","left",83,12
351,"M8","left",83,12
351,"M9","left",83,12
351,"M10","left",83,12
351,"M11","left",83,12
351,"M3","right",83,12
352,"M4","left",83,12
352,"M5","left",83,12
352,"M7","left",83,12
352,"M9","left",83,12
352,"M10","left",83,12
353,"M4","left",83,12
353,"M5","left",83,12
353,"M9","left",83,12
353,"M10","left",83,12
354,"M3","left",83,12
354,"M5","left",83,12
354,"M8","left",83,12
354,"M9","left",83,12
354,"M11","left",83,12
354,"M12","left",83,12
354,"M5","right",83,12
355,"M3","left",83,12
355,"M5","left",83,12
355,"M10","left",83,12
356,"M4","left",83,12
356,"M5","left",83,12
356,"M6","left",83,12
356,"M9","left",83,12
356,"M10","left",83,12
357,"M6","left",83,12
357,"M8","left",83,12
357,"M10","left",83,12
358,"M5","left",83,12
358,"M6","left",83,12
358,"M9","left",83,12
358,"M10","left",83,12
359,"M6","left",83,12
359,"M10","left",83,12
359,"M7","right",83,12
360,"M1","left",83,12
360,"M6","left",83,12
360,"M7","left",83,12
360,"M8","left",83,12
360,"M10","left",83,12
361,"M1","left",83,12
361,"M5","left",83,12
361,"M8","left",83,12
362,"M5","left",83,12
362,"M8","left",83,12
362,"M9","left",83,12
362,"M10","left",83,12
362,"M12","left",83,12
362,"M1","right",83,12
363,"M1","left",83,12
363,"M5","left",83,12
363,"M7","left",83,12
363,"M9","left",83,12
363,"M10","left",83,12
363,"M12","left",83,12
364,"M1","left",83,12
364,"M4","left",83,12
364,"M7","left",83,12
364,"M9","left",83,12
364,"M10","left",83,12
364,"M8","right",83,12
365,"M1","left",83,12
365,"M7","left",83,12
366,"M1","left",83,12
366,"M12","left",83,12
367,"M1","left",83,12
367,"M7","right",83,12
368,"M9","left",83,12
369,"M4","left",83,12
370,"M5","left",83,12
371,"M7","left",83,12
372,"M7","left",83,12
372,"M8","left",83,12
373,"M4","left",83,12
373,"M7","left",83,12
373,"M8","left",83,12
373,"M9","left",83,12
373,"M10","left",83,12
373,"M11","left",83,12
374,"M4","left",83,12
374,"M9","left",83,12
374,"M10","left",83,12
375,"M4","left",83,12
375,"M10","left",83,12
375,"M7","right",83,12
376,"M4","left",83,12
376,"M11","left",83,12
377,"M7","left",83,12
377,"M10","left",83,12
377,"M11","left",83,12
378,"M7","left",83,12
378,"M8","right",83,12
379,"M3","left",83,12
379,"M5","left",83,12
379,"M7","left",83,12
379,"M10","left",83,12
380,"M5","left",83,12
381,"M5","left",83,12
382,"M5","left",83,12
382,"M8","left",83,12
383,"M5","left",83,12
383,"M8","left",83,12
383,"M7","right",83,12
384,"M4","left",83,12
384,"M5","left",83,12
384,"M7","left",83,12
384,"M8","left",83,12
384,"M9","left",83,12
384,"M11","left",83,12
384,"M7","right",83,12
384,"M8","right",83,12
385,"M4","left",83,12
385,"M5","left",83,12
385,"M7","left",83,12
385,"M9","left",83,12
386,"M4","left",83,12
386,"M5","left",83,12
386,"M7","left",83,12
387,"M5","left",83,12
388,"M5","left",83,12
388,"M11","left",83,12
389,"M5","left",83,12
389,"M6","left",83,12
389,"M11","left",83,12
391,"M9","left",83,12
392,"M4","left",83,12
392,"M1","right",83,12
392,"M4","right",83,12
393,"M4","left",83,12
393,"M9","left",83,12
394,"M4","left",83,12
394,"M9","left",83,12
395,"M1","left",83,12
395,"M4","left",83,12
395,"M7","right",83,12
396,"M1","left",83,12
396,"M8","left",83,12
396,"M9","left",83,12
396,"M7","right",83,12
397,"M1","left",83,12
397,"M5","left",83,12
397,"M6","left",83,12
397,"M11","left",83,12
397,"M1","right",83,12
397,"M7","right",83,12
398,"M6","left",83,12
398,"M11","left",83,12
398,"M7","right",83,12
399,"M4","left",83,12
399,"M6","left",83,12
399,"M11","left",83,12
399,"M8","right",83,12
400,"M6","left",83,12
400,"M11","left",83,12
400,"M8","right",83,12
401,"M5","left",83,12
401,"M8","left",83,12
401,"M11","left",83,12
402,"M5","left",83,12
402,"M8","left",83,12
402,"M11","left",83,12
402,"M7","right",83,12
403,"M5","left",83,12
403,"M8","left",83,12
403,"M11","left",83,12
404,"M5","left",83,12
404,"M8","left",83,12
404,"M9","left",83,12
405,"M5","left",83,12
405,"M9","left",83,12
405,"M11","right",83,12
406,"M3","left",83,12
406,"M5","left",83,12
407,"M3","left",83,12
407,"M5","left",83,12
407,"M4","right",83,12
408,"M5","left",83,12
408,"M9","left",83,12
409,"M5","left",83,12
409,"M6","left",83,12
409,"M9","left",83,12
409,"M4","right",83,12
410,"M4","left",83,12
410,"M6","left",83,12
410,"M9","left",83,12
411,"M4","left",83,12
411,"M6","left",83,12
411,"M7","right",83,12
412,"M5","left",83,12
412,"M9","left",83,12
412,"M7","right",83,12
414,"M9","left",83,12
415,"M4","left",83,12
416,"M4","left",83,12
417,"M4","left",83,12
417,"M8","left",83,12
417,"M9","left",83,12
417,"M6","right",83,12
418,"M9","left",83,12
418,"M6","right",83,12
418,"M7","right",83,12
419,"M9","left",83,12
419,"M6","right",83,12
420,"M9","left",83,12
420,"M6","right",83,12
421,"M10","left",83,12
421,"M11","left",83,12
421,"M6","right",83,12
422,"M6","right",83,12
424,"M6","left",83,12
424,"M8","right",83,12
425,"M6","left",83,12
425,"M12","left",83,12
426,"M9","left",83,12
426,"M12","left",83,12
427,"M4","left",83,12
427,"M7","left",83,12
427,"M12","left",83,12
428,"M4","left",83,12
428,"M7","left",83,12
428,"M8","left",83,12
428,"M9","left",83,12
428,"M12","left",83,12
429,"M4","left",83,12
429,"M7","left",83,12
429,"M9","left",83,12
429,"M10","left",83,12
429,"M12","left",83,12
430,"M4","left",83,12
430,"M7","left",83,12
431,"M4","left",83,12
431,"M9","left",83,12
431,"M12","left",83,12
432,"M9","left",83,12
432,"M12","left",83,12
432,"M4","right",83,12
433,"M2","left",83,12
433,"M8","left",83,12
433,"M12","left",83,12
433,"M8","right",83,12
434,"M2","left",83,12
434,"M4","left",83,12
434,"M8","left",83,12
434,"M9","left",83,12
434,"M10","left",83,12
435,"M4","left",83,12
435,"M8","left",83,12
435,"M9","left",83,12
436,"M4","left",83,12
436,"M10","left",83,12
437,"M2","left",83,12
437,"M4","left",83,12
437,"M8","left",83,12
437,"M9","left",83,12
