"realtime","subject","side","cohort","day"
43,"M3","right",44,8
43,"M9","right",44,8
44,"M3","left",44,8
44,"M7","left",44,8
45,"M3","left",44,8
46,"M3","left",44,8
46,"M2","right",44,8
47,"M3","left",44,8
47,"M1","right",44,8
47,"M2","right",44,8
48,"M1","right",44,8
49,"M8","left",44,8
49,"M1","right",44,8
50,"M7","left",44,8
50,"M12","left",44,8
50,"M1","right",44,8
50,"M8","right",44,8
50,"M9","right",44,8
51,"M2","left",44,8
51,"M12","left",44,8
51,"M1","right",44,8
51,"M8","right",44,8
51,"M9","right",44,8
52,"M5","left",44,8
52,"M12","left",44,8
52,"M1","right",44,8
52,"M5","right",44,8
53,"M2","left",44,8
53,"M7","left",44,8
53,"M8","left",44,8
53,"M10","left",44,8
53,"M12","left",44,8
53,"M1","right",44,8
53,"M5","right",44,8
53,"M12","right",44,8
54,"M7","left",44,8
54,"M8","left",44,8
54,"M10","left",44,8
54,"M1","right",44,8
54,"M5","right",44,8
54,"M11","right",44,8
55,"M5","left",44,8
55,"M8","left",44,8
55,"M9","left",44,8
55,"M10","left",44,8
55,"M1","right",44,8
55,"M6","right",44,8
55,"M10","right",44,8
55,"M11","right",44,8
56,"M5","left",44,8
56,"M8","left",44,8
56,"M9","left",44,8
56,"M10","left",44,8
56,"M12","left",44,8
56,"M1","right",44,8
57,"M1","left",44,8
57,"M5","left",44,8
57,"M6","left",44,8
57,"M8","left",44,8
57,"M9","left",44,8
57,"M12","left",44,8
57,"M10","right",44,8
58,"M5","left",44,8
58,"M7","left",44,8
58,"M9","left",44,8
58,"M10","left",44,8
58,"M12","left",44,8
58,"M1","right",44,8
58,"M6","right",44,8
58,"M9","right",44,8
58,"M10","right",44,8
59,"M7","left",44,8
59,"M9","left",44,8
59,"M11","left",44,8
59,"M1","right",44,8
59,"M6","right",44,8
59,"M7","right",44,8
59,"M11","right",44,8
60,"M1","left",44,8
60,"M6","right",44,8
60,"M7","right",44,8
60,"M10","right",44,8
60,"M11","right",44,8
61,"M1","left",44,8
61,"M7","left",44,8
61,"M6","right",44,8
61,"M10","right",44,8
62,"M7","left",44,8
62,"M9","left",44,8
62,"M11","left",44,8
62,"M12","left",44,8
62,"M5","right",44,8
62,"M6","right",44,8
62,"M9","right",44,8
62,"M10","right",44,8
63,"M5","left",44,8
63,"M7","left",44,8
63,"M11","left",44,8
63,"M12","left",44,8
63,"M1","right",44,8
63,"M6","right",44,8
63,"M9","right",44,8
63,"M12","right",44,8
64,"M5","left",44,8
64,"M7","left",44,8
64,"M11","left",44,8
64,"M12","left",44,8
64,"M1","right",44,8
64,"M5","right",44,8
64,"M9","right",44,8
64,"M10","right",44,8
64,"M11","right",44,8
65,"M5","left",44,8
65,"M7","left",44,8
65,"M12","left",44,8
65,"M5","right",44,8
66,"M12","left",44,8
66,"M5","right",44,8
66,"M7","right",44,8
66,"M9","right",44,8
67,"M12","left",44,8
67,"M1","right",44,8
67,"M5","right",44,8
67,"M9","right",44,8
68,"M10","left",44,8
68,"M12","left",44,8
68,"M1","right",44,8
68,"M7","right",44,8
68,"M9","right",44,8
68,"M12","right",44,8
69,"M8","left",44,8
69,"M9","left",44,8
69,"M10","left",44,8
69,"M1","right",44,8
70,"M8","left",44,8
70,"M9","left",44,8
70,"M10","left",44,8
70,"M1","right",44,8
70,"M7","right",44,8
71,"M8","left",44,8
71,"M9","left",44,8
71,"M10","left",44,8
71,"M7","right",44,8
72,"M7","left",44,8
72,"M8","left",44,8
72,"M10","left",44,8
72,"M11","left",44,8
72,"M1","right",44,8
72,"M10","right",44,8
73,"M7","left",44,8
73,"M8","left",44,8
73,"M9","left",44,8
73,"M11","left",44,8
73,"M1","right",44,8
73,"M2","right",44,8
73,"M9","right",44,8
73,"M10","right",44,8
74,"M11","left",44,8
74,"M1","right",44,8
74,"M2","right",44,8
75,"M11","left",44,8
75,"M1","right",44,8
75,"M2","right",44,8
75,"M10","right",44,8
76,"M1","left",44,8
76,"M10","left",44,8
76,"M2","right",44,8
76,"M3","right",44,8
77,"M1","left",44,8
77,"M3","right",44,8
78,"M1","left",44,8
78,"M3","right",44,8
78,"M10","right",44,8
79,"M1","left",44,8
79,"M10","right",44,8
80,"M2","right",44,8
82,"M4","right",44,8
83,"M4","left",44,8
84,"M4","left",44,8
84,"M2","right",44,8
84,"M4","right",44,8
85,"M4","right",44,8
86,"M2","left",44,8
87,"M2","left",44,8
87,"M2","right",44,8
88,"M2","right",44,8
95,"M2","right",44,8
96,"M2","right",44,8
97,"M2","right",44,8
100,"M10","right",44,8
101,"M8","left",44,8
102,"M8","left",44,8
103,"M10","left",44,8
104,"M6","left",44,8
104,"M10","left",44,8
104,"M2","right",44,8
105,"M1","left",44,8
105,"M2","right",44,8
106,"M1","left",44,8
107,"M1","left",44,8
108,"M10","right",44,8
109,"M1","right",44,8
109,"M8","right",44,8
109,"M10","right",44,8
109,"M11","right",44,8
110,"M8","left",44,8
110,"M10","right",44,8
110,"M11","right",44,8
111,"M1","left",44,8
111,"M8","left",44,8
111,"M10","right",44,8
111,"M11","right",44,8
111,"M12","right",44,8
112,"M1","left",44,8
112,"M8","left",44,8
112,"M10","right",44,8
113,"M1","left",44,8
113,"M8","left",44,8
114,"M1","left",44,8
114,"M8","left",44,8
114,"M11","right",44,8
114,"M12","right",44,8
115,"M1","left",44,8
115,"M8","left",44,8
115,"M12","left",44,8
115,"M10","right",44,8
116,"M1","left",44,8
116,"M6","left",44,8
116,"M8","left",44,8
116,"M11","left",44,8
116,"M12","left",44,8
116,"M6","right",44,8
116,"M7","right",44,8
116,"M10","right",44,8
117,"M8","left",44,8
117,"M11","left",44,8
117,"M12","left",44,8
117,"M7","right",44,8
117,"M8","right",44,8
117,"M10","right",44,8
118,"M1","left",44,8
118,"M6","left",44,8
118,"M11","left",44,8
118,"M4","right",44,8
118,"M7","right",44,8
118,"M8","right",44,8
118,"M10","right",44,8
118,"M11","right",44,8
118,"M12","right",44,8
119,"M1","left",44,8
119,"M6","left",44,8
119,"M4","right",44,8
119,"M11","right",44,8
120,"M6","left",44,8
120,"M7","left",44,8
120,"M12","left",44,8
120,"M11","right",44,8
121,"M12","left",44,8
121,"M1","right",44,8
121,"M7","right",44,8
122,"M7","left",44,8
122,"M12","left",44,8
122,"M1","right",44,8
123,"M12","left",44,8
123,"M1","right",44,8
123,"M6","right",44,8
124,"M12","left",44,8
124,"M1","right",44,8
125,"M7","left",44,8
125,"M12","left",44,8
125,"M1","right",44,8
126,"M7","left",44,8
126,"M1","right",44,8
126,"M3","right",44,8
127,"M1","right",44,8
127,"M3","right",44,8
127,"M12","right",44,8
128,"M3","left",44,8
128,"M6","left",44,8
128,"M7","left",44,8
128,"M7","right",44,8
128,"M12","right",44,8
129,"M3","left",44,8
129,"M6","left",44,8
129,"M7","right",44,8
129,"M12","right",44,8
130,"M3","left",44,8
130,"M6","left",44,8
130,"M9","left",44,8
130,"M7","right",44,8
130,"M9","right",44,8
130,"M10","right",44,8
131,"M3","left",44,8
131,"M1","right",44,8
131,"M8","right",44,8
131,"M9","right",44,8
131,"M10","right",44,8
132,"M7","left",44,8
132,"M1","right",44,8
132,"M6","right",44,8
132,"M7","right",44,8
132,"M10","right",44,8
133,"M8","left",44,8
133,"M6","right",44,8
133,"M7","right",44,8
133,"M10","right",44,8
134,"M8","left",44,8
134,"M4","right",44,8
134,"M6","right",44,8
134,"M7","right",44,8
135,"M8","left",44,8
135,"M10","right",44,8
135,"M12","right",44,8
136,"M2","right",44,8
136,"M10","right",44,8
136,"M12","right",44,8
137,"M6","left",44,8
137,"M2","right",44,8
137,"M10","right",44,8
137,"M12","right",44,8
138,"M6","left",44,8
138,"M2","right",44,8
138,"M4","right",44,8
138,"M9","right",44,8
138,"M10","right",44,8
139,"M2","left",44,8
139,"M1","right",44,8
139,"M9","right",44,8
139,"M10","right",44,8
140,"M2","left",44,8
140,"M10","left",44,8
140,"M1","right",44,8
140,"M5","right",44,8
140,"M9","right",44,8
140,"M10","right",44,8
141,"M1","left",44,8
141,"M10","right",44,8
142,"M1","left",44,8
142,"M5","left",44,8
142,"M9","left",44,8
142,"M2","right",44,8
142,"M5","right",44,8
142,"M6","right",44,8
142,"M10","right",44,8
143,"M1","left",44,8
143,"M2","left",44,8
143,"M5","right",44,8
143,"M6","right",44,8
143,"M10","right",44,8
144,"M1","left",44,8
144,"M6","left",44,8
144,"M2","right",44,8
144,"M5","right",44,8
145,"M6","left",44,8
145,"M2","right",44,8
145,"M5","right",44,8
145,"M9","right",44,8
146,"M6","left",44,8
146,"M2","right",44,8
146,"M5","right",44,8
146,"M8","right",44,8
147,"M6","left",44,8
147,"M8","left",44,8
147,"M1","right",44,8
147,"M2","right",44,8
147,"M5","right",44,8
148,"M6","left",44,8
148,"M8","left",44,8
148,"M1","right",44,8
148,"M2","right",44,8
148,"M5","right",44,8
149,"M1","right",44,8
149,"M8","right",44,8
150,"M1","left",44,8
150,"M4","left",44,8
150,"M4","right",44,8
150,"M8","right",44,8
151,"M1","right",44,8
151,"M4","right",44,8
152,"M1","right",44,8
152,"M2","right",44,8
152,"M8","right",44,8
153,"M8","left",44,8
153,"M2","right",44,8
154,"M8","left",44,8
155,"M4","left",44,8
155,"M1","right",44,8
155,"M9","right",44,8
156,"M4","left",44,8
156,"M1","right",44,8
156,"M9","right",44,8
157,"M4","left",44,8
157,"M5","left",44,8
157,"M6","right",44,8
157,"M9","right",44,8
158,"M4","left",44,8
158,"M5","left",44,8
158,"M6","right",44,8
158,"M9","right",44,8
158,"M11","right",44,8
159,"M5","left",44,8
159,"M7","left",44,8
159,"M9","right",44,8
159,"M11","right",44,8
160,"M1","left",44,8
160,"M6","left",44,8
160,"M7","left",44,8
160,"M6","right",44,8
160,"M9","right",44,8
160,"M11","right",44,8
161,"M1","left",44,8
161,"M6","left",44,8
161,"M7","left",44,8
161,"M5","right",44,8
161,"M6","right",44,8
162,"M1","left",44,8
162,"M7","left",44,8
162,"M5","right",44,8
163,"M1","left",44,8
163,"M11","right",44,8
164,"M1","left",44,8
165,"M7","left",44,8
166,"M1","left",44,8
166,"M7","left",44,8
166,"M11","left",44,8
167,"M1","left",44,8
167,"M7","left",44,8
167,"M9","right",44,8
168,"M11","left",44,8
169,"M11","left",44,8
169,"M11","right",44,8
170,"M11","left",44,8
170,"M9","right",44,8
171,"M6","left",44,8
171,"M11","left",44,8
171,"M6","right",44,8
171,"M9","right",44,8
172,"M11","left",44,8
172,"M1","right",44,8
172,"M6","right",44,8
172,"M9","right",44,8
173,"M11","left",44,8
173,"M1","right",44,8
173,"M2","right",44,8
173,"M6","right",44,8
174,"M7","left",44,8
174,"M9","left",44,8
174,"M1","right",44,8
175,"M1","right",44,8
176,"M5","left",44,8
176,"M1","right",44,8
176,"M5","right",44,8
177,"M5","right",44,8
178,"M1","right",44,8
178,"M3","right",44,8
179,"M1","right",44,8
179,"M3","right",44,8
180,"M1","right",44,8
180,"M3","right",44,8
181,"M3","left",44,8
181,"M7","left",44,8
181,"M1","right",44,8
181,"M3","right",44,8
182,"M7","left",44,8
182,"M3","right",44,8
182,"M7","right",44,8
183,"M1","right",44,8
183,"M3","right",44,8
184,"M7","left",44,8
184,"M1","right",44,8
185,"M1","right",44,8
185,"M2","right",44,8
185,"M12","right",44,8
186,"M2","left",44,8
186,"M12","left",44,8
186,"M1","right",44,8
186,"M2","right",44,8
186,"M12","right",44,8
187,"M1","left",44,8
187,"M1","right",44,8
187,"M12","right",44,8
188,"M1","right",44,8
188,"M2","right",44,8
188,"M12","right",44,8
189,"M5","left",44,8
189,"M2","right",44,8
190,"M2","left",44,8
190,"M3","left",44,8
190,"M5","left",44,8
190,"M2","right",44,8
190,"M3","right",44,8
190,"M5","right",44,8
191,"M12","left",44,8
191,"M1","right",44,8
191,"M3","right",44,8
192,"M12","left",44,8
192,"M1","right",44,8
192,"M3","right",44,8
193,"M1","left",44,8
193,"M5","left",44,8
193,"M12","left",44,8
193,"M1","right",44,8
193,"M3","right",44,8
194,"M5","left",44,8
194,"M12","left",44,8
194,"M1","right",44,8
194,"M3","right",44,8
195,"M5","left",44,8
195,"M12","left",44,8
195,"M1","right",44,8
196,"M12","left",44,8
197,"M12","left",44,8
201,"M2","right",44,8
202,"M2","right",44,8
203,"M2","right",44,8
206,"M12","left",44,8
206,"M2","right",44,8
206,"M4","right",44,8
207,"M2","left",44,8
207,"M12","left",44,8
207,"M3","right",44,8
207,"M4","right",44,8
208,"M2","left",44,8
208,"M12","left",44,8
208,"M2","right",44,8
208,"M3","right",44,8
208,"M4","right",44,8
208,"M5","right",44,8
209,"M2","left",44,8
209,"M12","left",44,8
209,"M3","right",44,8
209,"M4","right",44,8
210,"M5","left",44,8
210,"M12","left",44,8
210,"M3","right",44,8
210,"M12","right",44,8
211,"M5","left",44,8
212,"M5","left",44,8
213,"M5","left",44,8
213,"M6","left",44,8
214,"M5","left",44,8
214,"M6","left",44,8
214,"M12","left",44,8
215,"M6","left",44,8
216,"M5","left",44,8
216,"M6","left",44,8
216,"M3","right",44,8
217,"M2","left",44,8
217,"M5","left",44,8
217,"M6","left",44,8
217,"M6","right",44,8
218,"M2","left",44,8
218,"M5","left",44,8
218,"M11","left",44,8
218,"M2","right",44,8
218,"M12","right",44,8
219,"M5","left",44,8
219,"M11","left",44,8
219,"M2","right",44,8
219,"M5","right",44,8
220,"M11","left",44,8
220,"M2","right",44,8
220,"M5","right",44,8
221,"M11","left",44,8
221,"M2","right",44,8
221,"M5","right",44,8
221,"M11","right",44,8
222,"M10","left",44,8
222,"M2","right",44,8
222,"M5","right",44,8
223,"M10","left",44,8
223,"M2","right",44,8
224,"M10","left",44,8
224,"M10","right",44,8
225,"M5","left",44,8
225,"M6","left",44,8
226,"M5","left",44,8
227,"M12","right",44,8
228,"M12","right",44,8
229,"M10","right",44,8
229,"M12","right",44,8
230,"M7","right",44,8
230,"M10","right",44,8
230,"M12","right",44,8
231,"M7","right",44,8
231,"M10","right",44,8
232,"M10","right",44,8
233,"M6","left",44,8
233,"M10","right",44,8
234,"M6","left",44,8
234,"M7","left",44,8
234,"M4","right",44,8
234,"M7","right",44,8
235,"M6","left",44,8
235,"M10","right",44,8
236,"M6","left",44,8
236,"M12","left",44,8
236,"M10","right",44,8
237,"M6","left",44,8
238,"M6","left",44,8
238,"M4","right",44,8
239,"M6","left",44,8
239,"M10","left",44,8
239,"M4","right",44,8
240,"M4","right",44,8
241,"M4","left",44,8
241,"M4","right",44,8
241,"M11","right",44,8
242,"M1","left",44,8
242,"M4","right",44,8
242,"M8","right",44,8
244,"M9","left",44,8
244,"M9","right",44,8
245,"M1","left",44,8
245,"M7","left",44,8
245,"M10","left",44,8
245,"M6","right",44,8
245,"M8","right",44,8
245,"M9","right",44,8
246,"M10","left",44,8
246,"M11","left",44,8
246,"M8","right",44,8
247,"M10","left",44,8
247,"M7","right",44,8
247,"M11","right",44,8
248,"M6","left",44,8
248,"M8","left",44,8
248,"M10","left",44,8
248,"M7","right",44,8
248,"M11","right",44,8
249,"M9","left",44,8
249,"M10","left",44,8
249,"M6","right",44,8
250,"M9","left",44,8
250,"M10","left",44,8
250,"M1","right",44,8
251,"M1","right",44,8
252,"M1","right",44,8
252,"M7","right",44,8
252,"M9","right",44,8
253,"M11","left",44,8
253,"M9","right",44,8
253,"M11","right",44,8
254,"M1","right",44,8
254,"M7","right",44,8
254,"M9","right",44,8
254,"M11","right",44,8
255,"M7","left",44,8
255,"M1","right",44,8
255,"M8","right",44,8
255,"M9","right",44,8
255,"M11","right",44,8
256,"M7","left",44,8
256,"M8","right",44,8
256,"M9","right",44,8
256,"M10","right",44,8
256,"M11","right",44,8
257,"M9","right",44,8
257,"M10","right",44,8
257,"M11","right",44,8
258,"M8","left",44,8
258,"M1","right",44,8
258,"M7","right",44,8
258,"M8","right",44,8
258,"M10","right",44,8
259,"M1","right",44,8
259,"M8","right",44,8
259,"M10","right",44,8
260,"M1","right",44,8
260,"M8","right",44,8
261,"M1","right",44,8
261,"M8","right",44,8
262,"M9","left",44,8
262,"M6","right",44,8
262,"M8","right",44,8
263,"M9","left",44,8
263,"M6","right",44,8
263,"M8","right",44,8
264,"M9","left",44,8
264,"M6","right",44,8
264,"M9","right",44,8
264,"M11","right",44,8
265,"M9","left",44,8
265,"M9","right",44,8
265,"M10","right",44,8
265,"M11","right",44,8
266,"M1","right",44,8
266,"M9","right",44,8
266,"M11","right",44,8
267,"M1","right",44,8
267,"M9","right",44,8
267,"M10","right",44,8
267,"M11","right",44,8
268,"M1","right",44,8
268,"M4","right",44,8
268,"M8","right",44,8
268,"M9","right",44,8
268,"M10","right",44,8
268,"M11","right",44,8
269,"M8","right",44,8
269,"M10","right",44,8
269,"M11","right",44,8
270,"M1","right",44,8
270,"M8","right",44,8
270,"M10","right",44,8
270,"M11","right",44,8
271,"M1","left",44,8
271,"M1","right",44,8
271,"M10","right",44,8
271,"M11","right",44,8
272,"M8","left",44,8
272,"M9","left",44,8
272,"M1","right",44,8
272,"M8","right",44,8
272,"M9","right",44,8
272,"M10","right",44,8
273,"M3","left",44,8
273,"M1","right",44,8
273,"M3","right",44,8
274,"M6","left",44,8
274,"M1","right",44,8
274,"M3","right",44,8
275,"M1","right",44,8
275,"M2","right",44,8
275,"M3","right",44,8
275,"M10","right",44,8
276,"M6","left",44,8
276,"M1","right",44,8
276,"M2","right",44,8
276,"M3","right",44,8
277,"M1","right",44,8
277,"M2","right",44,8
278,"M11","left",44,8
278,"M1","right",44,8
278,"M2","right",44,8
278,"M9","right",44,8
279,"M1","left",44,8
279,"M1","right",44,8
279,"M2","right",44,8
280,"M1","right",44,8
280,"M2","right",44,8
280,"M3","right",44,8
280,"M7","right",44,8
281,"M3","right",44,8
281,"M7","right",44,8
282,"M7","left",44,8
282,"M8","left",44,8
282,"M2","right",44,8
282,"M3","right",44,8
283,"M7","left",44,8
283,"M8","left",44,8
283,"M3","right",44,8
283,"M9","right",44,8
284,"M7","left",44,8
284,"M8","left",44,8
284,"M3","right",44,8
284,"M4","right",44,8
284,"M9","right",44,8
285,"M8","left",44,8
285,"M9","left",44,8
285,"M4","right",44,8
285,"M8","right",44,8
286,"M9","left",44,8
286,"M2","right",44,8
286,"M4","right",44,8
287,"M9","left",44,8
287,"M1","right",44,8
287,"M2","right",44,8
287,"M4","right",44,8
287,"M11","right",44,8
288,"M9","left",44,8
288,"M1","right",44,8
288,"M2","right",44,8
288,"M4","right",44,8
288,"M11","right",44,8
289,"M2","right",44,8
289,"M4","right",44,8
289,"M9","right",44,8
289,"M11","right",44,8
290,"M2","right",44,8
290,"M3","right",44,8
290,"M11","right",44,8
291,"M2","right",44,8
291,"M10","right",44,8
292,"M10","right",44,8
293,"M7","left",44,8
293,"M1","right",44,8
293,"M2","right",44,8
293,"M10","right",44,8
294,"M1","right",44,8
294,"M7","right",44,8
295,"M7","left",44,8
295,"M1","right",44,8
295,"M10","right",44,8
296,"M10","right",44,8
297,"M1","right",44,8
298,"M5","left",44,8
298,"M7","left",44,8
298,"M1","right",44,8
299,"M5","left",44,8
299,"M7","left",44,8
299,"M1","right",44,8
300,"M5","left",44,8
301,"M5","left",44,8
301,"M5","right",44,8
302,"M8","left",44,8
302,"M5","right",44,8
302,"M8","right",44,8
302,"M12","right",44,8
303,"M5","right",44,8
303,"M9","right",44,8
303,"M12","right",44,8
304,"M1","right",44,8
304,"M5","right",44,8
304,"M9","right",44,8
305,"M12","left",44,8
305,"M1","right",44,8
305,"M5","right",44,8
305,"M9","right",44,8
305,"M12","right",44,8
306,"M9","left",44,8
306,"M12","left",44,8
307,"M9","left",44,8
307,"M7","right",44,8
308,"M1","left",44,8
308,"M9","left",44,8
308,"M1","right",44,8
308,"M9","right",44,8
308,"M12","right",44,8
309,"M1","right",44,8
309,"M3","right",44,8
310,"M12","left",44,8
310,"M1","right",44,8
311,"M7","left",44,8
311,"M12","left",44,8
311,"M1","right",44,8
312,"M7","left",44,8
312,"M12","left",44,8
312,"M1","right",44,8
312,"M5","right",44,8
313,"M7","left",44,8
313,"M12","left",44,8
313,"M1","right",44,8
314,"M12","left",44,8
314,"M1","right",44,8
314,"M4","right",44,8
315,"M5","left",44,8
315,"M12","left",44,8
315,"M3","right",44,8
315,"M4","right",44,8
316,"M5","left",44,8
316,"M1","right",44,8
316,"M3","right",44,8
316,"M4","right",44,8
317,"M3","left",44,8
317,"M5","left",44,8
317,"M1","right",44,8
317,"M4","right",44,8
317,"M8","right",44,8
318,"M6","left",44,8
318,"M8","left",44,8
318,"M4","right",44,8
318,"M6","right",44,8
319,"M1","left",44,8
319,"M8","left",44,8
319,"M4","right",44,8
320,"M1","left",44,8
320,"M5","left",44,8
320,"M8","left",44,8
320,"M4","right",44,8
321,"M1","left",44,8
321,"M6","left",44,8
321,"M11","right",44,8
322,"M1","left",44,8
322,"M6","left",44,8
322,"M11","right",44,8
323,"M1","left",44,8
323,"M4","left",44,8
323,"M6","left",44,8
323,"M7","left",44,8
324,"M5","left",44,8
324,"M6","left",44,8
324,"M11","left",44,8
324,"M4","right",44,8
325,"M5","left",44,8
325,"M6","left",44,8
325,"M8","left",44,8
325,"M8","right",44,8
326,"M5","left",44,8
326,"M6","left",44,8
327,"M5","left",44,8
327,"M6","left",44,8
327,"M8","left",44,8
327,"M1","right",44,8
328,"M5","left",44,8
328,"M6","left",44,8
328,"M1","right",44,8
328,"M11","right",44,8
329,"M5","left",44,8
329,"M6","left",44,8
329,"M1","right",44,8
329,"M11","right",44,8
330,"M6","left",44,8
330,"M8","left",44,8
330,"M1","right",44,8
330,"M11","right",44,8
331,"M6","left",44,8
331,"M8","left",44,8
331,"M11","left",44,8
331,"M1","right",44,8
332,"M6","left",44,8
332,"M8","left",44,8
332,"M11","left",44,8
333,"M8","left",44,8
333,"M11","left",44,8
333,"M1","right",44,8
334,"M8","left",44,8
334,"M1","right",44,8
335,"M11","left",44,8
335,"M8","right",44,8
336,"M11","left",44,8
337,"M11","left",44,8
338,"M7","left",44,8
338,"M11","left",44,8
338,"M1","right",44,8
339,"M1","left",44,8
339,"M2","left",44,8
339,"M5","left",44,8
339,"M6","left",44,8
339,"M1","right",44,8
340,"M5","left",44,8
341,"M5","left",44,8
341,"M6","left",44,8
342,"M2","left",44,8
342,"M4","left",44,8
342,"M5","left",44,8
342,"M2","right",44,8
343,"M2","left",44,8
343,"M4","left",44,8
343,"M2","right",44,8
344,"M4","left",44,8
344,"M4","right",44,8
345,"M2","left",44,8
345,"M4","left",44,8
345,"M4","right",44,8
346,"M2","left",44,8
346,"M4","right",44,8
350,"M1","left",44,8
350,"M7","left",44,8
351,"M1","left",44,8
351,"M5","left",44,8
352,"M5","left",44,8
352,"M1","right",44,8
353,"M7","left",44,8
354,"M10","right",44,8
355,"M1","left",44,8
355,"M2","left",44,8
355,"M7","left",44,8
355,"M10","right",44,8
356,"M1","left",44,8
356,"M7","left",44,8
356,"M10","right",44,8
357,"M1","left",44,8
357,"M10","left",44,8
357,"M10","right",44,8
358,"M1","left",44,8
359,"M1","left",44,8
359,"M6","right",44,8
359,"M10","right",44,8
360,"M2","left",44,8
360,"M6","right",44,8
360,"M10","right",44,8
361,"M2","left",44,8
361,"M1","right",44,8
361,"M2","right",44,8
361,"M6","right",44,8
362,"M1","right",44,8
362,"M2","right",44,8
363,"M10","left",44,8
363,"M1","right",44,8
364,"M10","left",44,8
364,"M1","right",44,8
364,"M10","right",44,8
365,"M10","right",44,8
366,"M2","right",44,8
366,"M10","right",44,8
367,"M1","right",44,8
367,"M2","right",44,8
367,"M10","right",44,8
368,"M12","left",44,8
368,"M1","right",44,8
368,"M2","right",44,8
368,"M10","right",44,8
369,"M12","left",44,8
369,"M1","right",44,8
369,"M2","right",44,8
369,"M4","right",44,8
369,"M12","right",44,8
370,"M1","right",44,8
370,"M4","right",44,8
370,"M12","right",44,8
371,"M9","left",44,8
371,"M1","right",44,8
371,"M2","right",44,8
