"realtime","subject","side","cohort","day"
12,"M5","left",80,1
13,"M5","left",80,1
14,"M5","left",80,1
15,"M2","left",80,1
15,"M5","left",80,1
16,"M2","left",80,1
17,"M2","left",80,1
17,"M5","right",80,1
18,"M2","left",80,1
18,"M5","right",80,1
19,"M2","left",80,1
19,"M7","left",80,1
20,"M2","left",80,1
20,"M7","left",80,1
20,"M5","right",80,1
21,"M2","left",80,1
21,"M7","left",80,1
22,"M7","left",80,1
23,"M12","left",80,1
26,"M2","right",80,1
27,"M7","left",80,1
27,"M2","right",80,1
28,"M7","left",80,1
30,"M5","left",80,1
30,"M10","left",80,1
31,"M10","left",80,1
33,"M2","right",80,1
35,"M4","left",80,1
35,"M5","left",80,1
35,"M7","right",80,1
36,"M4","left",80,1
36,"M7","right",80,1
37,"M10","left",80,1
37,"M7","right",80,1
38,"M2","right",80,1
38,"M4","right",80,1
39,"M2","right",80,1
40,"M10","left",80,1
42,"M2","right",80,1
43,"M10","left",80,1
43,"M2","right",80,1
45,"M10","right",80,1
46,"M8","right",80,1
46,"M10","right",80,1
47,"M8","left",80,1
47,"M4","right",80,1
48,"M8","left",80,1
48,"M4","right",80,1
49,"M2","left",80,1
49,"M8","left",80,1
49,"M4","right",80,1
50,"M2","left",80,1
50,"M8","left",80,1
50,"M4","right",80,1
51,"M4","right",80,1
51,"M8","right",80,1
52,"M4","right",80,1
53,"M8","left",80,1
53,"M10","right",80,1
54,"M8","left",80,1
54,"M9","left",80,1
54,"M2","right",80,1
54,"M10","right",80,1
55,"M4","left",80,1
55,"M9","left",80,1
55,"M8","right",80,1
56,"M9","left",80,1
56,"M8","right",80,1
56,"M10","right",80,1
57,"M9","left",80,1
57,"M8","right",80,1
57,"M9","right",80,1
59,"M9","left",80,1
60,"M8","right",80,1
60,"M9","right",80,1
61,"M8","left",80,1
61,"M9","right",80,1
62,"M8","left",80,1
62,"M9","right",80,1
63,"M4","right",80,1
63,"M9","right",80,1
63,"M10","right",80,1
64,"M5","left",80,1
64,"M4","right",80,1
64,"M8","right",80,1
65,"M5","left",80,1
65,"M4","right",80,1
66,"M4","left",80,1
67,"M8","right",80,1
68,"M4","left",80,1
68,"M4","right",80,1
71,"M8","left",80,1
71,"M9","left",80,1
73,"M8","left",80,1
74,"M4","left",80,1
74,"M7","left",80,1
74,"M9","left",80,1
74,"M2","right",80,1
74,"M9","right",80,1
75,"M4","left",80,1
75,"M10","right",80,1
76,"M4","left",80,1
78,"M10","right",80,1
79,"M7","right",80,1
82,"M4","right",80,1
83,"M2","left",80,1
83,"M8","right",80,1
84,"M2","right",80,1
85,"M8","left",80,1
86,"M9","left",80,1
87,"M9","left",80,1
88,"M9","left",80,1
90,"M9","right",80,1
91,"M9","right",80,1
91,"M10","right",80,1
92,"M5","left",80,1
92,"M8","left",80,1
92,"M10","right",80,1
93,"M5","left",80,1
93,"M10","right",80,1
94,"M10","right",80,1
95,"M10","left",80,1
96,"M10","right",80,1
97,"M9","left",80,1
99,"M12","left",80,1
100,"M12","left",80,1
100,"M9","right",80,1
102,"M8","left",80,1
102,"M9","right",80,1
103,"M9","right",80,1
103,"M12","right",80,1
104,"M9","right",80,1
104,"M12","right",80,1
105,"M4","left",80,1
105,"M5","right",80,1
105,"M9","right",80,1
105,"M12","right",80,1
106,"M8","left",80,1
106,"M9","left",80,1
107,"M9","left",80,1
107,"M9","right",80,1
110,"M10","right",80,1
111,"M4","left",80,1
111,"M5","left",80,1
111,"M8","left",80,1
111,"M5","right",80,1
111,"M7","right",80,1
112,"M8","left",80,1
112,"M9","left",80,1
112,"M2","right",80,1
112,"M5","right",80,1
113,"M4","right",80,1
114,"M6","left",80,1
114,"M11","left",80,1
114,"M12","right",80,1
115,"M6","left",80,1
115,"M8","left",80,1
115,"M11","left",80,1
115,"M12","left",80,1
115,"M12","right",80,1
116,"M5","left",80,1
116,"M6","right",80,1
116,"M8","right",80,1
116,"M12","right",80,1
119,"M5","left",80,1
120,"M4","left",80,1
120,"M4","right",80,1
120,"M7","right",80,1
120,"M12","right",80,1
121,"M9","left",80,1
121,"M3","right",80,1
121,"M4","right",80,1
121,"M5","right",80,1
122,"M9","left",80,1
122,"M3","right",80,1
122,"M8","right",80,1
125,"M1","left",80,1
125,"M3","left",80,1
125,"M4","right",80,1
126,"M1","left",80,1
126,"M8","left",80,1
127,"M1","left",80,1
128,"M1","left",80,1
129,"M1","left",80,1
129,"M5","left",80,1
129,"M8","right",80,1
130,"M1","left",80,1
130,"M5","right",80,1
131,"M1","left",80,1
132,"M12","right",80,1
133,"M1","right",80,1
133,"M3","right",80,1
133,"M12","right",80,1
134,"M12","left",80,1
134,"M3","right",80,1
135,"M3","left",80,1
135,"M1","right",80,1
135,"M3","right",80,1
136,"M3","left",80,1
136,"M1","right",80,1
137,"M12","left",80,1
138,"M12","right",80,1
139,"M4","left",80,1
139,"M12","right",80,1
140,"M4","left",80,1
140,"M8","left",80,1
140,"M3","right",80,1
140,"M12","right",80,1
141,"M3","right",80,1
141,"M8","right",80,1
142,"M8","right",80,1
143,"M8","left",80,1
143,"M5","right",80,1
144,"M8","left",80,1
144,"M1","right",80,1
144,"M12","right",80,1
145,"M4","left",80,1
145,"M1","right",80,1
145,"M8","right",80,1
146,"M4","left",80,1
146,"M5","left",80,1
146,"M5","right",80,1
147,"M6","left",80,1
147,"M5","right",80,1
147,"M6","right",80,1
148,"M4","left",80,1
148,"M12","left",80,1
148,"M12","right",80,1
149,"M1","left",80,1
149,"M3","left",80,1
149,"M4","left",80,1
150,"M5","right",80,1
150,"M9","right",80,1
151,"M8","left",80,1
151,"M9","right",80,1
151,"M12","right",80,1
152,"M3","left",80,1
152,"M5","left",80,1
152,"M3","right",80,1
152,"M7","right",80,1
153,"M3","right",80,1
154,"M7","left",80,1
154,"M12","right",80,1
155,"M5","left",80,1
155,"M7","left",80,1
155,"M7","right",80,1
156,"M8","left",80,1
156,"M7","right",80,1
157,"M1","left",80,1
157,"M3","left",80,1
157,"M9","left",80,1
157,"M5","right",80,1
158,"M3","right",80,1
158,"M11","right",80,1
159,"M3","right",80,1
