"realtime","subject","side","cohort","day"
2,"M10","left",46,20
6,"M10","left",46,20
10,"M10","right",46,20
15,"M4","right",46,20
16,"M4","left",46,20
17,"M4","left",46,20
18,"M4","left",46,20
18,"M10","right",46,20
19,"M4","left",46,20
20,"M4","left",46,20
22,"M4","right",46,20
22,"M10","right",46,20
28,"M4","right",46,20
29,"M4","right",46,20
30,"M3","left",46,20
30,"M10","left",46,20
31,"M3","left",46,20
32,"M3","left",46,20
32,"M10","left",46,20
33,"M10","left",46,20
33,"M4","right",46,20
34,"M4","right",46,20
40,"M10","left",46,20
41,"M11","left",46,20
42,"M11","left",46,20
44,"M10","left",46,20
45,"M3","right",46,20
46,"M3","left",46,20
46,"M11","left",46,20
46,"M1","right",46,20
47,"M3","left",46,20
47,"M1","right",46,20
47,"M10","right",46,20
48,"M3","left",46,20
49,"M3","right",46,20
50,"M1","right",46,20
54,"M3","left",46,20
54,"M11","right",46,20
55,"M3","left",46,20
55,"M10","right",46,20
55,"M11","right",46,20
56,"M10","left",46,20
57,"M1","right",46,20
58,"M2","right",46,20
60,"M1","right",46,20
60,"M2","right",46,20
60,"M9","right",46,20
61,"M1","right",46,20
61,"M2","right",46,20
61,"M9","right",46,20
62,"M2","right",46,20
62,"M7","right",46,20
62,"M9","right",46,20
63,"M7","right",46,20
63,"M9","right",46,20
64,"M7","right",46,20
64,"M9","right",46,20
65,"M3","left",46,20
65,"M1","right",46,20
66,"M3","left",46,20
66,"M1","right",46,20
66,"M2","right",46,20
67,"M12","left",46,20
67,"M1","right",46,20
67,"M2","right",46,20
67,"M9","right",46,20
68,"M12","left",46,20
68,"M1","right",46,20
68,"M2","right",46,20
68,"M5","right",46,20
68,"M9","right",46,20
69,"M11","left",46,20
69,"M3","right",46,20
69,"M9","right",46,20
69,"M10","right",46,20
70,"M3","left",46,20
70,"M11","left",46,20
70,"M1","right",46,20
70,"M2","right",46,20
70,"M5","right",46,20
70,"M9","right",46,20
70,"M10","right",46,20
71,"M12","left",46,20
71,"M1","right",46,20
71,"M2","right",46,20
71,"M5","right",46,20
71,"M7","right",46,20
72,"M12","left",46,20
72,"M1","right",46,20
72,"M2","right",46,20
72,"M3","right",46,20
72,"M4","right",46,20
72,"M9","right",46,20
72,"M10","right",46,20
72,"M12","right",46,20
73,"M5","right",46,20
73,"M7","right",46,20
73,"M9","right",46,20
73,"M12","right",46,20
74,"M3","left",46,20
74,"M4","right",46,20
74,"M5","right",46,20
74,"M9","right",46,20
74,"M11","right",46,20
75,"M4","right",46,20
75,"M5","right",46,20
75,"M10","right",46,20
75,"M11","right",46,20
75,"M12","right",46,20
76,"M2","right",46,20
76,"M7","right",46,20
76,"M9","right",46,20
76,"M10","right",46,20
76,"M11","right",46,20
76,"M12","right",46,20
77,"M1","right",46,20
77,"M2","right",46,20
77,"M9","right",46,20
77,"M10","right",46,20
77,"M11","right",46,20
77,"M12","right",46,20
78,"M1","right",46,20
78,"M5","right",46,20
78,"M10","right",46,20
79,"M1","right",46,20
79,"M2","right",46,20
79,"M5","right",46,20
