"realtime","subject","side","cohort","day"
0,"M9","right",86,7
2,"M9","right",86,7
3,"M6","right",86,7
4,"M1","right",86,7
5,"M1","right",86,7
6,"M9","left",86,7
6,"M9","right",86,7
7,"M9","right",86,7
10,"M1","left",86,7
12,"M1","left",86,7
12,"M1","right",86,7
14,"M1","left",86,7
14,"M1","right",86,7
14,"M3","right",86,7
17,"M11","right",86,7
21,"M4","right",86,7
22,"M4","left",86,7
22,"M11","right",86,7
23,"M11","right",86,7
24,"M11","right",86,7
26,"M11","left",86,7
27,"M11","right",86,7
28,"M11","right",86,7
29,"M11","right",86,7
30,"M11","right",86,7
31,"M11","right",86,7
35,"M3","right",86,7
36,"M3","right",86,7
37,"M3","right",86,7
37,"M5","right",86,7
38,"M3","right",86,7
38,"M5","right",86,7
38,"M11","right",86,7
39,"M3","left",86,7
39,"M3","right",86,7
39,"M5","right",86,7
40,"M3","left",86,7
40,"M3","right",86,7
40,"M5","right",86,7
41,"M2","right",86,7
41,"M3","right",86,7
41,"M5","right",86,7
42,"M5","right",86,7
43,"M5","right",86,7
44,"M11","right",86,7
45,"M1","left",86,7
47,"M10","right",86,7
47,"M11","right",86,7
48,"M3","left",86,7
48,"M10","right",86,7
49,"M10","right",86,7
52,"M3","right",86,7
53,"M3","right",86,7
54,"M3","left",86,7
54,"M3","right",86,7
55,"M2","left",86,7
55,"M3","right",86,7
56,"M2","left",86,7
56,"M3","right",86,7
58,"M11","left",86,7
59,"M11","right",86,7
60,"M3","right",86,7
60,"M10","right",86,7
61,"M3","right",86,7
62,"M3","left",86,7
62,"M6","right",86,7
63,"M6","right",86,7
64,"M3","right",86,7
65,"M6","left",86,7
65,"M3","right",86,7
66,"M3","right",86,7
67,"M3","right",86,7
68,"M7","right",86,7
69,"M7","right",86,7
69,"M8","right",86,7
69,"M12","right",86,7
70,"M12","left",86,7
70,"M3","right",86,7
70,"M8","right",86,7
70,"M11","right",86,7
70,"M12","right",86,7
71,"M3","left",86,7
71,"M12","left",86,7
71,"M8","right",86,7
71,"M11","right",86,7
71,"M12","right",86,7
72,"M11","left",86,7
72,"M3","right",86,7
72,"M4","right",86,7
72,"M6","right",86,7
72,"M11","right",86,7
72,"M12","right",86,7
73,"M6","left",86,7
73,"M2","right",86,7
73,"M4","right",86,7
73,"M12","right",86,7
74,"M6","left",86,7
74,"M2","right",86,7
74,"M4","right",86,7
74,"M8","right",86,7
75,"M6","right",86,7
75,"M8","right",86,7
77,"M4","right",86,7
77,"M8","right",86,7
78,"M4","right",86,7
78,"M11","right",86,7
79,"M6","right",86,7
79,"M11","right",86,7
