"realtime","subject","side","cohort","day"
15,"M5","left",83,1
18,"M5","left",83,1
22,"M1","left",83,1
23,"M1","left",83,1
24,"M1","left",83,1
26,"M1","right",83,1
27,"M1","right",83,1
29,"M5","right",83,1
33,"M9","left",83,1
34,"M9","left",83,1
35,"M9","left",83,1
35,"M1","right",83,1
41,"M9","right",83,1
42,"M1","left",83,1
44,"M1","right",83,1
54,"M1","right",83,1
54,"M6","right",83,1
55,"M6","right",83,1
56,"M1","right",83,1
59,"M4","right",83,1
60,"M4","right",83,1
61,"M1","right",83,1
61,"M10","right",83,1
61,"M11","right",83,1
62,"M1","right",83,1
62,"M10","right",83,1
63,"M4","left",83,1
64,"M4","left",83,1
64,"M1","right",83,1
65,"M4","left",83,1
65,"M5","left",83,1
65,"M1","right",83,1
65,"M6","right",83,1
66,"M1","left",83,1
66,"M6","left",83,1
66,"M10","right",83,1
67,"M10","right",83,1
68,"M5","left",83,1
68,"M10","right",83,1
69,"M6","right",83,1
69,"M10","right",83,1
70,"M10","right",83,1
71,"M10","right",83,1
72,"M5","left",83,1
72,"M10","right",83,1
73,"M10","right",83,1
73,"M11","right",83,1
74,"M5","left",83,1
74,"M2","right",83,1
74,"M10","right",83,1
74,"M11","right",83,1
75,"M2","right",83,1
75,"M5","right",83,1
76,"M10","left",83,1
76,"M5","right",83,1
76,"M8","right",83,1
77,"M1","right",83,1
77,"M6","right",83,1
77,"M8","right",83,1
77,"M10","right",83,1
78,"M5","right",83,1
78,"M8","right",83,1
79,"M4","left",83,1
79,"M2","right",83,1
79,"M8","right",83,1
80,"M1","right",83,1
80,"M2","right",83,1
80,"M4","right",83,1
80,"M8","right",83,1
81,"M8","left",83,1
81,"M10","right",83,1
81,"M11","right",83,1
82,"M4","left",83,1
82,"M8","left",83,1
82,"M10","right",83,1
83,"M9","left",83,1
83,"M8","right",83,1
84,"M4","left",83,1
86,"M10","left",83,1
87,"M4","left",83,1
87,"M10","left",83,1
87,"M4","right",83,1
88,"M10","left",83,1
88,"M11","left",83,1
89,"M1","right",83,1
90,"M1","right",83,1
91,"M1","right",83,1
92,"M6","right",83,1
93,"M5","left",83,1
93,"M6","right",83,1
94,"M5","right",83,1
95,"M11","left",83,1
95,"M5","right",83,1
98,"M2","right",83,1
99,"M8","right",83,1
100,"M8","left",83,1
100,"M5","right",83,1
101,"M8","left",83,1
101,"M5","right",83,1
101,"M6","right",83,1
102,"M6","right",83,1
106,"M8","left",83,1
106,"M5","right",83,1
107,"M5","right",83,1
110,"M1","right",83,1
111,"M5","left",83,1
112,"M8","right",83,1
113,"M8","right",83,1
114,"M5","left",83,1
114,"M4","right",83,1
115,"M8","left",83,1
115,"M4","right",83,1
116,"M8","left",83,1
116,"M8","right",83,1
117,"M4","left",83,1
117,"M8","right",83,1
118,"M2","left",83,1
118,"M3","left",83,1
118,"M8","right",83,1
118,"M10","right",83,1
119,"M1","left",83,1
119,"M2","left",83,1
119,"M10","right",83,1
119,"M11","right",83,1
120,"M2","left",83,1
120,"M3","right",83,1
120,"M10","right",83,1
121,"M3","left",83,1
121,"M3","right",83,1
121,"M10","right",83,1
122,"M4","left",83,1
122,"M3","right",83,1
122,"M7","right",83,1
122,"M8","right",83,1
122,"M10","right",83,1
123,"M1","left",83,1
123,"M1","right",83,1
123,"M6","right",83,1
123,"M8","right",83,1
124,"M5","left",83,1
124,"M1","right",83,1
124,"M3","right",83,1
124,"M6","right",83,1
125,"M5","left",83,1
125,"M3","right",83,1
125,"M7","right",83,1
125,"M8","right",83,1
126,"M1","right",83,1
126,"M3","right",83,1
127,"M2","left",83,1
127,"M7","left",83,1
127,"M3","right",83,1
128,"M7","left",83,1
129,"M5","left",83,1
129,"M7","left",83,1
129,"M10","left",83,1
129,"M3","right",83,1
129,"M7","right",83,1
129,"M10","right",83,1
130,"M5","left",83,1
130,"M7","right",83,1
130,"M9","right",83,1
131,"M2","left",83,1
131,"M3","right",83,1
131,"M7","right",83,1
