"realtime","subject","side","cohort","day"
0,"M1","left",86,1
7,"M1","left",86,1
9,"M6","left",86,1
9,"M12","left",86,1
10,"M1","right",86,1
12,"M3","left",86,1
12,"M5","left",86,1
13,"M2","left",86,1
13,"M1","right",86,1
14,"M2","left",86,1
15,"M5","left",86,1
15,"M6","left",86,1
16,"M5","right",86,1
16,"M12","right",86,1
17,"M10","right",86,1
18,"M10","right",86,1
21,"M11","right",86,1
22,"M11","left",86,1
22,"M11","right",86,1
25,"M6","right",86,1
25,"M9","right",86,1
25,"M12","right",86,1
26,"M1","left",86,1
26,"M9","right",86,1
27,"M5","right",86,1
27,"M12","right",86,1
28,"M10","right",86,1
29,"M6","right",86,1
30,"M3","right",86,1
31,"M11","right",86,1
36,"M12","right",86,1
37,"M5","right",86,1
37,"M12","right",86,1
38,"M1","left",86,1
38,"M5","right",86,1
39,"M1","right",86,1
40,"M3","right",86,1
40,"M11","right",86,1
41,"M3","right",86,1
41,"M11","right",86,1
42,"M3","left",86,1
42,"M8","left",86,1
42,"M11","right",86,1
43,"M8","left",86,1
43,"M3","right",86,1
44,"M8","left",86,1
45,"M8","left",86,1
45,"M5","right",86,1
45,"M9","right",86,1
46,"M11","left",86,1
46,"M9","right",86,1
47,"M4","left",86,1
47,"M9","right",86,1
48,"M4","left",86,1
48,"M9","right",86,1
49,"M3","right",86,1
49,"M4","right",86,1
50,"M5","right",86,1
51,"M5","left",86,1
51,"M3","right",86,1
51,"M5","right",86,1
52,"M3","right",86,1
52,"M6","right",86,1
53,"M9","left",86,1
53,"M6","right",86,1
53,"M11","right",86,1
54,"M9","left",86,1
54,"M6","right",86,1
54,"M11","right",86,1
55,"M11","left",86,1
55,"M4","right",86,1
55,"M6","right",86,1
55,"M11","right",86,1
56,"M3","right",86,1
56,"M4","right",86,1
56,"M6","right",86,1
57,"M1","left",86,1
57,"M6","left",86,1
58,"M6","left",86,1
58,"M3","right",86,1
60,"M7","right",86,1
61,"M3","left",86,1
61,"M7","right",86,1
61,"M8","right",86,1
62,"M8","right",86,1
63,"M7","right",86,1
63,"M12","right",86,1
64,"M8","right",86,1
64,"M12","right",86,1
65,"M12","right",86,1
67,"M9","right",86,1
68,"M9","left",86,1
68,"M11","right",86,1
69,"M10","left",86,1
69,"M11","right",86,1
70,"M10","left",86,1
70,"M11","right",86,1
71,"M6","left",86,1
71,"M9","left",86,1
71,"M10","left",86,1
71,"M6","right",86,1
72,"M6","left",86,1
72,"M7","left",86,1
73,"M6","left",86,1
73,"M7","left",86,1
73,"M4","right",86,1
74,"M7","left",86,1
74,"M6","right",86,1
75,"M6","right",86,1
