"realtime","subject","side","cohort","day"
0,"M6","right",36,9
1,"M6","right",36,9
4,"M6","left",36,9
5,"M6","left",36,9
5,"M8","right",36,9
6,"M8","right",36,9
7,"M8","left",36,9
8,"M4","left",36,9
8,"M8","left",36,9
9,"M4","left",36,9
10,"M6","left",36,9
10,"M8","left",36,9
10,"M6","right",36,9
11,"M4","left",36,9
11,"M8","left",36,9
11,"M4","right",36,9
11,"M6","right",36,9
15,"M4","left",36,9
17,"M4","left",36,9
18,"M4","left",36,9
19,"M4","left",36,9
20,"M4","left",36,9
21,"M4","left",36,9
21,"M6","left",36,9
21,"M4","right",36,9
22,"M6","left",36,9
23,"M6","right",36,9
25,"M4","left",36,9
26,"M4","left",36,9
26,"M6","left",36,9
26,"M6","right",36,9
27,"M4","left",36,9
27,"M6","right",36,9
28,"M4","left",36,9
29,"M4","left",36,9
30,"M4","left",36,9
31,"M4","left",36,9
32,"M4","left",36,9
32,"M6","left",36,9
32,"M8","right",36,9
33,"M4","left",36,9
33,"M6","left",36,9
33,"M8","right",36,9
34,"M5","left",36,9
34,"M6","left",36,9
35,"M6","left",36,9
35,"M6","right",36,9
35,"M8","right",36,9
36,"M5","right",36,9
37,"M5","right",36,9
40,"M6","left",36,9
41,"M7","left",36,9
41,"M8","right",36,9
42,"M1","left",36,9
42,"M7","left",36,9
43,"M1","left",36,9
43,"M5","left",36,9
43,"M6","left",36,9
43,"M7","left",36,9
43,"M6","right",36,9
44,"M1","left",36,9
44,"M5","left",36,9
44,"M1","right",36,9
44,"M5","right",36,9
45,"M2","left",36,9
45,"M7","left",36,9
45,"M1","right",36,9
46,"M7","left",36,9
46,"M9","left",36,9
47,"M5","right",36,9
48,"M7","left",36,9
48,"M5","right",36,9
49,"M4","left",36,9
49,"M7","left",36,9
49,"M12","left",36,9
49,"M8","right",36,9
50,"M7","left",36,9
50,"M12","left",36,9
51,"M2","left",36,9
51,"M10","right",36,9
51,"M12","right",36,9
52,"M2","left",36,9
52,"M4","left",36,9
52,"M10","right",36,9
53,"M2","left",36,9
53,"M4","left",36,9
53,"M8","right",36,9
54,"M2","left",36,9
54,"M4","left",36,9
54,"M7","left",36,9
54,"M5","right",36,9
54,"M8","right",36,9
55,"M1","left",36,9
55,"M4","left",36,9
55,"M5","right",36,9
55,"M10","right",36,9
56,"M1","left",36,9
56,"M4","left",36,9
56,"M10","right",36,9
57,"M4","left",36,9
57,"M10","right",36,9
57,"M12","right",36,9
58,"M4","left",36,9
58,"M7","left",36,9
58,"M5","right",36,9
58,"M7","right",36,9
58,"M10","right",36,9
58,"M12","right",36,9
59,"M4","left",36,9
59,"M7","left",36,9
59,"M10","right",36,9
60,"M5","left",36,9
60,"M9","left",36,9
60,"M10","left",36,9
60,"M11","left",36,9
61,"M8","right",36,9
62,"M8","right",36,9
63,"M7","left",36,9
63,"M7","right",36,9
64,"M2","left",36,9
64,"M7","right",36,9
65,"M4","left",36,9
65,"M9","left",36,9
65,"M2","right",36,9
65,"M4","right",36,9
65,"M10","right",36,9
66,"M9","left",36,9
66,"M4","right",36,9
66,"M10","right",36,9
67,"M2","left",36,9
67,"M7","left",36,9
67,"M10","right",36,9
68,"M4","left",36,9
68,"M10","right",36,9
69,"M4","left",36,9
69,"M12","left",36,9
69,"M1","right",36,9
70,"M5","left",36,9
70,"M1","right",36,9
71,"M5","left",36,9
72,"M1","left",36,9
72,"M5","left",36,9
73,"M9","left",36,9
73,"M12","left",36,9
73,"M2","right",36,9
73,"M6","right",36,9
74,"M1","left",36,9
75,"M7","right",36,9
76,"M2","left",36,9
76,"M9","left",36,9
77,"M6","left",36,9
77,"M9","left",36,9
78,"M2","left",36,9
78,"M7","left",36,9
78,"M9","left",36,9
78,"M6","right",36,9
78,"M10","right",36,9
79,"M2","left",36,9
79,"M4","left",36,9
79,"M9","left",36,9
79,"M10","right",36,9
80,"M2","left",36,9
80,"M3","left",36,9
80,"M4","left",36,9
81,"M3","left",36,9
81,"M9","left",36,9
81,"M3","right",36,9
82,"M5","left",36,9
82,"M6","left",36,9
82,"M7","left",36,9
82,"M9","left",36,9
82,"M2","right",36,9
82,"M6","right",36,9
83,"M7","left",36,9
83,"M10","left",36,9
83,"M2","right",36,9
84,"M6","left",36,9
84,"M7","left",36,9
84,"M10","left",36,9
84,"M2","right",36,9
