"realtime","subject","side","cohort","day"
0,"M9","right",81,7
1,"M6","left",81,7
2,"M6","left",81,7
4,"M9","right",81,7
5,"M9","right",81,7
6,"M9","right",81,7
9,"M3","left",81,7
13,"M3","left",81,7
14,"M3","left",81,7
14,"M12","right",81,7
15,"M3","left",81,7
15,"M3","right",81,7
16,"M3","left",81,7
17,"M3","left",81,7
19,"M12","left",81,7
20,"M2","left",81,7
20,"M12","left",81,7
20,"M2","right",81,7
21,"M2","left",81,7
21,"M3","left",81,7
21,"M12","right",81,7
22,"M2","right",81,7
22,"M3","right",81,7
22,"M5","right",81,7
22,"M12","right",81,7
23,"M2","left",81,7
23,"M12","left",81,7
23,"M2","right",81,7
23,"M5","right",81,7
23,"M12","right",81,7
24,"M2","left",81,7
24,"M5","left",81,7
24,"M12","left",81,7
25,"M2","left",81,7
25,"M5","left",81,7
25,"M12","left",81,7
26,"M2","left",81,7
26,"M3","left",81,7
26,"M5","left",81,7
26,"M12","right",81,7
27,"M12","left",81,7
27,"M5","right",81,7
27,"M11","right",81,7
28,"M12","left",81,7
28,"M5","right",81,7
28,"M11","right",81,7
32,"M3","left",81,7
32,"M2","right",81,7
33,"M4","left",81,7
33,"M2","right",81,7
33,"M4","right",81,7
34,"M4","left",81,7
34,"M2","right",81,7
34,"M4","right",81,7
35,"M4","right",81,7
36,"M4","left",81,7
36,"M2","right",81,7
36,"M4","right",81,7
36,"M5","right",81,7
37,"M2","left",81,7
37,"M4","left",81,7
37,"M11","left",81,7
37,"M2","right",81,7
37,"M5","right",81,7
38,"M2","left",81,7
38,"M4","left",81,7
38,"M11","left",81,7
39,"M2","left",81,7
39,"M11","left",81,7
39,"M2","right",81,7
39,"M5","right",81,7
39,"M11","right",81,7
40,"M2","left",81,7
40,"M2","right",81,7
40,"M4","right",81,7
40,"M11","right",81,7
41,"M3","left",81,7
41,"M10","left",81,7
41,"M4","right",81,7
42,"M4","left",81,7
42,"M10","left",81,7
43,"M4","left",81,7
46,"M3","right",81,7
46,"M4","right",81,7
46,"M12","right",81,7
47,"M4","left",81,7
48,"M2","right",81,7
49,"M3","left",81,7
49,"M6","right",81,7
51,"M10","left",81,7
52,"M2","left",81,7
52,"M10","left",81,7
52,"M2","right",81,7
52,"M12","right",81,7
53,"M2","left",81,7
53,"M4","left",81,7
53,"M8","left",81,7
53,"M10","left",81,7
53,"M12","right",81,7
54,"M2","left",81,7
