"realtime","subject","side","cohort","day"
4,"M11","left",85,8
5,"M11","left",85,8
6,"M1","left",85,8
6,"M11","left",85,8
7,"M1","left",85,8
13,"M2","left",85,8
13,"M11","left",85,8
14,"M1","left",85,8
14,"M1","right",85,8
15,"M3","left",85,8
16,"M3","left",85,8
17,"M1","left",85,8
19,"M5","right",85,8
20,"M5","right",85,8
21,"M5","right",85,8
21,"M8","right",85,8
25,"M1","right",85,8
26,"M11","left",85,8
27,"M11","left",85,8
27,"M1","right",85,8
28,"M1","left",85,8
29,"M1","left",85,8
29,"M8","right",85,8
31,"M1","right",85,8
32,"M1","right",85,8
33,"M1","left",85,8
33,"M3","left",85,8
39,"M2","left",85,8
39,"M2","right",85,8
40,"M2","left",85,8
40,"M2","right",85,8
41,"M2","left",85,8
42,"M2","left",85,8
42,"M2","right",85,8
43,"M2","left",85,8
43,"M11","left",85,8
43,"M2","right",85,8
44,"M2","left",85,8
44,"M11","left",85,8
45,"M2","left",85,8
46,"M2","left",85,8
47,"M11","left",85,8
48,"M11","left",85,8
50,"M3","right",85,8
51,"M3","left",85,8
51,"M3","right",85,8
52,"M3","left",85,8
53,"M3","left",85,8
54,"M3","left",85,8
54,"M3","right",85,8
55,"M3","left",85,8
56,"M3","left",85,8
57,"M3","left",85,8
58,"M3","left",85,8
59,"M3","left",85,8
67,"M3","left",85,8
68,"M3","left",85,8
69,"M1","right",85,8
70,"M1","left",85,8
73,"M1","right",85,8
75,"M1","left",85,8
76,"M1","left",85,8
76,"M1","right",85,8
77,"M1","left",85,8
78,"M1","left",85,8
79,"M1","right",85,8
80,"M1","left",85,8
81,"M1","left",85,8
82,"M1","left",85,8
83,"M1","left",85,8
84,"M1","left",85,8
91,"M1","left",85,8
91,"M2","right",85,8
92,"M1","left",85,8
92,"M2","right",85,8
93,"M2","right",85,8
104,"M2","right",85,8
105,"M2","right",85,8
106,"M2","right",85,8
106,"M10","right",85,8
107,"M2","left",85,8
107,"M10","right",85,8
