Timestamp,Actor,Behavior,Recipient,Location,Observer,Comment,Outside assigned observation time
4/24/2016 14:30:00,Start,Start,Start,Start,BN,,
4/24/2016 14:33:00,"10, 12",Fighting,"10, 12",LR,BN,,
4/24/2016 14:40:00,"2, 7",Subordinate,"2, 7",LL,BN,They were sniffing aggressively and raising their front paws and standing off,
4/24/2016 14:41:00,4,Fighting,12,LL,BN,,
4/24/2016 14:41:00,4,Fighting,10,LL,BN,,
4/24/2016 14:44:00,4,Fighting,11,NB3,BN,,
4/24/2016 14:49:00,10,Fighting,12,MR,BN,,
4/24/2016 14:56:00,10,Fighting,1,MR,BN,,
4/24/2016 14:57:00,10,Fighting,6,LR,BN,,
4/24/2016 15:00:00,4,Fighting,"7, 9",NB5,BN,,
4/24/2016 15:01:00,4,Fighting,8,NB3,BN,,
4/24/2016 15:10:00,10,Fighting,12,LR,BN,,
4/24/2016 15:15:00,10,"Fighting, Mounting",6,UR,BN,,
4/24/2016 15:33:00,10,"Fighting, Chasing",2,NB1,BN,,
4/24/2016 15:43:00,10,Fighting,6,MR,BN,,
4/24/2016 15:56:00,4,Fighting,"9, 12",LR,BN,,
4/24/2016 15:57:00,4,Fighting,"1, 12",LR,BN,,
4/24/2016 15:57:00,4,Fighting,12,LL,BN,,
4/24/2016 15:59:00,10,Mounting,8,LR,BN,,
4/24/2016 16:11:00,10,Mounting,4,UL,BN,,
4/24/2016 16:13:00,"4, 10",Fighting,"4, 10",UL,BN,,
4/24/2016 16:13:00,10,Fighting,4,UR,BN,,
4/24/2016 16:13:00,10,Fighting,2,UR,BN,,
4/24/2016 16:14:00,10,"Fighting, Chasing",4,LL,BN,,
4/24/2016 16:29:00,"6, 10",Fighting,"6, 10",UR,BN,,
4/24/2016 16:29:00,6,Fighting,10,UL,BN,,
4/24/2016 16:30:00,End,End,End,End,BN,,
4/25/2016 15:59:00,Start,Start,Start,Start,WL,,
4/25/2016 16:04:00,6,Fighting,5,UR,WL,Brief,
4/25/2016 16:05:00,6,"Fighting, Chasing",11,UR,WL,Brief but 11 immediately showed sub,
4/25/2016 16:06:00,6,Induce-flee,5,ML,WL,,
4/25/2016 16:07:00,6,Induce-flee,5,UL,WL,,
4/25/2016 16:07:00,6,Fighting,11,LL,WL,,
4/25/2016 16:09:00,11,Chasing,1,LR,WL,,
4/25/2016 16:10:00,6,Chasing,5,UR,WL,Both 3 and 10 are sleeping,
4/25/2016 16:16:00,6,Chasing,5,LR,WL,,
4/25/2016 16:19:00,6,Chasing,5,LL,WL,,
4/25/2016 16:20:00,6,Induce-flee,11,LL,WL,,
4/25/2016 16:21:00,11,Fighting,2,NB1,WL,Persistent,
4/25/2016 16:21:00,11,Fighting,9,NB1,WL,,
4/25/2016 16:21:00,11,Fighting,4,NB1,WL,,
4/25/2016 16:23:00,6,Induce-flee,5,ML,WL,,
4/25/2016 16:23:00,6,Subordinate,3,ML,WL,,
4/25/2016 16:27:00,6,Chasing,5,NB3,WL,,
4/25/2016 16:29:00,5,Fighting,2,NB2,WL,,
4/25/2016 16:29:00,5,Fighting,2,NB1,WL,,
4/25/2016 16:30:00,6,Fighting,5,NB1,WL,,
4/25/2016 16:31:00,6,"Fighting, Chasing",8,LL,WL,,
4/25/2016 16:40:00,6,Fighting,5,NB3,WL,,
4/25/2016 16:40:00,6,Fighting,5,NB1,WL,,
4/25/2016 16:44:00,5,Subordinate,2,NB1,WL,,
4/25/2016 16:44:00,2,Fighting,3,NB1,WL,,
4/25/2016 16:45:00,2,Fighting,3,NB1,WL,,
4/25/2016 16:45:00,2,Fighting,11,NB1,WL,Well... day 2. Some confusion is possible,
4/25/2016 16:47:00,6,Chasing,5,UL,WL,,
4/25/2016 16:48:00,6,Chasing,3,LL,WL,,
4/25/2016 16:50:00,5,"Fighting, Chasing",2,LL,WL,,
