Timestamp,Actor,Behavior,Recipient,Location,Observer,Outside assigned observation time
8/20/2015 13:50:00,10,Fighting,6,NB5,WL,
8/20/2015 13:55:00,12,Mounting,11,NB5,WL,
8/20/2015 13:57:00,8,"Chasing, Subordinate",5,MR,WL,
8/20/2015 13:59:00,1,Chasing,10,LL,WL,
8/20/2015 16:24:00,1,"Fighting, Chasing",9,"LL, LR",MT,
8/20/2015 16:24:00,1,"Fighting, Chasing",5,"LL, LR",MT,
8/20/2015 16:24:00,8,"Fighting, Chasing",6,MR,MT,
8/20/2015 16:25:00,1,"Fighting, Chasing",4,"LL, NB2",MT,
8/20/2015 16:30:00,1,Induce-flee,8,ML,MT,
8/20/2015 16:31:00,8,Fighting,5,LR,MT,
8/20/2015 16:33:00,8,Fighting,4,LR,MT,
8/20/2015 16:34:00,8,Fighting,4,UL,MT,
8/20/2015 16:47:00,1,Induce-flee,8,MR,MT,
8/20/2015 16:53:00,1,"Fighting, Chasing",12,"LL, LR",MT,
8/20/2015 16:55:00,8,Fighting,10,LR,MT,
8/20/2015 17:02:00,8,"Fighting, Chasing",5,"UL, ML, MR, LR",MT,
8/20/2015 17:02:00,8,"Fighting, Chasing",9,LR,MT,
8/20/2015 17:03:00,4,"Fighting, Chasing",2,"LL, LR, NB1, NB2",MT,
8/20/2015 17:07:00,8,"Fighting, Subordinate",7,UR,MT,
8/20/2015 17:11:00,8,Fighting,5,LL,MT,
8/20/2015 17:16:00,8,"Fighting, Chasing",7,MR,MT,
8/20/2015 17:17:00,8,Subordinate,3,MR,MT,
8/21/2015 16:04:00,1,Fighting,8,UL,BN,
8/21/2015 16:05:00,1,"Fighting, Chasing",5,"UR, MR",BN,
8/21/2015 16:08:00,1,"Fighting, Chasing",9,UR,BN,
8/21/2015 16:13:00,1,Fighting,2,NB2,BN,
8/21/2015 16:19:00,12,Chasing,"8, 10",LR,BN,
8/21/2015 16:21:00,9,Fighting,10,NB5,BN,
8/21/2015 16:23:00,12,Fighting,10,ML,BN,
8/21/2015 16:25:00,12,"Fighting, Chasing",10,"LL, LR",BN,
8/21/2015 16:27:00,12,Subordinate,3,LR,BN,
8/21/2015 16:27:00,12,Fighting,6,MR,BN,
8/21/2015 16:41:00,12,Fighting,2,LR,BN,
8/21/2015 16:42:00,12,"Fighting, Induce-flee",2,LR,BN,
8/21/2015 16:44:00,12,Fighting,11,MR,BN,
8/21/2015 16:44:00,12,Fighting,11,UL,BN,
8/21/2015 16:47:00,12,Subordinate,11,LL,BN,
8/21/2015 16:48:00,12,Chasing,2,"LL, LR",BN,
8/21/2015 16:49:00,12,Chasing,5,"LL, LR",BN,
8/21/2015 16:51:00,10,Fighting,6,NB5,BN,
8/22/2015 18:46:00,3,"Fighting, Subordinate",9,NB1,WL,
8/22/2015 18:46:00,3,Fighting,9,NB2,WL,
8/22/2015 18:47:00,"3, 9",Fighting,"3, 9",NB2,WL,
8/22/2015 18:56:00,5,"Chasing, Subordinate",9,LR,WL,
8/22/2015 19:01:00,"3, 9",Fighting,"3, 9",UR,WL,
8/22/2015 19:03:00,11,"Fighting, Chasing, Subordinate",3,LR,WL,
8/22/2015 19:07:00,5,Chasing,9,UR,XX,
8/22/2015 19:07:00,11,"Fighting, Chasing",5,UL,WL,
8/22/2015 19:08:00,11,"Fighting, Subordinate",9,ML,WL,
8/22/2015 19:09:00,11,Chasing,9,MR,WL,
8/22/2015 19:25:00,8,Chasing,11,LL,WL,
8/22/2015 19:25:00,8,Chasing,2,LL,WL,
8/22/2015 19:36:00,1,"Chasing, Subordinate",8,MR,WL,
8/22/2015 19:38:00,1,Chasing,8,ML,WL,
8/23/2015 17:05:00,1,"Fighting, Chasing",8,NB5,BN,
8/23/2015 17:12:00,1,Fighting,11,MR,BN,
8/23/2015 17:15:00,1,"Fighting, Chasing",7,NB4,BN,
8/23/2015 17:17:00,1,Fighting,8,UR,BN,
8/23/2015 17:18:00,1,Chasing,10,LL,BN,
8/23/2015 17:20:00,1,Fighting,9,LR,BN,
8/23/2015 17:23:00,1,Chasing,11,UL,BN,
8/23/2015 17:24:00,1,Chasing,8,UL,BN,
8/23/2015 17:24:00,8,Fighting,11,UL,BN,
8/23/2015 17:24:00,1,Chasing,10,MR,BN,
8/23/2015 17:25:00,1,Chasing,12,LL,BN,
8/23/2015 17:29:00,8,Fighting,4,UR,BN,
8/23/2015 17:31:00,8,Fighting,4,UR,BN,
8/23/2015 17:34:00,8,Fighting,3,LR,BN,
8/23/2015 17:34:00,8,"Fighting, Chasing",11,ML,BN,
8/23/2015 17:37:00,12,Fighting,"3, 11",UL,BN,
8/23/2015 17:38:00,8,Fighting,4,UR,BN,
8/23/2015 17:42:00,12,"Subordinate, Induce-flee",8,UR,BN,
8/23/2015 17:43:00,12,Fighting,8,UR,BN,
8/23/2015 17:44:00,12,Fighting,11,UL,BN,
8/23/2015 17:48:00,1,Subordinate,3,LR,BN,
8/23/2015 17:51:00,1,Subordinate,3,LR,BN,
8/23/2015 17:51:00,1,Fighting,8,"LR, NB1, NB5",BN,
8/23/2015 17:52:00,1,"Subordinate, Induce-flee","3, 4",MR,BN,
8/23/2015 17:54:00,12,Fighting,11,UL,BN,
8/23/2015 17:54:00,1,Fighting,12,UL,BN,
8/23/2015 17:55:00,1,Fighting,11,ML,BN,
8/24/2015 16:01:00,1,"Fighting, Chasing",4,MR,WL,
8/24/2015 16:02:00,1,"Chasing, Subordinate",7,UR,WL,
8/24/2015 16:13:00,5,Chasing,9,ML,WL,
8/24/2015 16:13:00,9,Subordinate,5,ML,WL,
8/24/2015 16:13:00,9,Fighting,6,UL,WL,
8/24/2015 16:16:00,4,"Fighting, Chasing, Mounting",9,UR,WL,
8/24/2015 16:16:00,1,Chasing,5,LR,WL,
8/24/2015 16:18:00,4,Subordinate,9,ML,WL,
8/24/2015 16:19:00,1,"Fighting, Chasing",7,LR,WL,
8/24/2015 16:20:00,4,"Fighting, Chasing",7,UL,WL,
8/24/2015 16:20:00,1,Subordinate,7,UR,WL,
8/24/2015 16:21:00,1,"Fighting, Chasing",5,LL,WL,
8/24/2015 16:23:00,9,"Fighting, Subordinate",2,LL,WL,
8/24/2015 16:23:00,1,"Fighting, Chasing",9,LR,WL,
8/24/2015 16:24:00,4,"Chasing, Subordinate",3,LR,WL,
8/24/2015 16:33:00,7,Fighting,5,UR,WL,
8/24/2015 16:34:00,7,"Fighting, Chasing",2,UR,WL,
8/24/2015 16:49:00,2,Fighting,5,LL,WL,
8/24/2015 16:49:00,2,Induce-flee,5,LL,WL,
8/24/2015 16:53:00,2,"Fighting, Chasing",5,LL,WL,
8/24/2015 16:54:00,2,Subordinate,5,MR,WL,
8/25/2015 15:12:00,1,Fighting,6,LR,BN,
8/25/2015 15:13:00,12,Induce-flee,4,UR,BN,
8/25/2015 15:17:00,1,Fighting,4,LR,BN,
8/25/2015 15:29:00,9,Chasing,4,UR,BN,
8/25/2015 15:30:00,11,Fighting,9,UR,BN,
8/25/2015 15:32:00,11,"Fighting, Chasing",5,LL,BN,
8/25/2015 15:33:00,11,Induce-flee,9,LL,BN,
8/25/2015 15:34:00,11,Chasing,4,UL,BN,
8/25/2015 15:45:00,11,Fighting,9,MR,BN,
8/25/2015 15:45:00,11,Fighting,4,UL,BN,
8/25/2015 15:46:00,11,"Fighting, Chasing",5,UL,BN,
8/25/2015 15:53:00,11,Chasing,5,LR,BN,
8/25/2015 15:55:00,11,Induce-flee,5,LL,BN,
8/25/2015 15:56:00,11,Fighting,5,LR,BN,
8/25/2015 16:00:00,1,Fighting,8,NB3,BN,
8/26/2015 17:01:00,1,Chasing,8,UL,WL,
8/26/2015 17:08:00,1,"Fighting, Chasing",2,NB3,WL,
8/26/2015 17:09:00,1,"Fighting, Chasing",2,LR,WL,
8/26/2015 17:10:00,1,"Fighting, Chasing",5,LL,WL,
8/26/2015 17:14:00,1,"Fighting, Chasing",4,NB4,WL,
8/26/2015 17:17:00,6,Mounting,11,NB5,WL,
8/26/2015 17:20:00,6,Mounting,11,NB5,WL,
8/26/2015 17:22:00,8,"Fighting, Chasing",4,UL,WL,
8/26/2015 17:27:00,4,"Chasing, Mounting",9,NB4,WL,
8/26/2015 17:37:00,8,Induce-flee,11,UL,WL,
8/26/2015 17:38:00,11,"Fighting, Chasing",9,LR,WL,
8/26/2015 17:38:00,8,"Fighting, Chasing",9,ML,WL,
8/26/2015 17:38:00,8,"Fighting, Chasing",11,UL,WL,
8/26/2015 17:39:00,8,Chasing,11,LR,WL,
8/26/2015 17:41:00,4,Fighting,9,NB4,WL,
8/26/2015 17:43:00,4,"Fighting, Chasing",9,NB4,WL,
8/26/2015 17:45:00,1,"Fighting, Chasing",8,MR,WL,
8/26/2015 17:46:00,"4, 11",Fighting,"4, 11",NB4,WL,
8/26/2015 17:48:00,1,Fighting,11,LR,WL,
8/26/2015 17:53:00,1,Chasing,9,UR,WL,
8/26/2015 17:53:00,8,Induce-flee,11,MR,WL,
8/26/2015 17:54:00,1,"Fighting, Chasing",11,LR,WL,
8/26/2015 17:56:00,1,Chasing,6,ML,WL,
8/26/2015 17:57:00,8,Fighting,11,NB5,WL,
8/26/2015 17:58:00,1,"Fighting, Chasing",9,LR,WL,
8/26/2015 17:59:00,1,"Fighting, Chasing",9,LR,WL,
8/27/2015 13:31:00,1,"Fighting, Chasing",5,LR,WL,
8/27/2015 13:32:00,12,Subordinate,5,LL,WL,
8/27/2015 13:32:00,1,Chasing,2,LL,WL,
8/27/2015 13:34:00,1,Induce-flee,2,UL,WL,
8/27/2015 13:35:00,1,"Fighting, Chasing",5,UL,WL,
8/27/2015 13:37:00,6,Fighting,12,NB5,WL,
8/27/2015 13:43:00,1,Chasing,2,UL,WL,
8/27/2015 13:43:00,1,Chasing,2,LL,WL,
8/27/2015 13:44:00,1,Chasing,2,UL,WL,
8/27/2015 13:45:00,1,Induce-flee,12,UL,WL,
8/27/2015 13:45:00,1,Chasing,2,LL,WL,
8/27/2015 13:46:00,1,"Chasing, Subordinate",2,UL,WL,
8/27/2015 13:46:00,1,"Fighting, Chasing",2,LR,WL,
8/27/2015 13:49:00,1,Chasing,12,LR,WL,
8/27/2015 13:51:00,1,Induce-flee,5,LR,WL,
8/27/2015 13:52:00,1,"Fighting, Chasing",5,UL,WL,
8/27/2015 13:53:00,1,"Fighting, Chasing",2,UL,WL,
8/27/2015 13:55:00,1,"Fighting, Chasing",2,UL,WL,
8/27/2015 13:55:00,1,Chasing,5,UL,WL,
8/27/2015 13:57:00,1,Chasing,2,LL,WL,
8/27/2015 13:57:00,1,Induce-flee,12,UR,WL,
8/27/2015 13:58:00,1,Chasing,2,LL,WL,
8/27/2015 13:59:00,1,"Fighting, Chasing",2,LL,WL,
8/27/2015 13:59:00,1,Fighting,2,LR,WL,
8/27/2015 14:00:00,1,Fighting,"2, 5",UL,WL,
8/27/2015 14:03:00,1,Fighting,2,LR,WL,
8/27/2015 14:04:00,1,Fighting,6,MR,WL,
8/27/2015 14:06:00,1,"Fighting, Subordinate",4,MR,WL,
8/27/2015 14:06:00,1,Chasing,2,LL,WL,
8/27/2015 14:06:00,1,"Fighting, Chasing",9,MR,WL,
8/27/2015 14:09:00,8,"Fighting, Chasing",5,UL,WL,
8/27/2015 14:11:00,1,Chasing,8,UL,WL,
8/27/2015 14:15:00,4,"Fighting, Chasing",9,NB4,WL,
8/27/2015 14:16:00,1,Chasing,8,UL,WL,
8/27/2015 14:17:00,1,Chasing,8,UR,WL,
8/27/2015 14:19:00,8,Chasing,6,UL,WL,
8/27/2015 14:22:00,1,Chasing,8,UL,WL,
8/27/2015 14:23:00,1,"Fighting, Chasing",8,UL,WL,
8/27/2015 14:26:00,1,"Fighting, Chasing",9,NB2,WL,
8/27/2015 19:17:00,1,"Fighting, Chasing",2,"LL, LR",BN,
8/27/2015 19:22:00,1,Subordinate,2,MR,BN,
8/27/2015 19:24:00,"1, 6",Fighting,"1, 6",LR,BN,
8/27/2015 19:26:00,"2, 6",Fighting,"2, 6",LL,BN,
8/27/2015 19:38:00,6,Chasing,2,ML,BN,
8/27/2015 19:40:00,9,"Chasing, Subordinate",6,MR,BN,
8/27/2015 19:42:00,9,Subordinate,6,UL,BN,
8/27/2015 19:44:00,1,Induce-flee,4,UR,BN,
8/27/2015 19:45:00,1,Subordinate,9,UR,BN,
8/27/2015 19:47:00,9,Subordinate,5,MR,BN,
8/27/2015 19:49:00,9,Chasing,2,MR,BN,
8/27/2015 19:50:00,12,Fighting,9,UL,BN,
8/27/2015 19:51:00,12,Fighting,5,ML,BN,
8/27/2015 19:52:00,1,Fighting,5,MR,BN,
8/27/2015 19:53:00,12,Subordinate,5,UL,BN,
8/27/2015 19:54:00,1,Fighting,12,UL,BN,
8/27/2015 19:55:00,12,Chasing,5,UL,BN,
8/27/2015 19:57:00,2,Fighting,5,NB4,BN,
8/28/2015 18:02:00,1,Chasing,10,UL,WL,
8/28/2015 18:03:00,9,Chasing,10,UL,WL,
8/28/2015 18:04:00,9,"Fighting, Chasing",10,UL,WL,
8/28/2015 18:12:00,1,"Fighting, Chasing",2,UL,WL,
8/28/2015 18:18:00,1,"Fighting, Chasing",9,NB1,WL,
8/28/2015 18:19:00,1,Chasing,2,LR,WL,
8/28/2015 18:19:00,4,"Fighting, Chasing",2,UL,WL,
8/28/2015 18:22:00,4,"Fighting, Chasing",10,UL,WL,
8/28/2015 18:27:00,4,Chasing,10,UL,WL,
8/28/2015 18:29:00,1,Fighting,4,LR,WL,
8/28/2015 18:30:00,1,Chasing,2,LL,WL,
8/28/2015 18:35:00,9,"Chasing, Mounting",5,UL,WL,
8/28/2015 18:36:00,9,"Fighting, Chasing, Subordinate",2,LR,WL,
8/28/2015 18:37:00,1,Subordinate,2,LR,WL,
8/28/2015 18:37:00,1,"Fighting, Chasing",9,LR,WL,
8/28/2015 18:37:00,2,"Fighting, Chasing",5,UL,WL,
8/28/2015 18:39:00,2,Chasing,5,UL,WL,
8/28/2015 18:40:00,2,Chasing,5,UL,WL,
8/28/2015 18:40:00,2,"Fighting, Chasing",10,UL,WL,
8/28/2015 18:41:00,8,Fighting,"3, 5",NB5,WL,
8/28/2015 18:45:00,8,Chasing,10,NB5,WL,
8/28/2015 18:45:00,1,"Fighting, Chasing",2,LL,WL,
8/28/2015 18:45:00,8,Fighting,11,NB5,WL,
8/28/2015 18:48:00,9,Subordinate,10,UL,WL,
8/28/2015 18:48:00,9,"Fighting, Subordinate",5,UL,WL,
8/28/2015 18:49:00,8,"Fighting, Chasing",9,UL,WL,
8/28/2015 18:49:00,8,Chasing,10,LL,WL,
8/28/2015 18:50:00,8,Chasing,9,MR,WL,
8/28/2015 18:50:00,1,"Fighting, Chasing",5,NB3,WL,
8/28/2015 18:50:00,8,"Fighting, Chasing",2,UL,WL,
8/28/2015 18:51:00,1,"Fighting, Chasing",8,LR,WL,
8/28/2015 18:51:00,8,"Fighting, Chasing",5,ML,WL,
8/28/2015 18:51:00,1,Fighting,8,UL,WL,
8/28/2015 18:52:00,"2, 10",Fighting,"2, 10",LR,WL,
8/28/2015 18:52:00,1,Fighting,4,NB1,WL,
8/28/2015 18:54:00,"2, 10",Fighting,"2, 10",LR,WL,
8/28/2015 18:54:00,9,"Chasing, Mounting",3,NB4,WL,
8/28/2015 18:57:00,1,Chasing,2,LR,WL,
8/29/2015 19:11:00,1,Fighting,6,NB1,BN,
8/29/2015 19:15:00,10,Fighting,6,LR,BN,
8/29/2015 19:19:00,1,Fighting,7,MR,BN,
8/29/2015 19:20:00,10,Fighting,7,UL,BN,
8/29/2015 19:43:00,10,Subordinate,7,UL,BN,
8/30/2015 18:26:00,1,"Fighting, Subordinate",8,LL,WL,
8/30/2015 18:27:00,1,"Fighting, Chasing",8,UL,WL,
8/30/2015 18:27:00,1,"Fighting, Chasing",11,UR,WL,
8/30/2015 18:31:00,6,Mounting,11,NB5,WL,
8/30/2015 18:32:00,1,Chasing,12,LL,WL,
8/30/2015 18:32:00,1,Induce-flee,2,LR,WL,
8/30/2015 18:32:00,8,Fighting,11,NB5,WL,
8/30/2015 18:35:00,1,"Fighting, Chasing",10,NB4,WL,
8/30/2015 18:37:00,6,"Mounting, Subordinate",11,NB5,WL,
8/30/2015 18:42:00,11,Induce-flee,2,LR,WL,
8/30/2015 18:43:00,11,Chasing,2,ML,WL,
8/30/2015 18:43:00,12,Chasing,11,MR,WL,
8/30/2015 18:45:00,11,Chasing,2,LL,WL,
8/30/2015 18:46:00,5,Induce-flee,2,LL,WL,
8/30/2015 18:48:00,11,"Fighting, Chasing","5, 7",LL,WL,
8/30/2015 18:49:00,12,"Fighting, Chasing",11,MR,WL,
8/30/2015 18:54:00,7,"Fighting, Chasing",9,NB1,WL,
8/30/2015 18:59:00,12,Chasing,10,LR,WL,
8/30/2015 18:59:00,12,Chasing,5,UL,WL,
8/30/2015 19:00:00,4,Induce-flee,10,NB4,WL,
8/30/2015 19:02:00,6,Subordinate,11,NB5,WL,
8/30/2015 19:03:00,7,"Fighting, Chasing",10,NB1,WL,
8/30/2015 19:03:00,9,"Fighting, Chasing",12,NB4,WL,
8/30/2015 19:11:00,12,"Fighting, Chasing",9,UL,WL,
8/30/2015 19:21:00,4,"Mounting, Subordinate",10,NB5,WL,
8/30/2015 19:22:00,7,"Fighting, Chasing",3,NB3,WL,
8/30/2015 19:22:00,4,Induce-flee,10,NB4,WL,
8/30/2015 19:23:00,7,"Fighting, Subordinate",9,NB3,WL,
8/30/2015 19:23:00,4,Fighting,7,NB3,WL,
8/30/2015 19:24:00,4,Fighting,9,NB3,WL,
8/30/2015 19:24:00,4,"Fighting, Chasing",9,NB3,WL,
8/30/2015 19:24:00,4,Chasing,10,NB3,WL,
8/31/2015 15:01:00,4,Fighting,9,UR,BN,
8/31/2015 15:02:00,4,"Fighting, Chasing",2,LL,BN,
8/31/2015 15:04:00,4,Chasing,2,"LL, LR",BN,
8/31/2015 15:14:00,4,Chasing,2,"LL, LR",BN,
8/31/2015 15:15:00,2,Fighting,5,UL,BN,
8/31/2015 15:16:00,4,"Fighting, Chasing",2,"LL, LR",BN,
8/31/2015 15:16:00,4,Chasing,2,"LL, LR",BN,
8/31/2015 15:17:00,10,Fighting,7,ML,BN,
8/31/2015 15:18:00,4,Subordinate,7,UL,BN,
8/31/2015 15:19:00,4,Chasing,"2, 5","LL, LR",BN,
8/31/2015 15:24:00,4,Fighting,2,UL,BN,
8/31/2015 15:26:00,4,Chasing,2,"LL, LR",BN,
8/31/2015 15:27:00,3,Chasing,2,LL,BN,
8/31/2015 15:29:00,4,Fighting,2,UL,BN,
8/31/2015 15:29:00,4,Fighting,6,UL,BN,
8/31/2015 15:30:00,1,Fighting,6,MR,BN,
8/31/2015 15:32:00,11,Fighting,"4, 11",UL,BN,
8/31/2015 15:33:00,4,Fighting,10,MR,BN,
8/31/2015 15:35:00,1,Chasing,11,UL,BN,
8/31/2015 15:35:00,1,Chasing,"2, 4",LL,BN,
8/31/2015 15:36:00,1,Induce-flee,4,LL,BN,
8/31/2015 15:37:00,1,Chasing,11,MR,BN,
8/31/2015 15:50:00,12,Fighting,8,UL,BN,
8/31/2015 15:57:00,1,Induce-flee,12,UL,BN,
9/1/2015 13:03:00,1,Chasing,2,LL,WL,
9/1/2015 13:05:00,1,Chasing,2,NB2,WL,
9/1/2015 13:06:00,6,Fighting,2,NB5,WL,
9/1/2015 13:07:00,6,Fighting,12,NB5,WL,
9/1/2015 13:07:00,6,"Fighting, Mounting",2,NB5,WL,
9/1/2015 13:08:00,6,"Fighting, Chasing, Subordinate",3,NB5,WL,
9/1/2015 13:11:00,1,"Fighting, Chasing",3,UL,WL,
9/1/2015 13:12:00,1,Chasing,2,LR,WL,
9/1/2015 13:13:00,2,Chasing,12,LL,WL,
9/1/2015 13:13:00,1,Induce-flee,12,UL,WL,
9/1/2015 13:14:00,1,Chasing,12,UR,WL,
9/1/2015 13:15:00,1,"Fighting, Chasing",2,LR,WL,
9/1/2015 13:15:00,1,Chasing,2,LL,WL,
9/1/2015 13:16:00,1,"Fighting, Chasing",12,UL,WL,
9/1/2015 13:17:00,1,"Fighting, Chasing",2,LL,WL,
9/1/2015 13:18:00,1,Chasing,12,UR,WL,
9/1/2015 13:20:00,7,"Fighting, Chasing",2,NB2,WL,
9/1/2015 13:24:00,1,"Fighting, Chasing",2,LL,WL,
9/1/2015 13:25:00,1,Chasing,11,UR,WL,
9/1/2015 13:26:00,1,Fighting,11,NB5,WL,
9/1/2015 13:27:00,1,"Fighting, Chasing",2,UL,WL,
9/1/2015 13:28:00,1,Chasing,2,LR,WL,
9/1/2015 13:29:00,1,Induce-flee,5,UL,WL,
9/1/2015 13:34:00,7,Fighting,9,NB4,WL,
9/1/2015 13:38:00,1,"Fighting, Chasing",7,NB2,WL,
9/1/2015 13:42:00,4,"Fighting, Mounting, Subordinate",10,NB2,WL,
9/1/2015 13:44:00,2,"Fighting, Chasing",9,LR,WL,
9/1/2015 13:45:00,1,"Fighting, Chasing",9,UL,WL,
9/1/2015 13:45:00,1,"Fighting, Chasing",6,MR,WL,
9/1/2015 13:48:00,10,"Fighting, Mounting",9,NB2,WL,
9/1/2015 13:50:00,1,"Fighting, Chasing, Subordinate",9,UR,WL,
9/1/2015 13:53:00,"4, 10",Fighting,"4, 10",NB2,WL,
9/1/2015 13:53:00,1,Subordinate,"5, 9",LL,WL,
9/1/2015 13:54:00,"2, 6",Fighting,"2, 6",UL,WL,
9/1/2015 13:55:00,7,"Fighting, Chasing",6,MR,WL,
9/1/2015 13:55:00,1,"Fighting, Chasing",5,UL,WL,
9/1/2015 13:55:00,1,"Fighting, Chasing",4,MR,WL,
9/1/2015 13:56:00,7,Fighting,2,UL,WL,
9/1/2015 13:57:00,7,Chasing,6,UL,WL,
9/1/2015 13:59:00,1,Chasing,2,LL,WL,
9/1/2015 13:59:00,1,Fighting,9,LR,WL,
9/1/2015 15:34:00,1,"Fighting, Chasing",10,"NB1, NB5",CW,
9/1/2015 15:40:00,1,Chasing,4,"LL, LR",CW,
9/1/2015 15:40:00,1,Chasing,4,"UL, UR",CW,
9/1/2015 15:41:00,1,Chasing,2,"ML, LL, MR, LR",CW,
9/1/2015 15:41:00,1,Fighting,7,UR,CW,
9/1/2015 15:43:00,1,"Fighting, Chasing",7,UL,CW,
9/1/2015 15:44:00,1,Chasing,2,"LL, LR",CW,
9/1/2015 15:45:00,1,"Fighting, Chasing",4,"UR, MR",CW,
9/1/2015 15:47:00,4,Chasing,7,"UL, UR",CW,
9/1/2015 15:48:00,1,"Fighting, Chasing",5,"LL, NB1, NB2",CW,
