Timestamp,Actor,Behavior,Recipient,Location,Observer,Comment,Outside assigned observation time,Error
12/8/2016 14:50:00,11,Chasing,"7, 10",UR,GR,,,
12/8/2016 14:50:00,11,"Chasing, Induce-flee",12,UR,GR,,,
12/8/2016 14:51:00,11,Chasing,8,AllOver,GR,,,
12/8/2016 14:53:00,11,Fighting,5,NB4,GR,,,
12/8/2016 15:13:00,4,Fighting,12,UR,GR,,,
12/8/2016 15:18:00,11,"Fighting, Induce-flee",12,NB2,GR,,,
12/8/2016 15:18:00,11,"Fighting, Chasing",7,NB1,GR,,,
12/8/2016 15:21:00,11,"Fighting, Chasing",2,AllOver,GR,,,
12/8/2016 16:09:00,1,"Chasing, Induce-flee",6,UR,GR,,,
12/8/2016 16:12:00,11,"Chasing, Induce-flee","1, 8",UR,GR,,,
12/8/2016 16:13:00,11,"Fighting, Chasing",8,LL,GR,"Previous observation I marked down 9, it was 8. ",,
12/8/2016 16:17:00,11,Chasing,8,MR,GR,,,
12/8/2016 16:19:00,12,Chasing,1,NB5,GR,,,
12/8/2016 16:24:00,11,Fighting,4,ML,GR,,,
12/8/2016 16:24:00,12,Fighting,4,UR,GR,,,
12/8/2016 16:25:00,11,Fighting,12,UR,GR,,,
12/8/2016 16:25:00,11,"Fighting, Induce-flee",1,UR,GR,,,
12/8/2016 16:29:00,11,"Fighting, Chasing",8,AllOver,GR,,,
12/8/2016 16:29:00,11,"Fighting, Chasing, Induce-flee",1,UR,GR,,,
12/9/2016 13:30:00,Start,Start,Start,Start,TM,,,
12/9/2016 13:31:00,1,Fighting,5,UR,TM,,,
12/9/2016 13:34:00,11,Chasing,12,UR,TM,,,
12/9/2016 13:43:00,12,Fighting,7,UR,TM,,,
12/9/2016 13:49:00,12,Fighting,2,UR,TM,,,
12/9/2016 13:53:00,12,Fighting,7,LR,TM,,,
12/9/2016 13:56:00,12,Fighting,2,UR,TM,,,
12/9/2016 13:57:00,12,Fighting,7,LL,TM,,,
12/9/2016 13:58:00,12,Fighting,2,UR,TM,,,
12/9/2016 14:02:00,12,Fighting,2,UR,TM,,,
12/9/2016 14:06:00,12,Fighting,3,LL,TM,,,
12/9/2016 14:09:00,7,Chasing,12,NB2,TM,,,
12/9/2016 14:12:00,11,Chasing,7,LR,TM,,,
12/9/2016 14:15:00,11,Chasing,3,UR,TM,,,
12/9/2016 14:16:00,12,Fighting,7,UR,TM,,,
12/9/2016 14:19:00,11,Chasing,3,UR,TM,,,
12/9/2016 14:19:00,11,Subordinate,3,NB4,TM,,,
12/9/2016 14:26:00,11,Fighting,10,UR,TM,,,
12/9/2016 14:28:00,7,Chasing,6,NB2,TM,,,
12/9/2016 14:31:00,11,Fighting,6,UR,TM,,,
12/9/2016 14:31:00,11,Chasing,10,MR,TM,,,
12/9/2016 14:42:00,11,Fighting,10,MR,TM,,,
12/9/2016 14:43:00,11,Fighting,10,UR,TM,,,
12/9/2016 14:45:00,11,Induce-flee,4,MR,TM,,,
12/9/2016 14:46:00,11,Fighting,10,UR,TM,,,
12/9/2016 14:49:00,11,Chasing,5,UR,TM,,,
12/9/2016 14:52:00,11,Chasing,4,UR,TM,,,
12/9/2016 14:53:00,3,Chasing,5,NB4,TM,,,
12/9/2016 14:56:00,10,Fighting,6,UL,TM,,,
12/9/2016 14:58:00,11,Subordinate,6,NB4,TM,,,
12/9/2016 15:00:00,11,Fighting,10,UR,TM,,,
12/9/2016 15:01:00,11,Fighting,10,UR,TM,,,
12/9/2016 15:04:00,11,Chasing,3,UL,TM,,,
12/9/2016 15:05:00,11,Fighting,3,ML,TM,,,
12/9/2016 15:07:00,11,Chasing,12,LR,TM,,,
12/9/2016 15:08:00,11,Chasing,3,UL,TM,,,
12/9/2016 15:09:00,11,Fighting,10,UR,TM,,,
12/9/2016 15:10:00,11,Chasing,3,NB5,TM,,,
12/9/2016 15:11:00,8,Chasing,12,UR,TM,,,
12/9/2016 15:11:00,11,Chasing,8,UR,TM,,,
12/9/2016 15:12:00,11,Chasing,8,UL,TM,,,
12/9/2016 15:13:00,11,Chasing,10,LL,TM,,,
12/9/2016 15:15:00,12,Fighting,3,NB4,TM,,,
12/9/2016 15:18:00,10,Chasing,3,UR,TM,,,
12/9/2016 15:19:00,11,Fighting,10,UR,TM,,,
12/9/2016 15:20:00,11,Chasing,12,LL,TM,,,
12/9/2016 15:21:00,11,Chasing,8,MR,TM,,,
12/9/2016 15:23:00,8,Chasing,3,LR,TM,,,
12/9/2016 15:31:00,8,Chasing,10,UL,TM,,,
12/9/2016 15:31:00,End,End,End,End,TM,,,
12/9/2016 16:57:00,1,Fighting,7,NB4,WL,,Yes,
