Timestamp,Actor,Behavior,Recipient,Location,Observer,Comment,Outside assigned observation time
11/29/2016 12:03:08,Start,Start,Start,Start,CN,,
11/29/2016 12:03:23,3,Fighting,11,LR,CN,,
11/29/2016 12:03:43,1,Fighting,5,LL,CN,,
11/29/2016 12:04:11,3,Fighting,2,LL,CN,,
11/29/2016 12:04:43,3,Fighting,1,LL,CN,,
11/29/2016 12:04:55,1,Fighting,7,LL,CN,,
11/29/2016 12:05:47,1,Fighting,4,MR,CN,,
11/29/2016 12:06:27,3,Fighting,12,LL,CN,,
11/29/2016 12:07:28,3,"Fighting, Chasing",9,MR,CN,,
11/29/2016 12:08:06,1,Fighting,4,MR,CN,,
11/29/2016 12:12:43,2,Subordinate,1,LR,CN,,
11/29/2016 12:14:20,1,Fighting,11,UR,CN,,
11/29/2016 12:14:31,1,Fighting,9,UR,CN,,
11/29/2016 12:18:51,2,Fighting,12,LL,CN,,
11/29/2016 12:20:32,2,Fighting,4,LR,CN,,
11/29/2016 12:24:39,1,Fighting,9,ML,CN,,
11/29/2016 12:24:56,1,Fighting,8,ML,CN,,
11/29/2016 12:25:05,1,Subordinate,8,ML,CN,,
11/29/2016 12:27:31,1,Subordinate,5,UL,CN,,
11/29/2016 12:30:07,1,Subordinate,5,UL,CN,,
11/29/2016 12:31:44,9,Subordinate,7,UL,CN,,
11/29/2016 12:33:01,3,Fighting,2,NB3,CN,,
11/29/2016 12:41:44,3,Fighting,2,NB4,CN,,
11/29/2016 12:43:48,3,Fighting,9,NB5,CN,,
11/29/2016 12:44:15,3,Fighting,9,NB5,CN,,
11/29/2016 12:44:44,3,"Fighting, Subordinate",9,NB5,CN,,
11/29/2016 12:46:04,3,Fighting,9,NB5,CN,,
11/29/2016 12:48:08,3,Fighting,"9, 12",NB2,CN,,
11/29/2016 12:48:50,3,Fighting,2,NB3,CN,,
11/29/2016 12:49:21,3,Fighting,8,NB2,CN,,
11/29/2016 12:49:53,3,Fighting,8,NB3,CN,,
11/29/2016 12:50:32,3,Fighting,8,NB2,CN,,
11/29/2016 12:53:19,1,Subordinate,7,LL,CN,,
11/29/2016 12:54:19,3,Fighting,8,NB2,CN,,
11/29/2016 12:54:40,3,Subordinate,8,NB2,CN,,
11/29/2016 12:56:16,3,Fighting,8,NB5,CN,,
11/29/2016 12:56:41,1,Fighting,7,NB2,CN,,
11/29/2016 12:57:03,1,Fighting,3,NB2,CN,,
11/29/2016 12:58:45,1,Fighting,8,NB1,CN,,
11/29/2016 13:00:43,1,Subordinate,12,ML,CN,,
11/29/2016 13:03:54,1,Chasing,8,UL,CN,,
11/29/2016 13:04:08,1,Fighting,2,UL,CN,,
11/29/2016 13:06:34,1,Fighting,2,MR,CN,,
11/29/2016 13:07:17,1,Subordinate,7,NB2,CN,,
11/29/2016 13:12:57,1,Chasing,7,UR,CN,,
11/29/2016 13:16:00,1,Chasing,9,MR,CN,,
11/29/2016 13:19:16,1,Fighting,2,ML,CN,,
11/29/2016 13:20:37,1,Subordinate,5,MR,CN,,
11/29/2016 13:21:40,1,Chasing,8,MR,CN,,
11/29/2016 13:22:50,7,Induce-flee,3,LR,CN,,
11/29/2016 13:23:59,1,Subordinate,11,UL,CN,,
11/29/2016 13:25:21,1,"Fighting, Chasing","10, 11",UL,CN,,
11/29/2016 13:29:29,1,"Fighting, Chasing","3, 10, 11, 12",AllOver,CN,,
11/29/2016 13:29:44,1,"Fighting, Chasing",3,UR,CN,,
11/29/2016 13:30:14,1,Fighting,3,UR,CN,,
11/29/2016 13:30:34,1,"Fighting, Chasing",3,UR,CN,,
11/29/2016 13:32:31,1,Chasing,9,LL,CN,,
11/29/2016 13:34:04,1,Subordinate,12,LR,CN,,
11/29/2016 13:35:44,1,"Fighting, Chasing",3,UL,CN,,
11/29/2016 13:36:08,1,"Fighting, Chasing, Subordinate",3,UR,CN,,
11/29/2016 13:36:29,1,Fighting,3,UL,CN,,
11/29/2016 13:37:08,1,Fighting,3,UR,CN,,
11/29/2016 13:37:58,1,Subordinate,11,ML,CN,,
11/29/2016 13:40:38,1,"Fighting, Chasing","11, 12",UL,CN,,
11/29/2016 13:40:58,1,"Fighting, Chasing",3,UL,CN,,
11/29/2016 13:41:52,1,"Fighting, Chasing",12,UR,CN,,
11/29/2016 13:43:32,1,Chasing,10,UL,CN,,
11/29/2016 13:44:01,1,Chasing,3,UR,CN,,
11/29/2016 13:45:28,1,Subordinate,5,ML,CN,,
11/29/2016 13:47:14,1,Fighting,12,UR,CN,,
11/29/2016 13:49:05,1,Chasing,11,UR,CN,,
11/29/2016 13:51:38,1,"Fighting, Chasing",11,MR,CN,,
11/29/2016 13:51:56,3,Chasing,12,LR,CN,,
11/29/2016 13:56:05,1,"Fighting, Chasing",12,UL,CN,,
11/29/2016 13:59:07,1,Induce-flee,9,LL,CN,,
11/29/2016 14:00:32,End,End,End,End,CN,,
11/29/2016 14:08:49,Start,Start,Start,Start,HD,,
11/29/2016 14:22:38,1,Fighting,4,NB1,HD,,
11/29/2016 14:27:45,1,Chasing,2,MR,HD,,
11/29/2016 14:35:42,1,Chasing,2,LL,HD,,
11/29/2016 14:43:53,1,Chasing,10,LL,HD,,
11/29/2016 14:45:03,1,Chasing,4,MR,HD,,
11/29/2016 14:51:44,1,Chasing,3,LL,HD,,
11/29/2016 14:53:51,1,Chasing,3,LL,HD,,
11/29/2016 15:06:55,1,Chasing,12,LR,HD,,
11/29/2016 15:22:46,1,Chasing,3,NB1,HD,,
11/29/2016 15:33:39,1,Chasing,12,UL,HD,,
11/29/2016 15:41:59,1,Chasing,3,MR,HD,,
11/29/2016 15:51:36,1,Fighting,6,LL,HD,,
11/29/2016 15:51:48,1,Fighting,9,LL,HD,,
11/29/2016 15:51:59,1,Fighting,3,LL,HD,,
11/29/2016 16:04:53,End,End,End,End,HD,,
11/30/2016 12:01:04,Start,Start,Start,Start,NM,,
11/30/2016 12:19:03,1,Chasing,2,LR,NM,,
11/30/2016 12:19:18,1,Chasing,2,UR,NM,,
11/30/2016 12:20:46,1,Fighting,6,NB1,NM,,
11/30/2016 12:23:46,1,Fighting,10,NB1,NM,,
11/30/2016 12:31:29,1,Fighting,4,NB1,NM,,
11/30/2016 12:34:25,1,"Fighting, Chasing",9,AllOver,NM,,
11/30/2016 12:35:42,1,Chasing,2,LL,NM,,
11/30/2016 12:39:10,1,Chasing,9,UR,NM,,
11/30/2016 13:08:13,1,Chasing,2,NB1,NM,,
11/30/2016 13:23:03,1,"Fighting, Chasing",3,NB3,NM,,
11/30/2016 13:23:21,1,"Fighting, Chasing",4,LR,NM,,
