Timestamp,Actor,Behavior,Recipient,Location,Observer,Outside assigned observation time
8/18/2015 13:32:00,8,"Fighting, Chasing",6,LR,BN,
8/18/2015 13:33:00,8,Fighting,1,LL,BN,
8/18/2015 13:33:00,8,Induce-flee,3,LL,BN,
8/18/2015 13:36:00,8,Subordinate,1,UL,BN,
8/18/2015 13:41:00,8,"Fighting, Chasing",11,"UL, LL",BN,
8/18/2015 13:45:00,8,Fighting,1,LL,BN,
8/18/2015 13:45:00,8,"Fighting, Chasing, Subordinate",7,"LL, LR",BN,
8/18/2015 13:51:00,12,Subordinate,11,LL,BN,
8/19/2015 13:16:00,11,Fighting,10,UR,BN,
8/19/2015 13:18:00,11,Fighting,4,UL,BN,
8/19/2015 13:18:00,11,"Fighting, Chasing",7,UL,BN,
8/19/2015 13:21:00,8,Chasing,7,LR,BN,
8/19/2015 13:22:00,8,"Fighting, Chasing",11,"LL, LR",BN,
8/19/2015 13:32:00,8,Fighting,4,UR,BN,
8/19/2015 13:32:00,11,Fighting,1,UL,BN,
8/19/2015 13:33:00,8,Induce-flee,11,UR,BN,
8/19/2015 13:37:00,8,Subordinate,1,UR,BN,
8/19/2015 13:42:00,8,Chasing,11,"LL, LR",BN,
8/19/2015 13:42:00,8,Chasing,11,LR,BN,
8/19/2015 13:49:00,8,Induce-flee,11,LR,BN,
8/19/2015 13:49:00,8,"Fighting, Chasing",11,LL,BN,
8/19/2015 13:53:00,8,"Fighting, Chasing",11,LR,BN,
8/19/2015 13:56:00,8,"Fighting, Chasing",11,"LL, LR",BN,
8/19/2015 13:57:00,8,"Fighting, Chasing",11,"LL, LR",BN,
8/19/2015 13:57:00,8,Subordinate,1,ML,BN,
8/19/2015 14:00:00,8,Subordinate,7,UL,BN,
8/20/2015 14:02:00,8,"Fighting, Chasing",2,UL,WL,
8/20/2015 14:03:00,8,Chasing,11,LR,WL,
8/20/2015 14:04:00,8,Chasing,11,LR,WL,
8/20/2015 14:05:00,8,Chasing,5,LL,WL,
8/20/2015 14:05:00,8,Induce-flee,7,LR,WL,
8/20/2015 14:07:00,8,Chasing,11,MR,WL,
8/20/2015 14:15:00,8,Subordinate,3,NB3,WL,
8/20/2015 14:16:00,8,Fighting,10,NB3,WL,
8/20/2015 14:16:00,8,"Fighting, Chasing",10,LL,WL,
8/20/2015 14:17:00,11,Chasing,5,LR,WL,
8/20/2015 14:18:00,8,Chasing,11,LR,WL,
8/20/2015 14:21:00,2,"Fighting, Chasing",10,MR,WL,
8/20/2015 14:22:00,7,"Fighting, Chasing, Mounting",10,UL,WL,
8/20/2015 14:23:00,8,"Fighting, Chasing, Mounting",3,UR,WL,
8/20/2015 14:24:00,8,Chasing,4,NB3,WL,
8/20/2015 14:25:00,8,Subordinate,6,NB5,WL,
8/20/2015 14:28:00,8,Chasing,11,NB5,WL,
8/20/2015 14:28:00,7,"Fighting, Chasing",3,NB2,WL,
8/20/2015 14:31:00,11,Subordinate,12,ML,WL,
8/20/2015 14:32:00,8,"Fighting, Chasing",11,ML,WL,
8/20/2015 14:33:00,8,Induce-flee,5,ML,WL,
8/20/2015 14:36:00,8,"Chasing, Subordinate",4,LL,WL,
8/20/2015 14:37:00,8,Fighting,3,ML,WL,
8/20/2015 14:47:00,8,"Fighting, Chasing",3,UR,WL,
8/20/2015 14:49:00,7,Mounting,5,MR,WL,
8/20/2015 14:50:00,8,"Fighting, Chasing",11,ML,WL,
8/20/2015 14:51:00,8,Chasing,11,LR,WL,
8/20/2015 14:53:00,8,Induce-flee,11,UL,WL,
8/20/2015 14:57:00,8,Subordinate,5,MR,WL,
8/20/2015 14:59:00,11,Induce-flee,7,LR,WL,
8/20/2015 14:59:00,11,Fighting,7,LL,WL,
8/21/2015 15:01:00,8,Chasing,9,"UL, ML",BN,
8/21/2015 15:03:00,11,Induce-flee,5,UL,BN,
8/21/2015 15:04:00,8,"Fighting, Chasing, Subordinate",11,ML,BN,
8/21/2015 15:05:00,8,Subordinate,12,MR,BN,
8/21/2015 15:05:00,8,Fighting,"5, 12",LL,BN,
8/21/2015 15:06:00,1,Fighting,4,NB5,BN,
8/21/2015 15:06:00,1,Fighting,3,NB2,BN,
8/21/2015 15:07:00,8,Fighting,1,NB2,BN,
8/21/2015 15:08:00,8,Chasing,9,LR,BN,
8/21/2015 15:09:00,7,Induce-flee,11,LR,BN,
8/21/2015 15:11:00,8,Fighting,9,LL,BN,
8/21/2015 15:12:00,8,Fighting,7,UR,BN,
8/21/2015 15:13:00,1,Fighting,5,NB2,BN,
8/21/2015 15:13:00,8,Fighting,7,UR,BN,
8/21/2015 15:14:00,8,Fighting,"3, 7",NB3,BN,
8/21/2015 15:22:00,8,Fighting,3,LL,BN,
8/21/2015 15:24:00,8,Fighting,11,UL,BN,
8/21/2015 15:26:00,8,"Fighting, Chasing",11,"LL, LR",BN,
8/21/2015 15:50:00,1,Induce-flee,3,NB3,BN,
8/21/2015 20:19:00,1,"Fighting, Chasing",4,UL,WL,
8/21/2015 20:20:00,2,"Fighting, Chasing",9,MR,WL,
8/21/2015 20:23:00,1,Chasing,6,UR,WL,
8/21/2015 20:24:00,1,Chasing,9,LL,WL,
8/21/2015 20:24:00,1,Fighting,5,LL,WL,
8/21/2015 20:26:00,2,Chasing,7,UL,WL,
8/21/2015 20:28:00,7,"Chasing, Subordinate",4,ML,WL,
8/21/2015 20:29:00,2,"Fighting, Chasing",7,LL,WL,
8/21/2015 20:29:00,12,Induce-flee,2,LL,WL,
8/21/2015 20:36:00,1,"Fighting, Chasing",9,NB3,WL,
8/21/2015 20:52:00,3,"Fighting, Chasing",2,NB5,WL,
8/21/2015 20:53:00,3,"Fighting, Chasing",2,LR,WL,
8/21/2015 20:54:00,12,"Fighting, Subordinate",3,NB1,WL,
8/22/2015 17:48:00,4,"Fighting, Chasing",2,LL,WL,
8/22/2015 17:49:00,8,"Fighting, Chasing",7,MR,WL,
8/22/2015 17:52:00,8,"Fighting, Chasing",5,MR,WL,
8/22/2015 17:53:00,8,"Fighting, Chasing",5,MR,WL,
8/22/2015 17:54:00,8,"Fighting, Chasing",1,UR,WL,
8/22/2015 17:55:00,8,Fighting,9,NB4,WL,
8/22/2015 17:55:00,8,"Fighting, Chasing",12,NB4,WL,
8/22/2015 17:56:00,4,Subordinate,5,ML,WL,
8/22/2015 17:57:00,8,Chasing,5,MR,WL,
8/22/2015 17:57:00,8,"Fighting, Chasing, Subordinate",3,UL,WL,
8/22/2015 17:58:00,8,Chasing,2,ML,WL,
8/22/2015 17:59:00,8,"Fighting, Chasing",1,LL,WL,
8/22/2015 18:01:00,8,Chasing,12,LR,WL,
8/22/2015 18:03:00,8,Chasing,5,NB1,WL,
8/22/2015 18:03:00,3,"Fighting, Chasing",2,NB2,WL,
8/22/2015 18:04:00,4,"Fighting, Subordinate",3,NB2,WL,
8/22/2015 18:06:00,8,Subordinate,1,UR,WL,
8/22/2015 18:08:00,8,Chasing,12,MR,WL,
8/22/2015 18:10:00,8,Subordinate,5,UR,WL,
8/22/2015 18:11:00,8,"Fighting, Chasing",1,UR,WL,
8/22/2015 18:13:00,8,Chasing,6,UR,WL,
8/22/2015 18:15:00,8,Subordinate,1,NB3,WL,
8/22/2015 18:19:00,8,Chasing,4,LL,WL,
8/22/2015 18:19:00,8,"Fighting, Chasing",4,LL,WL,
8/22/2015 18:20:00,8,Chasing,6,LL,WL,
8/22/2015 18:32:00,8,"Fighting, Chasing, Subordinate",12,NB3,WL,
8/22/2015 18:37:00,8,Fighting,7,NB5,WL,
8/22/2015 18:37:00,8,"Fighting, Chasing",6,NB5,WL,
8/23/2015 16:04:00,8,Fighting,11,NB3,BN,
8/23/2015 16:09:00,8,Chasing,12,LR,BN,
8/23/2015 16:11:00,8,Fighting,6,UL,BN,
8/23/2015 16:13:00,8,Subordinate,3,UL,BN,
8/23/2015 16:18:00,12,Chasing,6,MR,BN,
8/23/2015 16:20:00,8,Fighting,6,MR,BN,
8/23/2015 16:22:00,8,Fighting,11,NB2,BN,
8/23/2015 16:27:00,7,Subordinate,4,NB3,BN,
8/23/2015 16:28:00,8,Fighting,"6, 10, 12",UL,BN,
8/23/2015 16:29:00,12,Induce-flee,5,LL,BN,
8/23/2015 16:33:00,2,Fighting,6,UL,BN,
8/23/2015 16:34:00,8,Induce-flee,6,MR,BN,
8/23/2015 16:35:00,7,Subordinate,4,UR,BN,
8/23/2015 16:36:00,8,Fighting,12,MR,BN,
8/23/2015 16:44:00,2,Fighting,10,UL,BN,
8/23/2015 16:45:00,10,Fighting,7,UL,BN,
8/23/2015 16:55:00,8,Fighting,6,ML,BN,
8/23/2015 16:56:00,8,Fighting,12,MR,BN,
8/23/2015 16:56:00,2,Chasing,9,UL,BN,
8/23/2015 16:57:00,8,Chasing,9,MR,BN,
8/23/2015 16:58:00,8,"Fighting, Chasing",6,ML,BN,
8/23/2015 16:58:00,8,Fighting,6,NB3,BN,
8/23/2015 16:59:00,8,Chasing,12,LL,BN,
8/24/2015 15:01:00,8,Fighting,12,LL,WL,
8/24/2015 15:02:00,8,Fighting,3,NB5,WL,
8/24/2015 15:04:00,8,Chasing,"4, 9",LL,WL,
8/24/2015 15:08:00,10,"Fighting, Chasing",7,ML,WL,
8/24/2015 15:08:00,8,"Chasing, Subordinate",10,MR,WL,
8/24/2015 15:09:00,8,Chasing,7,LL,WL,
8/24/2015 15:13:00,8,Subordinate,10,ML,WL,
8/24/2015 15:16:00,2,"Fighting, Chasing",7,ML,WL,
8/24/2015 15:16:00,2,Fighting,5,ML,WL,
8/24/2015 15:17:00,8,"Fighting, Chasing, Subordinate",5,LL,WL,
8/24/2015 15:24:00,10,"Fighting, Chasing",5,UR,WL,
8/24/2015 15:57:00,12,Chasing,3,NB4,WL,
8/25/2015 14:04:00,2,Fighting,7,UL,BN,
8/25/2015 14:11:00,1,Fighting,4,UR,BN,
8/25/2015 14:11:00,3,Fighting,2,UL,BN,
8/25/2015 14:14:00,1,Fighting,9,"NB1, NB2",BN,
8/25/2015 14:14:00,1,Fighting,7,UR,BN,
8/25/2015 14:15:00,1,Subordinate,2,MR,BN,
8/25/2015 14:17:00,12,Fighting,"1, 9",UR,BN,
8/25/2015 14:19:00,2,Fighting,7,LL,BN,
8/25/2015 14:20:00,12,Fighting,9,ML,BN,
8/25/2015 14:27:00,8,Chasing,11,LL,BN,
8/25/2015 14:28:00,8,"Fighting, Chasing",11,"LL, LR",BN,
8/25/2015 14:31:00,8,"Fighting, Chasing",11,"LL, LR",BN,
8/25/2015 14:32:00,8,Fighting,11,UL,BN,
8/25/2015 14:39:00,8,Chasing,11,LR,BN,
8/25/2015 14:48:00,8,Fighting,10,UL,BN,
8/26/2015 16:03:00,10,Fighting,7,UL,WL,
8/26/2015 16:06:00,8,Chasing,2,MR,WL,
8/26/2015 16:07:00,10,"Fighting, Chasing",7,MR,WL,
8/26/2015 16:07:00,8,Chasing,10,LL,WL,
8/26/2015 16:12:00,5,"Fighting, Chasing",6,LL,WL,
8/26/2015 16:13:00,1,Chasing,5,LL,WL,
8/26/2015 16:15:00,8,Chasing,6,LL,WL,
8/26/2015 16:15:00,8,Subordinate,3,NB2,WL,
8/26/2015 16:17:00,8,Chasing,6,LL,WL,
8/26/2015 16:20:00,7,"Fighting, Chasing",1,LL,WL,
8/26/2015 16:22:00,8,Subordinate,1,ML,WL,
8/26/2015 16:25:00,8,"Fighting, Chasing",6,UL,WL,
8/26/2015 16:25:00,10,Chasing,7,LL,WL,
8/26/2015 16:26:00,1,"Fighting, Chasing, Subordinate",10,LL,WL,
8/26/2015 16:27:00,10,"Fighting, Chasing",7,UL,WL,
8/26/2015 16:28:00,7,"Fighting, Chasing",1,LL,WL,
8/26/2015 16:28:00,1,"Fighting, Chasing",6,NB5,WL,
8/26/2015 16:29:00,1,"Fighting, Chasing",4,ML,WL,
8/26/2015 16:29:00,1,Chasing,5,MR,WL,
8/26/2015 16:29:00,8,"Chasing, Subordinate",1,LR,WL,
8/26/2015 16:33:00,1,"Fighting, Chasing",4,MR,WL,
8/26/2015 16:34:00,1,"Fighting, Chasing",4,MR,WL,
8/26/2015 16:34:00,1,"Fighting, Chasing",5,ML,WL,
8/26/2015 16:35:00,1,"Fighting, Chasing",6,UR,WL,
8/26/2015 16:35:00,1,"Chasing, Subordinate",6,UL,WL,
8/26/2015 16:36:00,8,Fighting,10,NB5,WL,
8/26/2015 16:38:00,1,Chasing,9,UL,WL,
8/26/2015 16:39:00,1,"Fighting, Chasing",9,UR,WL,
8/26/2015 16:42:00,1,"Fighting, Chasing",6,NB3,WL,
8/26/2015 16:43:00,2,Chasing,5,UR,WL,
8/26/2015 16:43:00,1,"Fighting, Chasing",10,UL,WL,
8/26/2015 16:51:00,3,"Fighting, Chasing",10,NB2,WL,
8/26/2015 16:58:00,12,Chasing,3,MR,WL,
8/27/2015 12:15:00,8,"Fighting, Chasing",1,"UL, ML, UR, MR, LR",CW,
8/27/2015 12:16:00,8,Fighting,1,NB3,CW,
8/27/2015 12:18:00,8,Chasing,12,"MR, LR, NB3",CW,
8/27/2015 12:18:00,7,Chasing,1,"ML, LL, MR, LR",CW,
8/27/2015 12:19:00,8,Chasing,4,"LL, LR",CW,
8/27/2015 12:21:00,3,Chasing,10,"ML, LL",CW,
8/27/2015 12:30:00,7,Chasing,6,"MR, LR",CW,
8/27/2015 12:30:00,8,Chasing,6,"UR, MR, LR",CW,
8/27/2015 12:31:00,12,Fighting,9,NB3,CW,
8/27/2015 12:31:00,8,"Fighting, Chasing",6,"UL, ML, UR, MR, NB2, NB3",CW,
8/27/2015 12:32:00,12,Fighting,11,NB2,CW,
8/27/2015 12:34:00,8,"Fighting, Chasing",10,"UR, MR, LR",CW,
8/27/2015 12:34:00,8,Fighting,3,ML,CW,
8/27/2015 12:35:00,1,"Fighting, Chasing",6,"ML, LL, NB2",CW,
8/27/2015 12:36:00,8,Chasing,6,"UL, ML",CW,
8/27/2015 12:37:00,8,Fighting,1,LL,CW,
8/27/2015 12:37:00,8,Fighting,7,LL,CW,
8/27/2015 12:38:00,8,Fighting,10,LL,CW,
8/27/2015 12:41:00,6,Chasing,9,"ML, MR",CW,
8/27/2015 12:42:00,5,Chasing,6,"ML, LL",CW,
8/27/2015 12:42:00,8,Chasing,2,"ML, MR",CW,
8/27/2015 12:44:00,2,"Fighting, Chasing",5,"UL, ML",CW,
8/27/2015 12:44:00,8,"Fighting, Chasing",9,"MR, LR",CW,
8/27/2015 12:45:00,2,"Fighting, Chasing",5,"ML, LL",CW,
8/27/2015 12:45:00,8,Chasing,1,LL,CW,
8/27/2015 12:49:00,7,Chasing,1,"MR, LR",CW,
8/27/2015 12:49:00,8,Fighting,12,LL,CW,
8/27/2015 12:50:00,7,Chasing,5,"NB1, NB2, NB5",CW,
8/27/2015 12:53:00,7,Fighting,3,NB4,CW,
8/27/2015 12:55:00,12,Fighting,11,LL,CW,
8/27/2015 12:56:00,8,"Fighting, Chasing",12,"LL, LR",CW,
8/27/2015 14:34:00,11,Fighting,9,NB2,WL,
8/27/2015 14:35:00,12,Subordinate,5,NB3,WL,
8/27/2015 14:35:00,8,Fighting,6,NB5,WL,
8/27/2015 14:36:00,12,Chasing,11,LL,WL,
8/27/2015 14:37:00,12,Fighting,7,LL,WL,
8/27/2015 14:37:00,8,Chasing,"7, 11",UL,WL,
8/27/2015 14:37:00,8,Chasing,2,MR,WL,
8/27/2015 14:39:00,8,Subordinate,11,NB2,WL,
8/27/2015 14:41:00,8,"Fighting, Chasing",3,NB3,WL,
8/27/2015 14:43:00,8,Fighting,"3, 11",LL,WL,
8/27/2015 14:43:00,8,Chasing,6,ML,WL,
8/27/2015 14:45:00,8,Chasing,3,UR,WL,
8/27/2015 14:46:00,8,"Fighting, Chasing, Subordinate",1,LR,WL,
8/27/2015 14:47:00,7,Chasing,9,MR,WL,
8/27/2015 14:48:00,11,Fighting,3,NB2,WL,
8/27/2015 14:51:00,1,"Fighting, Chasing",9,ML,WL,
8/27/2015 14:52:00,8,"Fighting, Chasing",1,ML,WL,
8/27/2015 14:52:00,8,"Fighting, Chasing",6,UR,WL,
8/27/2015 14:54:00,10,"Fighting, Chasing",9,ML,WL,
8/27/2015 14:58:00,8,"Fighting, Chasing",3,UR,WL,
8/27/2015 14:58:00,1,Chasing,2,UL,WL,
8/27/2015 14:59:00,8,Subordinate,1,UR,WL,
8/27/2015 15:03:00,3,"Fighting, Chasing, Subordinate",10,NB3,WL,
8/27/2015 15:03:00,12,Fighting,11,MR,WL,
8/27/2015 15:03:00,8,"Fighting, Chasing",7,MR,WL,
8/27/2015 15:05:00,12,Subordinate,11,NB2,WL,
8/27/2015 15:05:00,8,Chasing,3,UL,WL,
8/27/2015 15:09:00,12,Chasing,9,MR,WL,
8/27/2015 15:11:00,8,Induce-flee,12,UL,WL,
8/27/2015 15:14:00,12,"Fighting, Chasing",9,UR,WL,
8/27/2015 15:16:00,7,"Fighting, Chasing",3,NB4,WL,
8/27/2015 15:16:00,8,Subordinate,3,NB2,WL,
8/27/2015 15:18:00,8,Chasing,12,MR,WL,
8/27/2015 15:19:00,5,Fighting,6,NB3,WL,
8/27/2015 15:19:00,8,"Fighting, Chasing",10,MR,WL,
8/27/2015 15:19:00,8,"Fighting, Chasing",10,UR,WL,
8/27/2015 15:20:00,12,Fighting,"3, 11",NB3,WL,
8/27/2015 15:20:00,12,Fighting,11,NB3,WL,
8/27/2015 15:21:00,12,Fighting,11,UL,WL,
8/27/2015 15:23:00,8,Chasing,3,MR,WL,
8/27/2015 15:25:00,6,"Fighting, Chasing",7,ML,WL,
8/27/2015 15:27:00,10,"Fighting, Chasing",6,UR,WL,
8/27/2015 18:35:00,3,Fighting,5,LL,BN,
8/27/2015 18:36:00,12,"Fighting, Subordinate",11,NB1,BN,
8/27/2015 18:40:00,12,Chasing,11,UL,BN,
8/27/2015 18:44:00,12,Fighting,11,UL,BN,
8/27/2015 18:46:00,8,Fighting,6,NB3,BN,
8/27/2015 18:47:00,12,Fighting,"1, 7",NB1,BN,
8/27/2015 18:48:00,8,Fighting,11,NB2,BN,
8/28/2015 17:11:00,7,"Fighting, Chasing, Subordinate",1,MR,WL,
8/28/2015 17:15:00,2,"Fighting, Chasing, Subordinate",10,UL,WL,
8/28/2015 17:15:00,2,"Fighting, Chasing",10,UL,WL,
8/28/2015 17:16:00,12,"Fighting, Chasing",2,NB3,WL,
8/28/2015 17:16:00,12,"Fighting, Chasing",2,UL,WL,
8/28/2015 17:23:00,10,"Fighting, Chasing",7,UL,WL,
8/28/2015 17:25:00,7,"Fighting, Chasing",3,NB1,WL,
8/28/2015 17:40:00,9,"Fighting, Chasing",3,UL,WL,
8/28/2015 17:41:00,9,"Fighting, Chasing",3,UL,WL,
8/28/2015 17:41:00,9,"Fighting, Chasing, Subordinate",10,UL,WL,
8/28/2015 17:41:00,8,Subordinate,7,LL,WL,
8/28/2015 17:44:00,8,"Chasing, Subordinate",3,LL,WL,
8/28/2015 17:47:00,3,"Fighting, Chasing, Subordinate",5,NB4,WL,
8/28/2015 17:47:00,8,"Fighting, Chasing, Subordinate",3,NB2,WL,
8/28/2015 17:55:00,8,Chasing,6,LR,WL,
8/28/2015 17:58:00,5,"Fighting, Chasing",4,UL,WL,
8/28/2015 17:59:00,8,Chasing,6,MR,WL,
8/28/2015 17:59:00,10,"Fighting, Chasing",7,UL,WL,
8/28/2015 18:22:00,12,"Fighting, Subordinate",11,NB2,WL,
8/29/2015 20:05:00,5,Fighting,6,UL,BN,
8/29/2015 20:06:00,1,Fighting,5,LR,BN,
8/29/2015 20:27:00,2,Fighting,5,ML,BN,
8/29/2015 20:45:00,3,Fighting,2,NB4,BN,
8/30/2015 17:27:00,8,"Chasing, Subordinate",6,LR,WL,
8/30/2015 17:29:00,8,"Fighting, Chasing, Subordinate",10,LR,WL,
8/30/2015 17:29:00,8,"Fighting, Chasing",2,ML,WL,
8/30/2015 17:30:00,11,Induce-flee,9,NB2,WL,
8/30/2015 17:31:00,12,"Fighting, Chasing, Subordinate",11,NB4,WL,
8/30/2015 17:31:00,12,Fighting,3,NB2,WL,
8/30/2015 17:32:00,7,"Fighting, Chasing",3,UR,WL,
8/30/2015 17:33:00,12,Chasing,2,LL,WL,
8/30/2015 17:34:00,2,Chasing,6,ML,WL,
8/30/2015 17:36:00,12,Subordinate,4,NB3,WL,
8/30/2015 17:36:00,8,"Fighting, Chasing, Subordinate",3,UR,WL,
8/30/2015 17:38:00,12,Chasing,9,UL,WL,
8/30/2015 17:38:00,8,Subordinate,11,NB2,WL,
8/30/2015 17:42:00,8,Chasing,10,LL,WL,
8/30/2015 17:42:00,8,"Fighting, Chasing",12,UL,WL,
8/30/2015 17:43:00,8,"Fighting, Chasing",12,NB2,WL,
8/30/2015 17:44:00,8,"Fighting, Chasing",6,UR,WL,
8/30/2015 17:44:00,8,"Fighting, Chasing",3,LR,WL,
8/30/2015 17:45:00,8,Subordinate,3,NB2,WL,
8/30/2015 17:46:00,8,"Fighting, Chasing, Subordinate",7,LR,WL,
8/30/2015 17:48:00,7,"Fighting, Chasing",5,NB1,WL,
8/30/2015 17:49:00,8,"Fighting, Chasing",10,ML,WL,
8/30/2015 17:49:00,8,"Fighting, Chasing",10,UL,WL,
8/30/2015 17:49:00,8,"Fighting, Chasing",7,MR,WL,
8/30/2015 17:51:00,2,Chasing,5,ML,WL,
8/30/2015 17:51:00,8,Chasing,5,ML,WL,
8/30/2015 17:52:00,4,Chasing,2,LL,WL,
8/30/2015 17:56:00,8,Fighting,6,NB3,WL,
8/30/2015 17:56:00,8,"Fighting, Chasing",12,NB3,WL,
8/30/2015 17:59:00,8,"Chasing, Subordinate",1,ML,WL,
8/30/2015 18:03:00,2,"Fighting, Chasing, Subordinate",10,UR,WL,
8/30/2015 18:04:00,2,Fighting,5,UR,WL,
8/30/2015 18:06:00,6,"Fighting, Chasing",9,MR,WL,
8/30/2015 18:06:00,6,"Fighting, Chasing",10,MR,WL,
8/30/2015 18:07:00,8,Fighting,7,LL,WL,
8/30/2015 18:08:00,2,Chasing,7,UL,WL,
8/30/2015 18:09:00,2,Induce-flee,6,MR,WL,
8/30/2015 18:10:00,6,Chasing,7,NB1,WL,
8/30/2015 18:12:00,6,"Fighting, Chasing",7,ML,WL,
8/30/2015 18:12:00,8,"Fighting, Chasing, Subordinate",7,LL,WL,
8/30/2015 18:13:00,7,"Fighting, Chasing, Subordinate",1,ML,WL,
8/30/2015 18:16:00,8,Chasing,10,MR,WL,
8/30/2015 18:19:00,8,"Fighting, Chasing",1,LL,WL,
8/30/2015 18:19:00,8,"Fighting, Chasing, Subordinate",12,LL,WL,
8/30/2015 18:24:00,5,"Fighting, Chasing, Subordinate",4,MR,WL,
8/31/2015 14:12:00,2,Subordinate,4,MR,BN,
8/31/2015 14:16:00,8,"Chasing, Subordinate",10,"NB1, NB2",BN,
8/31/2015 14:19:00,8,Subordinate,2,NB3,BN,
8/31/2015 14:20:00,8,"Fighting, Chasing",10,ML,BN,
8/31/2015 14:20:00,8,Fighting,7,LL,BN,
8/31/2015 14:25:00,10,Fighting,6,UL,BN,
8/31/2015 14:28:00,6,Chasing,5,LL,BN,
8/31/2015 14:29:00,10,Fighting,7,LL,BN,
8/31/2015 14:31:00,2,Fighting,7,MR,BN,
8/31/2015 14:32:00,2,Fighting,7,UR,BN,
8/31/2015 14:33:00,12,Fighting,10,LR,BN,
8/31/2015 14:33:00,10,Fighting,4,LL,BN,
8/31/2015 14:34:00,2,Fighting,7,ML,BN,
8/31/2015 14:35:00,6,Fighting,9,UL,BN,
8/31/2015 14:35:00,6,Chasing,5,UL,BN,
8/31/2015 14:40:00,12,Fighting,10,UL,BN,
8/31/2015 14:42:00,10,Subordinate,6,UL,BN,
8/31/2015 14:44:00,2,Fighting,"5, 7",UL,BN,
8/31/2015 14:45:00,8,Chasing,9,NB1,BN,
8/31/2015 14:51:00,10,Fighting,7,ML,BN,
8/31/2015 14:54:00,10,Fighting,9,UL,BN,
8/31/2015 14:58:00,9,"Fighting, Subordinate",3,UL,BN,
8/31/2015 15:07:00,3,"Fighting, Chasing",10,"UL, ML, UR",CW,
8/31/2015 15:33:00,3,"Fighting, Chasing",11,"LL, NB1, NB2, NB4, NB5",CW,
